Provfiske;Area;Areanamn;Sektion;Sektion_namn;Station;Stations_namn;Position_N;Position_E;Redskap;Årtal;Vecka;Dag;Vtn.stånd;YtTmp I;YtTmp Upp;VindRiktn.I;VindSt.I;Vind_upp_rikn;VindSt.Upp;Ström_I_rikn;Ström_upp_rikn;Salthalt_I_yta;Salthalt_I_botten;Salthalt_upp_yta;Salthalt_upp_botten;Drift_i;Drift_u;Drift_dim;Siktdjup;Lufttryck_i;Lufttryck_upp;Ansträngning;Sjuk_kontroll;Nr;Störning;TmpBtnI;TmpBtnU;Art;Vikt;Längdgr_std;Antal;<>;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;84;85;86;87;88;89;90;91;93;94;96;97;98;99;101;103;104;106;109;111;114;116
BT09I;BT;Biotestsjön. Forsmark;2;Biotestsjön;46;;;;9;1996;47;3;65;15.1;15.1;120;6;270;4;;;;;;;2;2;0;40;739;748;1;1;0;0;15.2;15;GERS;;2;1;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09I;BT;Biotestsjön. Forsmark;2;Biotestsjön;46;;;;9;1996;47;3;65;15.1;15.1;120;6;270;4;;;;;;;2;2;0;40;739;748;1;1;0;0;15.2;15;MÖRT;;2;18;;;;;;;;3;;3;;;7;;4;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09I;BT;Biotestsjön. Forsmark;2;Biotestsjön;46;;;;9;1996;47;3;65;15.1;15.1;120;6;270;4;;;;;;;2;2;0;40;739;748;1;1;0;0;15.2;15;VIMM;;2;1;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09I;BT;Biotestsjön. Forsmark;2;Biotestsjön;47;;;;9;1996;37;3;-22;14.1;13;320;8;308;7;;;;;;;3;3;0;33;758;756;1;1;0;0;13.9;13;ABBO;;2;22;;;;;;;;2;;3;;;6;;8;;;2;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09I;BT;Biotestsjön. Forsmark;2;Biotestsjön;47;;;;9;1996;37;3;-22;14.1;13;320;8;308;7;;;;;;;3;3;0;33;758;756;1;1;0;0;13.9;13;BJÖR;;2;9;;;;;;;;1;;5;;;2;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09I;BT;Biotestsjön. Forsmark;2;Biotestsjön;47;;;;9;1996;37;3;-22;14.1;13;320;8;308;7;;;;;;;3;3;0;33;758;756;1;1;0;0;13.9;13;GERS;;2;6;;;;;4;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09I;BT;Biotestsjön. Forsmark;2;Biotestsjön;47;;;;9;1996;37;3;-22;14.1;13;320;8;308;7;;;;;;;3;3;0;33;758;756;1;1;0;0;13.9;13;MÖRT;;2;90;;;;;;;;4;;22;;;34;;16;;;9;;3;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09I;BT;Biotestsjön. Forsmark;2;Biotestsjön;47;;;;9;1996;47;3;65;15.1;15.1;120;6;270;4;;;;;;;2;2;0;40;739;748;1;1;0;0;15.2;15;ABBO;;2;7;;;;;;;;1;;3;;;;;1;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09I;BT;Biotestsjön. Forsmark;2;Biotestsjön;47;;;;9;1996;47;3;65;15.1;15.1;120;6;270;4;;;;;;;2;2;0;40;739;748;1;1;0;0;15.2;15;BJÖR;;2;1;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09I;BT;Biotestsjön. Forsmark;2;Biotestsjön;47;;;;9;1996;47;3;65;15.1;15.1;120;6;270;4;;;;;;;2;2;0;40;739;748;1;1;0;0;15.2;15;GERS;;2;1;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09I;BT;Biotestsjön. Forsmark;2;Biotestsjön;47;;;;9;1996;47;3;65;15.1;15.1;120;6;270;4;;;;;;;2;2;0;40;739;748;1;1;0;0;15.2;15;MÖRT;;2;3;;;;;;;;;;;;;1;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09I;BT;Biotestsjön. Forsmark;3;Biotestsjön;4;;;;9;1996;36;2;-13;19.8;18.5;230;6;252;5;;;;;;;3;3;0;30;767;765;1;1;0;0;19.6;18.5;ABBO;;2;59;;;;;;;;8;;18;;;16;;8;;;7;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09I;BT;Biotestsjön. Forsmark;3;Biotestsjön;4;;;;9;1996;36;2;-13;19.8;18.5;230;6;252;5;;;;;;;3;3;0;30;767;765;1;1;0;0;19.6;18.5;BJÖR;;2;44;;;;;2;;;5;;7;;;14;;7;;;3;;5;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09I;BT;Biotestsjön. Forsmark;3;Biotestsjön;4;;;;9;1996;36;2;-13;19.8;18.5;230;6;252;5;;;;;;;3;3;0;30;767;765;1;1;0;0;19.6;18.5;GÄDD;;2;1;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09I;BT;Biotestsjön. Forsmark;3;Biotestsjön;4;;;;9;1996;36;2;-13;19.8;18.5;230;6;252;5;;;;;;;3;3;0;30;767;765;1;1;0;0;19.6;18.5;MÖRT;;2;119;;;;;9;;;47;;33;;;11;;10;;;6;;2;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09I;BT;Biotestsjön. Forsmark;3;Biotestsjön;4;;;;9;1996;46;2;64;15.5;15.2;270;3;32;8;;;;;;;2;2;0;47;767;765;1;1;0;0;15.1;15;ABBO;;2;2;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09I;BT;Biotestsjön. Forsmark;3;Biotestsjön;5;;;;9;1996;37;1;-19;15.9;14.3;340;9;342;14;;;;;;;3;3;0;;766;766;1;1;0;0;15.5;15.5;ABBO;;2;67;;;;;1;;;12;;17;;;11;;11;;;9;;5;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09I;BT;Biotestsjön. Forsmark;3;Biotestsjön;5;;;;9;1996;37;1;-19;15.9;14.3;340;9;342;14;;;;;;;3;3;0;;766;766;1;1;0;0;15.5;15.5;BJÖR;;2;7;;;;;;;;1;;2;;;2;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09I;BT;Biotestsjön. Forsmark;3;Biotestsjön;5;;;;9;1996;37;1;-19;15.9;14.3;340;9;342;14;;;;;;;3;3;0;;766;766;1;1;0;0;15.5;15.5;MÖRT;;2;33;;;;;;;;3;;8;;;12;;4;;;3;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09I;BT;Biotestsjön. Forsmark;3;Biotestsjön;5;;;;9;1996;46;5;53;14.7;13.7;221;6;221;9;;;;;;;2;2;0;43;765;764;1;1;0;0;14.7;13.7;ABBO;;2;11;;;;;;;;2;;6;;;;;1;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09I;BT;Biotestsjön. Forsmark;3;Biotestsjön;5;;;;9;1996;46;5;53;14.7;13.7;221;6;221;9;;;;;;;2;2;0;43;765;764;1;1;0;0;14.7;13.7;BJÖR;;2;1;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09I;BT;Biotestsjön. Forsmark;3;Biotestsjön;5;;;;9;1996;46;5;53;14.7;13.7;221;6;221;9;;;;;;;2;2;0;43;765;764;1;1;0;0;14.7;13.7;GÄDD;;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09I;BT;Biotestsjön. Forsmark;3;Biotestsjön;5;;;;9;1996;46;5;53;14.7;13.7;221;6;221;9;;;;;;;2;2;0;43;765;764;1;1;0;0;14.7;13.7;GERS;;2;2;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09I;BT;Biotestsjön. Forsmark;3;Biotestsjön;5;;;;9;1996;46;5;53;14.7;13.7;221;6;221;9;;;;;;;2;2;0;43;765;764;1;1;0;0;14.7;13.7;MÖRT;;2;2;;;;;;;;;;;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09I;BT;Biotestsjön. Forsmark;3;Biotestsjön;15;;;;9;1996;36;2;-13;19.8;18.5;230;6;252;5;;;;;;;3;3;0;30;767;765;1;1;0;0;19.6;18.5;ABBO;;2;59;;;;;;;;9;;9;;;13;;12;;;10;;2;;;2;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09I;BT;Biotestsjön. Forsmark;3;Biotestsjön;15;;;;9;1996;36;2;-13;19.8;18.5;230;6;252;5;;;;;;;3;3;0;30;767;765;1;1;0;0;19.6;18.5;BJÖR;;2;32;;;;;6;;;2;;12;;;8;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09I;BT;Biotestsjön. Forsmark;3;Biotestsjön;15;;;;9;1996;36;2;-13;19.8;18.5;230;6;252;5;;;;;;;3;3;0;30;767;765;1;1;0;0;19.6;18.5;MÖRT;;2;98;;;;;19;;;25;;29;;;15;;7;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09I;BT;Biotestsjön. Forsmark;3;Biotestsjön;15;;;;9;1996;46;2;64;15.5;15.2;270;3;32;8;;;;;;;2;2;0;47;767;765;1;1;0;0;15.1;15;ABBO;;2;35;;;;;;;;5;;10;;;11;;5;;;1;;;;;2;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09I;BT;Biotestsjön. Forsmark;3;Biotestsjön;15;;;;9;1996;46;2;64;15.5;15.2;270;3;32;8;;;;;;;2;2;0;47;767;765;1;1;0;0;15.1;15;MÖRT;;2;27;;;;;;;;15;;8;;;2;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09I;BT;Biotestsjön. Forsmark;3;Biotestsjön;16;;;;9;1996;36;2;-13;19.8;18.5;230;6;252;5;;;;;;;3;3;0;30;767;765;1;1;0;0;19.6;18.5;ABBO;;2;62;;;;;;;;10;;19;;;7;;11;;;11;;3;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09I;BT;Biotestsjön. Forsmark;3;Biotestsjön;16;;;;9;1996;36;2;-13;19.8;18.5;230;6;252;5;;;;;;;3;3;0;30;767;765;1;1;0;0;19.6;18.5;BJÖR;;2;22;;;;;3;;;3;;7;;;6;;2;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09I;BT;Biotestsjön. Forsmark;3;Biotestsjön;16;;;;9;1996;36;2;-13;19.8;18.5;230;6;252;5;;;;;;;3;3;0;30;767;765;1;1;0;0;19.6;18.5;GERS;;2;1;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09I;BT;Biotestsjön. Forsmark;3;Biotestsjön;16;;;;9;1996;36;2;-13;19.8;18.5;230;6;252;5;;;;;;;3;3;0;30;767;765;1;1;0;0;19.6;18.5;MÖRT;;2;80;;;;;5;;;37;;15;;;13;;5;;;3;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09I;BT;Biotestsjön. Forsmark;3;Biotestsjön;16;;;;9;1996;46;2;64;15.5;15.2;270;3;32;8;;;;;;;2;2;0;47;767;765;1;1;0;0;15.1;15;ABBO;;2;30;;;;;;;;4;;16;;;4;;4;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09I;BT;Biotestsjön. Forsmark;3;Biotestsjön;16;;;;9;1996;46;2;64;15.5;15.2;270;3;32;8;;;;;;;2;2;0;47;767;765;1;1;0;0;15.1;15;GERS;;2;5;;;;;;;;4;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09I;BT;Biotestsjön. Forsmark;3;Biotestsjön;16;;;;9;1996;46;2;64;15.5;15.2;270;3;32;8;;;;;;;2;2;0;47;767;765;1;1;0;0;15.1;15;MÖRT;;2;23;;;;;;;;10;;9;;;;;1;;;1;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09I;BT;Biotestsjön. Forsmark;3;Biotestsjön;16;;;;9;1996;46;2;64;15.5;15.2;270;3;32;8;;;;;;;2;2;0;47;767;765;1;1;0;0;15.1;15;SARV;;2;1;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09I;BT;Biotestsjön. Forsmark;3;Biotestsjön;26;;;;9;1996;37;1;-19;15.9;14.3;340;9;342;14;;;;;;;3;3;0;;766;766;1;1;;0;15.5;14.3;ABBO;;2;37;;;;;;;;8;;12;;;5;;2;;;7;;2;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09I;BT;Biotestsjön. Forsmark;3;Biotestsjön;26;;;;9;1996;37;1;-19;15.9;14.3;340;9;342;14;;;;;;;3;3;0;;766;766;1;1;;0;15.5;14.3;BJÖR;;2;9;;;;;;;;1;;1;;;2;;3;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09I;BT;Biotestsjön. Forsmark;3;Biotestsjön;26;;;;9;1996;37;1;-19;15.9;14.3;340;9;342;14;;;;;;;3;3;0;;766;766;1;1;;0;15.5;14.3;GERS;;2;8;;;;;3;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09I;BT;Biotestsjön. Forsmark;3;Biotestsjön;26;;;;9;1996;37;1;-19;15.9;14.3;340;9;342;14;;;;;;;3;3;0;;766;766;1;1;;0;15.5;14.3;MÖRT;;2;16;;;;;;;;;;2;;;6;;4;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09I;BT;Biotestsjön. Forsmark;3;Biotestsjön;26;;;;9;1996;46;5;53;14.7;13.7;221;6;221;9;;;;;;;2;2;0;43;765;764;1;1;0;0;14.7;13.7;ABBO;;2;22;;;;;1;;;3;;8;;;2;;2;;;4;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09I;BT;Biotestsjön. Forsmark;3;Biotestsjön;26;;;;9;1996;46;5;53;14.7;13.7;221;6;221;9;;;;;;;2;2;0;43;765;764;1;1;0;0;14.7;13.7;GERS;;2;4;;;;;;;;3;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09I;BT;Biotestsjön. Forsmark;3;Biotestsjön;26;;;;9;1996;46;5;53;14.7;13.7;221;6;221;9;;;;;;;2;2;0;43;765;764;1;1;0;0;14.7;13.7;MÖRT;;2;5;;;;;;;;;;1;;;;;3;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09I;BT;Biotestsjön. Forsmark;3;Biotestsjön;26;;;;9;1996;46;5;53;14.7;13.7;221;6;221;9;;;;;;;2;2;0;43;765;764;1;1;0;0;14.7;13.7;VIMM;;2;3;;;;;;;;;;;;;;;;;;1;;1;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09I;BT;Biotestsjön. Forsmark;3;Biotestsjön;38;;;;9;1996;37;2;-22;14;14.7;330;9;340;7;;;;;;;3;3;0;38;765;758;1;1;0;0;14;14.7;ABBO;;2;21;;;;;;;;2;;6;;;2;;5;;;1;;4;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09I;BT;Biotestsjön. Forsmark;3;Biotestsjön;38;;;;9;1996;37;2;-22;14;14.7;330;9;340;7;;;;;;;3;3;0;38;765;758;1;1;0;0;14;14.7;BJÖR;;2;8;;;;;;;;;;3;;;2;;1;;;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09I;BT;Biotestsjön. Forsmark;3;Biotestsjön;38;;;;9;1996;37;2;-22;14;14.7;330;9;340;7;;;;;;;3;3;0;38;765;758;1;1;0;0;14;14.7;GÄDD;;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;
BT09I;BT;Biotestsjön. Forsmark;3;Biotestsjön;38;;;;9;1996;37;2;-22;14;14.7;330;9;340;7;;;;;;;3;3;0;38;765;758;1;1;0;0;14;14.7;GERS;;2;1;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09I;BT;Biotestsjön. Forsmark;3;Biotestsjön;38;;;;9;1996;37;2;-22;14;14.7;330;9;340;7;;;;;;;3;3;0;38;765;758;1;1;0;0;14;14.7;MÖRT;;2;53;;;;;;;;2;;15;;;14;;10;;;7;;3;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09I;BT;Biotestsjön. Forsmark;3;Biotestsjön;38;;;;9;1996;47;2;59;14.9;14.6;290;1;70;8;;;;;;;2;2;0;35;757;747;1;1;0;0;14.9;14.4;ABBO;;2;11;;;;;1;;;3;;4;;;;;;;;2;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09I;BT;Biotestsjön. Forsmark;3;Biotestsjön;38;;;;9;1996;47;2;59;14.9;14.6;290;1;70;8;;;;;;;2;2;0;35;757;747;1;1;0;0;14.9;14.4;BJÖR;;2;2;;;;;;;;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09I;BT;Biotestsjön. Forsmark;3;Biotestsjön;38;;;;9;1996;47;2;59;14.9;14.6;290;1;70;8;;;;;;;2;2;0;35;757;747;1;1;0;0;14.9;14.4;GERS;;2;5;;;;;2;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09I;BT;Biotestsjön. Forsmark;3;Biotestsjön;38;;;;9;1996;47;2;59;14.9;14.6;290;1;70;8;;;;;;;2;2;0;35;757;747;1;1;0;0;14.9;14.4;MÖRT;;2;3;;;;;;;;;;;;;1;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09I;BT;Biotestsjön. Forsmark;3;Biotestsjön;39;;;;9;1996;37;2;-22;14;14.7;330;9;340;7;;;;;;;3;3;0;38;765;758;1;1;0;0;14;14.7;ABBO;;2;22;;;;;;;;1;;3;;;5;;4;;;8;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09I;BT;Biotestsjön. Forsmark;3;Biotestsjön;39;;;;9;1996;37;2;-22;14;14.7;330;9;340;7;;;;;;;3;3;0;38;765;758;1;1;0;0;14;14.7;BJÖR;;2;3;;;;;1;;;;;1;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09I;BT;Biotestsjön. Forsmark;3;Biotestsjön;39;;;;9;1996;37;2;-22;14;14.7;330;9;340;7;;;;;;;3;3;0;38;765;758;1;1;0;0;14;14.7;GUÅL;;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09I;BT;Biotestsjön. Forsmark;3;Biotestsjön;39;;;;9;1996;37;2;-22;14;14.7;330;9;340;7;;;;;;;3;3;0;38;765;758;1;1;0;0;14;14.7;MÖRT;;2;87;;;;;;;;28;;19;;;17;;11;;;7;;3;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09I;BT;Biotestsjön. Forsmark;3;Biotestsjön;39;;;;9;1996;47;2;59;14.9;14.6;290;1;70;8;;;;;;;2;2;0;35;757;747;1;1;0;0;14.9;14.5;ABBO;;2;14;;;;;;;;1;;2;;;2;;4;;;3;;1;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09I;BT;Biotestsjön. Forsmark;3;Biotestsjön;39;;;;9;1996;47;2;59;14.9;14.6;290;1;70;8;;;;;;;2;2;0;35;757;747;1;1;0;0;14.9;14.5;BJÖR;;2;4;;;;;;;;;;;;;;;2;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09I;BT;Biotestsjön. Forsmark;3;Biotestsjön;39;;;;9;1996;47;2;59;14.9;14.6;290;1;70;8;;;;;;;2;2;0;35;757;747;1;1;0;0;14.9;14.5;GÄDD;;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;
BT09I;BT;Biotestsjön. Forsmark;3;Biotestsjön;39;;;;9;1996;47;2;59;14.9;14.6;290;1;70;8;;;;;;;2;2;0;35;757;747;1;1;0;0;14.9;14.5;GERS;;2;3;;;;;;;;2;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09I;BT;Biotestsjön. Forsmark;3;Biotestsjön;39;;;;9;1996;47;2;59;14.9;14.6;290;1;70;8;;;;;;;2;2;0;35;757;747;1;1;0;0;14.9;14.5;MÖRT;;2;18;;;;;;;;7;;5;;;1;;2;;;1;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09I;BT;Biotestsjön. Forsmark;3;Biotestsjön;48;;;;9;1996;37;3;-24;14;14;320;8;308;7;;;;;;;3;3;0;38;758;756;1;1;0;0;14.6;14;ABBO;;2;13;;;;;;;;2;;3;;;5;;1;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
