Provfiske;Area;Areanamn;Sektion;Sektion_namn;Station;Stations_namn;Position_N;Position_E;Redskap;Årtal;Vecka;Dag;Vtn.stånd;YtTmp I;YtTmp Upp;VindRiktn.I;VindSt.I;Vind_upp_rikn;VindSt.Upp;Ström_I_rikn;Ström_upp_rikn;Salthalt_I_yta;Salthalt_I_botten;Salthalt_upp_yta;Salthalt_upp_botten;Drift_i;Drift_u;Drift_dim;Siktdjup;Lufttryck_i;Lufttryck_upp;Ansträngning;Sjuk_kontroll;Nr;Störning;TmpBtnI;TmpBtnU;Art;Vikt;Längdgr_std;Antal;<>;7;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;55;62;65;80;83;90
FM09M;FM;Forsmark;1;Syd Biotestsjön;32;Gnissan;60 24,55;18 11,13;09;2001;31;5;;18,00;16,70;146;5;166;2;;;;;;;2;2;0;18;757;757;1;1;25;0;17,80;17,10;MÖRT;0,11;3;1;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FM09M;FM;Forsmark;1;Syd Biotestsjön;32;Gnissan;60 24,55;18 11,13;09;2001;31;5;;18,00;16,70;146;5;166;2;;;;;;;2;2;0;18;757;757;1;1;33;0;17,80;17,10;ABBO;0,14;3;1;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FM09M;FM;Forsmark;1;Syd Biotestsjön;32;Gnissan;60 24,55;18 11,13;09;2001;31;5;;18,00;16,70;146;5;166;2;;;;;;;2;2;0;18;757;757;1;1;33;0;17,80;17,10;STRÖ;0,05;3;1;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FM09M;FM;Forsmark;1;Syd Biotestsjön;32;Gnissan;60 24,55;18 11,13;09;2001;31;5;;18,00;16,70;146;5;166;2;;;;;;;2;2;0;18;757;757;1;1;50;0;17,80;17,10;ABBO;0,81;3;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;
FM09M;FM;Forsmark;1;Syd Biotestsjön;32;Gnissan;60 24,55;18 11,13;09;2001;31;5;;18,00;16,70;146;5;166;2;;;;;;;2;2;0;18;757;757;1;1;50;0;17,80;17,10;BRAX;0,44;3;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;
FM09M;FM;Forsmark;1;Syd Biotestsjön;32;Gnissan;60 24,55;18 11,13;09;2001;31;5;;18,00;16,70;146;5;166;2;;;;;;;2;2;0;18;757;757;1;1;50;0;17,80;17,10;GÖS;0,63;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;
FM09M;FM;Forsmark;1;Syd Biotestsjön;32;Gnissan;60 24,55;18 11,13;09;2001;31;5;;18,00;16,70;146;5;166;2;;;;;;;2;2;0;18;757;757;1;1;50;0;17,80;17,10;MÖRT;0,18;3;1;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FM09M;FM;Forsmark;1;Syd Biotestsjön;32;Gnissan;60 24,55;18 11,13;09;2001;32;2;;17,00;16,30;66;2;194;5;;;;;;;2;2;0;18;757;757;1;1;17;0;16,90;16,30;ABBO;0,03;3;1;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FM09M;FM;Forsmark;1;Syd Biotestsjön;32;Gnissan;60 24,55;18 11,13;09;2001;32;2;;17,00;16,30;66;2;194;5;;;;;;;2;2;0;18;757;757;1;1;17;0;16,90;16,30;BJÖR;0,09;3;4;;;;;1;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FM09M;FM;Forsmark;1;Syd Biotestsjön;32;Gnissan;60 24,55;18 11,13;09;2001;32;2;;17,00;16,30;66;2;194;5;;;;;;;2;2;0;18;757;757;1;1;17;0;16,90;16,30;GÖS;0,29;3;3;;;;;;;;;;;;;1;1;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FM09M;FM;Forsmark;1;Syd Biotestsjön;32;Gnissan;60 24,55;18 11,13;09;2001;32;2;;17,00;16,30;66;2;194;5;;;;;;;2;2;0;18;757;757;1;1;17;0;16,90;16,30;MÖRT;0,27;3;10;;;;;;;6;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FM09M;FM;Forsmark;1;Syd Biotestsjön;32;Gnissan;60 24,55;18 11,13;09;2001;32;2;;17,00;16,30;66;2;194;5;;;;;;;2;2;0;18;757;757;1;1;17;0;16,90;16,30;STRÖ;0,75;3;18;;;;;;;;;;;6;9;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FM09M;FM;Forsmark;1;Syd Biotestsjön;32;Gnissan;60 24,55;18 11,13;09;2001;32;2;;17,00;16,30;66;2;194;5;;;;;;;2;2;0;18;757;757;1;1;22;0;16,90;16,30;ABBO;0,26;3;4;;;;;;;;;;;2;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FM09M;FM;Forsmark;1;Syd Biotestsjön;32;Gnissan;60 24,55;18 11,13;09;2001;32;2;;17,00;16,30;66;2;194;5;;;;;;;2;2;0;18;757;757;1;1;22;0;16,90;16,30;MÖRT;0,10;3;1;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FM09M;FM;Forsmark;1;Syd Biotestsjön;32;Gnissan;60 24,55;18 11,13;09;2001;32;2;;17,00;16,30;66;2;194;5;;;;;;;2;2;0;18;757;757;1;1;22;0;16,90;16,30;STRÖ;0,09;3;2;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FM09M;FM;Forsmark;1;Syd Biotestsjön;32;Gnissan;60 24,55;18 11,13;09;2001;32;2;;17,00;16,30;66;2;194;5;;;;;;;2;2;0;18;757;757;1;1;25;0;16,90;16,30;ABBO;0,32;3;4;;;;;;;;;;;;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FM09M;FM;Forsmark;1;Syd Biotestsjön;32;Gnissan;60 24,55;18 11,13;09;2001;32;2;;17,00;16,30;66;2;194;5;;;;;;;2;2;0;18;757;757;1;1;25;0;16,90;16,30;GÖS;0,34;3;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;
FM09M;FM;Forsmark;1;Syd Biotestsjön;32;Gnissan;60 24,55;18 11,13;09;2001;32;2;;17,00;16,30;66;2;194;5;;;;;;;2;2;0;18;757;757;1;1;33;0;16,90;16,30;ABBO;0,17;3;1;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FM09M;FM;Forsmark;1;Syd Biotestsjön;32;Gnissan;60 24,55;18 11,13;09;2001;32;2;;17,00;16,30;66;2;194;5;;;;;;;2;2;0;18;757;757;1;1;50;0;16,90;16,30;STRÖ;0,04;3;1;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FM09M;FM;Forsmark;1;Syd Biotestsjön;32;Gnissan;60 24,55;18 11,13;09;2001;32;3;;16,40;16,10;105;1;224;2;;;;;;;2;2;0;20;757;757;1;1;17;0;16,40;16,20;ABBO;0,03;3;1;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FM09M;FM;Forsmark;1;Syd Biotestsjön;32;Gnissan;60 24,55;18 11,13;09;2001;32;3;;16,40;16,10;105;1;224;2;;;;;;;2;2;0;20;757;757;1;1;17;0;16,40;16,20;BJÖR;0,11;3;6;;;;1;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FM09M;FM;Forsmark;1;Syd Biotestsjön;32;Gnissan;60 24,55;18 11,13;09;2001;32;3;;16,40;16,10;105;1;224;2;;;;;;;2;2;0;20;757;757;1;1;17;0;16,40;16,20;GERS;0,05;3;2;;;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FM09M;FM;Forsmark;1;Syd Biotestsjön;32;Gnissan;60 24,55;18 11,13;09;2001;32;3;;16,40;16,10;105;1;224;2;;;;;;;2;2;0;20;757;757;1;1;17;0;16,40;16,20;GÖS;0,04;3;1;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FM09M;FM;Forsmark;1;Syd Biotestsjön;32;Gnissan;60 24,55;18 11,13;09;2001;32;3;;16,40;16,10;105;1;224;2;;;;;;;2;2;0;20;757;757;1;1;17;0;16,40;16,20;MÖRT;0,72;3;28;;;;;;11;13;2;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FM09M;FM;Forsmark;1;Syd Biotestsjön;32;Gnissan;60 24,55;18 11,13;09;2001;32;3;;16,40;16,10;105;1;224;2;;;;;;;2;2;0;20;757;757;1;1;17;0;16,40;16,20;STRÖ;0,52;3;14;;;;;;;;;;4;9;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FM09M;FM;Forsmark;1;Syd Biotestsjön;32;Gnissan;60 24,55;18 11,13;09;2001;32;3;;16,40;16,10;105;1;224;2;;;;;;;2;2;0;20;757;757;1;1;22;0;16,40;16,20;ABBO;0,61;3;3;;;;;;;;;;;2;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;
FM09M;FM;Forsmark;1;Syd Biotestsjön;32;Gnissan;60 24,55;18 11,13;09;2001;32;3;;16,40;16,10;105;1;224;2;;;;;;;2;2;0;20;757;757;1;1;22;0;16,40;16,20;MÖRT;0,06;3;1;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FM09M;FM;Forsmark;1;Syd Biotestsjön;32;Gnissan;60 24,55;18 11,13;09;2001;32;3;;16,40;16,10;105;1;224;2;;;;;;;2;2;0;20;757;757;1;1;25;0;16,40;16,20;ABBO;0,13;3;2;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FM09M;FM;Forsmark;1;Syd Biotestsjön;32;Gnissan;60 24,55;18 11,13;09;2001;32;3;;16,40;16,10;105;1;224;2;;;;;;;2;2;0;20;757;757;1;1;25;0;16,40;16,20;BJÖR;0,05;3;1;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FM09M;FM;Forsmark;1;Syd Biotestsjön;32;Gnissan;60 24,55;18 11,13;09;2001;32;3;;16,40;16,10;105;1;224;2;;;;;;;2;2;0;20;757;757;1;1;33;0;16,40;16,20;ABBO;0,50;3;3;;;;;;;;;;;;;;;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FM09M;FM;Forsmark;1;Syd Biotestsjön;32;Gnissan;60 24,55;18 11,13;09;2001;32;3;;16,40;16,10;105;1;224;2;;;;;;;2;2;0;20;757;757;1;1;33;0;16,40;16,20;STRÖ;0,05;3;1;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FM09M;FM;Forsmark;1;Syd Biotestsjön;32;Gnissan;60 24,55;18 11,13;09;2001;32;3;;16,40;16,10;105;1;224;2;;;;;;;2;2;0;20;757;757;1;1;50;0;16,40;16,20;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FM09M;FM;Forsmark;1;Syd Biotestsjön;32;Gnissan;60 24,55;18 11,13;09;2001;32;4;;16,80;15,80;150;7;224;6;;;;;;;2;2;0;17;755;755;1;1;17;0;16,20;15,80;ABBO;0,05;3;2;;;;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FM09M;FM;Forsmark;1;Syd Biotestsjön;32;Gnissan;60 24,55;18 11,13;09;2001;32;4;;16,80;15,80;150;7;224;6;;;;;;;2;2;0;17;755;755;1;1;17;0;16,20;15,80;BJÖR;0,02;3;1;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FM09M;FM;Forsmark;1;Syd Biotestsjön;32;Gnissan;60 24,55;18 11,13;09;2001;32;4;;16,80;15,80;150;7;224;6;;;;;;;2;2;0;17;755;755;1;1;17;0;16,20;15,80;GÖS;0,15;3;2;;;;;;;;;;;;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FM09M;FM;Forsmark;1;Syd Biotestsjön;32;Gnissan;60 24,55;18 11,13;09;2001;32;4;;16,80;15,80;150;7;224;6;;;;;;;2;2;0;17;755;755;1;1;17;0;16,20;15,80;MÖRT;0,16;3;5;;;;;;1;2;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FM09M;FM;Forsmark;1;Syd Biotestsjön;32;Gnissan;60 24,55;18 11,13;09;2001;32;4;;16,80;15,80;150;7;224;6;;;;;;;2;2;0;17;755;755;1;1;17;0;16,20;15,80;STRÖ;0,84;3;22;;;;;;;;;;5;6;5;5;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FM09M;FM;Forsmark;1;Syd Biotestsjön;32;Gnissan;60 24,55;18 11,13;09;2001;32;4;;16,80;15,80;150;7;224;6;;;;;;;2;2;0;17;755;755;1;1;22;0;16,20;15,80;ABBO;0,10;3;2;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FM09M;FM;Forsmark;1;Syd Biotestsjön;32;Gnissan;60 24,55;18 11,13;09;2001;32;4;;16,80;15,80;150;7;224;6;;;;;;;2;2;0;17;755;755;1;1;22;0;16,20;15,80;MÖRT;0,08;3;1;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FM09M;FM;Forsmark;1;Syd Biotestsjön;32;Gnissan;60 24,55;18 11,13;09;2001;32;4;;16,80;15,80;150;7;224;6;;;;;;;2;2;0;17;755;755;1;1;22;0;16,20;15,80;STRÖ;0,08;3;2;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FM09M;FM;Forsmark;1;Syd Biotestsjön;32;Gnissan;60 24,55;18 11,13;09;2001;32;4;;16,80;15,80;150;7;224;6;;;;;;;2;2;0;17;755;755;1;1;25;0;16,20;15,80;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FM09M;FM;Forsmark;1;Syd Biotestsjön;32;Gnissan;60 24,55;18 11,13;09;2001;32;4;;16,80;15,80;150;7;224;6;;;;;;;2;2;0;17;755;755;1;1;33;0;16,20;15,80;ABBO;0,17;3;1;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FM09M;FM;Forsmark;1;Syd Biotestsjön;32;Gnissan;60 24,55;18 11,13;09;2001;32;4;;16,80;15,80;150;7;224;6;;;;;;;2;2;0;17;755;755;1;1;33;0;16,20;15,80;STRÖ;0,05;3;1;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FM09M;FM;Forsmark;1;Syd Biotestsjön;32;Gnissan;60 24,55;18 11,13;09;2001;32;4;;16,80;15,80;150;7;224;6;;;;;;;2;2;0;17;755;755;1;1;50;0;16,20;15,80;ABBO;0,47;3;1;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;
FM09M;FM;Forsmark;1;Syd Biotestsjön;32;Gnissan;60 24,55;18 11,13;09;2001;32;5;;16,40;15,70;201;6;219;8;;;;;;;2;2;0;18;758;758;1;1;17;0;15,60;15,60;ABBO;0,02;3;1;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FM09M;FM;Forsmark;1;Syd Biotestsjön;32;Gnissan;60 24,55;18 11,13;09;2001;32;5;;16,40;15,70;201;6;219;8;;;;;;;2;2;0;18;758;758;1;1;17;0;15,60;15,60;BJÖR;0,09;3;3;;;;;1;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FM09M;FM;Forsmark;1;Syd Biotestsjön;32;Gnissan;60 24,55;18 11,13;09;2001;32;5;;16,40;15,70;201;6;219;8;;;;;;;2;2;0;18;758;758;1;1;17;0;15,60;15,60;GÖS;0,15;3;2;;;;;;;;;;;;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FM09M;FM;Forsmark;1;Syd Biotestsjön;32;Gnissan;60 24,55;18 11,13;09;2001;32;5;;16,40;15,70;201;6;219;8;;;;;;;2;2;0;18;758;758;1;1;17;0;15,60;15,60;MÖRT;0,08;3;3;;;;;;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FM09M;FM;Forsmark;1;Syd Biotestsjön;32;Gnissan;60 24,55;18 11,13;09;2001;32;5;;16,40;15,70;201;6;219;8;;;;;;;2;2;0;18;758;758;1;1;17;0;15,60;15,60;STRÖ;0,11;3;3;;;;;;;;;;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FM09M;FM;Forsmark;1;Syd Biotestsjön;32;Gnissan;60 24,55;18 11,13;09;2001;32;5;;16,40;15,70;201;6;219;8;;;;;;;2;2;0;18;758;758;1;1;22;0;15,60;15,60;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FM09M;FM;Forsmark;1;Syd Biotestsjön;32;Gnissan;60 24,55;18 11,13;09;2001;32;5;;16,40;15,70;201;6;219;8;;;;;;;2;2;0;18;758;758;1;1;25;0;15,60;15,60;ABBO;0,10;3;1;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FM09M;FM;Forsmark;1;Syd Biotestsjön;32;Gnissan;60 24,55;18 11,13;09;2001;32;5;;16,40;15,70;201;6;219;8;;;;;;;2;2;0;18;758;758;1;1;33;0;15,60;15,60;MÖRT;0,18;3;1;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FM09M;FM;Forsmark;1;Syd Biotestsjön;32;Gnissan;60 24,55;18 11,13;09;2001;32;5;;16,40;15,70;201;6;219;8;;;;;;;2;2;0;18;758;758;1;1;33;0;15,60;15,60;STRÖ;0,07;3;2;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FM09M;FM;Forsmark;1;Syd Biotestsjön;32;Gnissan;60 24,55;18 11,13;09;2001;32;5;;16,40;15,70;201;6;219;8;;;;;;;2;2;0;18;758;758;1;1;50;0;15,60;15,60;BRAX;0,34;3;1;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;
FM09M;FM;Forsmark;1;Syd Biotestsjön;32;Gnissan;60 24,55;18 11,13;09;2002;32;2;;22,10;21,00;360;8;360;5;;;;;;;2;2;0;17;;764;1;1;17;0;21,50;20,30;ABBO;0,23;3;8;;;;;;2;4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FM09M;FM;Forsmark;1;Syd Biotestsjön;32;Gnissan;60 24,55;18 11,13;09;2002;32;2;;22,10;21,00;360;8;360;5;;;;;;;2;2;0;17;;764;1;1;17;0;21,50;20,30;BJÖR;0,08;3;3;;;;;1;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FM09M;FM;Forsmark;1;Syd Biotestsjön;32;Gnissan;60 24,55;18 11,13;09;2002;32;2;;22,10;21,00;360;8;360;5;;;;;;;2;2;0;17;;764;1;1;17;0;21,50;20,30;MÖRT;0,23;3;8;;;;;;1;3;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FM09M;FM;Forsmark;1;Syd Biotestsjön;32;Gnissan;60 24,55;18 11,13;09;2002;32;2;;22,10;21,00;360;8;360;5;;;;;;;2;2;0;17;;764;1;1;22;0;21,50;20,30;ABBO;0,62;3;10;;;;;;;1;;;3;1;3;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FM09M;FM;Forsmark;1;Syd Biotestsjön;32;Gnissan;60 24,55;18 11,13;09;2002;32;2;;22,10;21,00;360;8;360;5;;;;;;;2;2;0;17;;764;1;1;22;0;21,50;20,30;BJÖR;0,20;3;5;;;;;;;;1;3;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FM09M;FM;Forsmark;1;Syd Biotestsjön;32;Gnissan;60 24,55;18 11,13;09;2002;32;2;;22,10;21,00;360;8;360;5;;;;;;;2;2;0;17;;764;1;1;22;0;21,50;20,30;GÖS;0,11;3;1;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FM09M;FM;Forsmark;1;Syd Biotestsjön;32;Gnissan;60 24,55;18 11,13;09;2002;32;2;;22,10;21,00;360;8;360;5;;;;;;;2;2;0;17;;764;1;1;22;0;21,50;20,30;MÖRT;0,18;3;3;;;;;;;;;;2;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FM09M;FM;Forsmark;1;Syd Biotestsjön;32;Gnissan;60 24,55;18 11,13;09;2002;32;2;;22,10;21,00;360;8;360;5;;;;;;;2;2;0;17;;764;1;1;25;0;21,50;20,30;ABBO;0,50;3;5;;;;;;;;;;;;2;1;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FM09M;FM;Forsmark;1;Syd Biotestsjön;32;Gnissan;60 24,55;18 11,13;09;2002;32;2;;22,10;21,00;360;8;360;5;;;;;;;2;2;0;17;;764;1;1;25;0;21,50;20,30;MÖRT;0,09;3;1;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FM09M;FM;Forsmark;1;Syd Biotestsjön;32;Gnissan;60 24,55;18 11,13;09;2002;32;2;;22,10;21,00;360;8;360;5;;;;;;;2;2;0;17;;764;1;1;33;0;21,50;20,30;ABBO;0,58;3;2;;;;;;;;;;;;;;;;;;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FM09M;FM;Forsmark;1;Syd Biotestsjön;32;Gnissan;60 24,55;18 11,13;09;2002;32;2;;22,10;21,00;360;8;360;5;;;;;;;2;2;0;17;;764;1;1;33;0;21,50;20,30;GÖS;0,16;3;1;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FM09M;FM;Forsmark;1;Syd Biotestsjön;32;Gnissan;60 24,55;18 11,13;09;2002;32;2;;22,10;21,00;360;8;360;5;;;;;;;2;2;0;17;;764;1;1;50;0;21,50;20,30;ABBO;0,61;3;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;
FM09M;FM;Forsmark;1;Syd Biotestsjön;32;Gnissan;60 24,55;18 11,13;09;2002;32;3;;22,00;21,60;23;3;210;2;;;;;;;2;2;0;22;764;766;1;1;17;0;21,20;20,80;ABBO;0,15;3;6;;;;;;4;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FM09M;FM;Forsmark;1;Syd Biotestsjön;32;Gnissan;60 24,55;18 11,13;09;2002;32;3;;22,00;21,60;23;3;210;2;;;;;;;2;2;0;22;764;766;1;1;17;0;21,20;20,80;BJÖR;0,02;3;1;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FM09M;FM;Forsmark;1;Syd Biotestsjön;32;Gnissan;60 24,55;18 11,13;09;2002;32;3;;22,00;21,60;23;3;210;2;;;;;;;2;2;0;22;764;766;1;1;17;0;21,20;20,80;GERS;0,02;3;1;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FM09M;FM;Forsmark;1;Syd Biotestsjön;32;Gnissan;60 24,55;18 11,13;09;2002;32;3;;22,00;21,60;23;3;210;2;;;;;;;2;2;0;22;764;766;1;1;17;0;21,20;20,80;MÖRT;0,52;3;19;;;;;;4;8;5;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FM09M;FM;Forsmark;1;Syd Biotestsjön;32;Gnissan;60 24,55;18 11,13;09;2002;32;3;;22,00;21,60;23;3;210;2;;;;;;;2;2;0;22;764;766;1;1;22;0;21,20;20,80;ABBO;0,51;3;9;;;;;;;;;1;2;4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FM09M;FM;Forsmark;1;Syd Biotestsjön;32;Gnissan;60 24,55;18 11,13;09;2002;32;3;;22,00;21,60;23;3;210;2;;;;;;;2;2;0;22;764;766;1;1;22;0;21,20;20,80;BJÖR;0,20;3;4;;;;;;;;1;1;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FM09M;FM;Forsmark;1;Syd Biotestsjön;32;Gnissan;60 24,55;18 11,13;09;2002;32;3;;22,00;21,60;23;3;210;2;;;;;;;2;2;0;22;764;766;1;1;22;0;21,20;20,80;GÖS;0,13;3;1;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FM09M;FM;Forsmark;1;Syd Biotestsjön;32;Gnissan;60 24,55;18 11,13;09;2002;32;3;;22,00;21,60;23;3;210;2;;;;;;;2;2;0;22;764;766;1;1;22;0;21,20;20,80;MÖRT;0,36;3;6;;;;;;;;;;3;;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FM09M;FM;Forsmark;1;Syd Biotestsjön;32;Gnissan;60 24,55;18 11,13;09;2002;32;3;;22,00;21,60;23;3;210;2;;;;;;;2;2;0;22;764;766;1;1;25;0;21,20;20,80;ABBO;0,18;3;2;;;;;;;;;;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FM09M;FM;Forsmark;1;Syd Biotestsjön;32;Gnissan;60 24,55;18 11,13;09;2002;32;3;;22,00;21,60;23;3;210;2;;;;;;;2;2;0;22;764;766;1;1;25;0;21,20;20,80;BJÖR;0,15;3;2;;;;;;;;;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FM09M;FM;Forsmark;1;Syd Biotestsjön;32;Gnissan;60 24,55;18 11,13;09;2002;32;3;;22,00;21,60;23;3;210;2;;;;;;;2;2;0;22;764;766;1;1;25;0;21,20;20,80;MÖRT;0,09;3;1;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FM09M;FM;Forsmark;1;Syd Biotestsjön;32;Gnissan;60 24,55;18 11,13;09;2002;32;3;;22,00;21,60;23;3;210;2;;;;;;;2;2;0;22;764;766;1;1;33;0;21,20;20,80;ABBO;0,37;3;2;;;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
