Provfiske;Area;Areanamn;Sektion;Sektion_namn;Station;Stations_namn;Position_N;Position_E;Redskap;Årtal;Vecka;Dag;Vtn.stånd;YtTmp I;YtTmp Upp;VindRiktn.I;VindSt.I;Vind_upp_rikn;VindSt.Upp;Ström_I_rikn;Ström_upp_rikn;Salthalt_I_yta;Salthalt_I_botten;Salthalt_upp_yta;Salthalt_upp_botten;Drift_i;Drift_u;Drift_dim;Siktdjup;Lufttryck_i;Lufttryck_upp;Ansträngning;Sjuk_kontroll;Nr;Störning;TmpBtnI;TmpBtnU;Art;Vikt;Längdgr_std;Antal;<>;1;2;3;4;5;6;7;8;9;10;11;12;13;14
FM09S;FM;Forsmark;1;Syd Biotestsjön;32;Gnissan;60 24,55;18 11,13;09;1986;33;5;-13;;;350;13;360;6;0;0;;;;;2;2;0;29;764;765;1;1;1;0;14,60;14,20;MÖRT;;1;16;;;16;;;;;;;;;;;;
FM09S;FM;Forsmark;1;Syd Biotestsjön;32;Gnissan;60 24,55;18 11,13;09;1986;33;5;-13;;;350;13;360;6;0;0;;;;;2;2;0;29;764;765;1;1;1;0;14,60;14,20;STRÖ;;1;1;;;;1;;;;;;;;;;;
FM09S;FM;Forsmark;1;Syd Biotestsjön;32;Gnissan;60 24,55;18 11,13;09;1986;33;5;-13;;;350;13;360;6;0;0;;;;;2;2;0;29;764;765;1;1;2;0;14,60;14,20;ABBO;;1;3;;;1;2;;;;;;;;;;;
FM09S;FM;Forsmark;1;Syd Biotestsjön;32;Gnissan;60 24,55;18 11,13;09;1986;33;5;-13;;;350;13;360;6;0;0;;;;;2;2;0;29;764;765;1;1;2;0;14,60;14,20;BJÖR;;1;1;;;1;;;;;;;;;;;;
FM09S;FM;Forsmark;1;Syd Biotestsjön;32;Gnissan;60 24,55;18 11,13;09;1986;33;5;-13;;;350;13;360;6;0;0;;;;;2;2;0;29;764;765;1;1;2;0;14,60;14,20;BRAX;;1;1;;;;;;;;1;;;;;;;
FM09S;FM;Forsmark;1;Syd Biotestsjön;32;Gnissan;60 24,55;18 11,13;09;1986;33;5;-13;;;350;13;360;6;0;0;;;;;2;2;0;29;764;765;1;1;2;0;14,60;14,20;MÖRT;;1;15;;;11;4;;;;;;;;;;;
FM09S;FM;Forsmark;1;Syd Biotestsjön;32;Gnissan;60 24,55;18 11,13;09;1986;33;5;-13;;;350;13;360;6;0;0;;;;;2;2;0;29;764;765;1;1;2;0;14,60;14,20;STRÖ;;1;1;;;;1;;;;;;;;;;;
FM09S;FM;Forsmark;1;Syd Biotestsjön;32;Gnissan;60 24,55;18 11,13;09;1986;34;2;2;;;360;7;340;12;0;0;;;;;2;2;0;30;751;757;1;1;1;0;15,10;14,50;STRÖ;;1;3;;;;3;;;;;;;;;;;
FM09S;FM;Forsmark;1;Syd Biotestsjön;32;Gnissan;60 24,55;18 11,13;09;1986;34;2;2;;;360;7;340;12;0;0;;;;;2;2;0;30;751;757;1;1;2;0;15,10;14,40;ABBO;;1;4;;;2;2;;;;;;;;;;;
FM09S;FM;Forsmark;1;Syd Biotestsjön;32;Gnissan;60 24,55;18 11,13;09;1986;34;2;2;;;360;7;340;12;0;0;;;;;2;2;0;30;751;757;1;1;2;0;15,10;14,40;GERS;;1;1;;;;1;;;;;;;;;;;
FM09S;FM;Forsmark;1;Syd Biotestsjön;32;Gnissan;60 24,55;18 11,13;09;1986;34;2;2;;;360;7;340;12;0;0;;;;;2;2;0;30;751;757;1;1;2;0;15,10;14,40;MÖRT;;1;2;;;1;1;;;;;;;;;;;
FM09S;FM;Forsmark;1;Syd Biotestsjön;32;Gnissan;60 24,55;18 11,13;09;1986;34;2;2;;;360;7;340;12;0;0;;;;;2;2;0;30;751;757;1;1;2;0;15,10;14,40;STRÖ;;1;2;;;;2;;;;;;;;;;;
FM09S;FM;Forsmark;1;Syd Biotestsjön;32;Gnissan;60 24,55;18 11,13;09;1986;34;5;12;;;45;5;240;3;0;0;;;;;2;2;0;999;754;752;1;1;1;0;14,80;14,80;BJÖR;;1;1;;;1;;;;;;;;;;;;
FM09S;FM;Forsmark;1;Syd Biotestsjön;32;Gnissan;60 24,55;18 11,13;09;1986;34;5;12;;;45;5;240;3;0;0;;;;;2;2;0;999;754;752;1;1;1;0;14,80;14,80;STRÖ;;1;7;;;;7;;;;;;;;;;;
FM09S;FM;Forsmark;1;Syd Biotestsjön;32;Gnissan;60 24,55;18 11,13;09;1986;34;5;12;;;45;5;240;3;0;0;;;;;2;2;0;999;754;752;1;1;2;0;14,80;14,70;ABBO;;1;14;;;10;3;1;;;;;;;;;;
FM09S;FM;Forsmark;1;Syd Biotestsjön;32;Gnissan;60 24,55;18 11,13;09;1986;34;5;12;;;45;5;240;3;0;0;;;;;2;2;0;999;754;752;1;1;2;0;14,80;14,70;GERS;;1;2;;;2;;;;;;;;;;;;
FM09S;FM;Forsmark;1;Syd Biotestsjön;32;Gnissan;60 24,55;18 11,13;09;1986;34;5;12;;;45;5;240;3;0;0;;;;;2;2;0;999;754;752;1;1;2;0;14,80;14,70;STRÖ;;1;2;;;;2;;;;;;;;;;;
FM09S;FM;Forsmark;1;Syd Biotestsjön;33;Igelgrund;60 24,44;18 10,55;09;1983;30;2;;;;360;6;330;5;;;;;;;2;2;0;999;765;765;1;1;1;0;17,60;17,80;ABBO;;1;2;;;1;;;;1;;;;;;;;
FM09S;FM;Forsmark;1;Syd Biotestsjön;33;Igelgrund;60 24,44;18 10,55;09;1983;30;2;;;;360;6;330;5;;;;;;;2;2;0;999;765;765;1;1;1;0;17,60;17,80;BJÖR;;1;3;;;3;;;;;;;;;;;;
FM09S;FM;Forsmark;1;Syd Biotestsjön;33;Igelgrund;60 24,44;18 10,55;09;1983;30;2;;;;360;6;330;5;;;;;;;2;2;0;999;765;765;1;1;1;0;17,60;17,80;MÖRT;;1;2;;;2;;;;;;;;;;;;
FM09S;FM;Forsmark;1;Syd Biotestsjön;33;Igelgrund;60 24,44;18 10,55;09;1983;30;2;;;;360;6;330;5;;;;;;;2;2;0;999;765;765;1;1;2;0;17,50;17,60;ABBO;;1;20;;;3;14;2;1;;;;;;;;;
FM09S;FM;Forsmark;1;Syd Biotestsjön;33;Igelgrund;60 24,44;18 10,55;09;1983;30;2;;;;360;6;330;5;;;;;;;2;2;0;999;765;765;1;1;2;0;17,50;17,60;GÖS;;1;2;;;;;1;;;1;;;;;;;
FM09S;FM;Forsmark;1;Syd Biotestsjön;33;Igelgrund;60 24,44;18 10,55;09;1983;30;2;;;;360;6;330;5;;;;;;;2;2;0;999;765;765;1;1;2;0;17,50;17,60;MÖRT;;1;2;;;;2;;;;;;;;;;;
FM09S;FM;Forsmark;1;Syd Biotestsjön;33;Igelgrund;60 24,44;18 10,55;09;1983;30;2;;;;360;6;330;5;;;;;;;2;2;0;999;765;765;1;1;2;0;17,50;17,60;VIMM;;1;1;;;;1;;;;;;;;;;;
FM09S;FM;Forsmark;1;Syd Biotestsjön;33;Igelgrund;60 24,44;18 10,55;09;1983;30;5;-3;;;330;12;220;3;0;0;;;;;2;2;0;999;758;758;1;1;1;0;18,00;18,00;BJÖR;;1;3;;;3;;;;;;;;;;;;
FM09S;FM;Forsmark;1;Syd Biotestsjön;33;Igelgrund;60 24,44;18 10,55;09;1983;30;5;-3;;;330;12;220;3;0;0;;;;;2;2;0;999;758;758;1;1;1;0;18,00;18,00;GÖS;;1;1;;;;;1;;;;;;;;;;
FM09S;FM;Forsmark;1;Syd Biotestsjön;33;Igelgrund;60 24,44;18 10,55;09;1983;30;5;-3;;;330;12;220;3;0;0;;;;;2;2;0;999;758;758;1;1;1;0;18,00;18,00;MÖRT;;1;21;;;21;;;;;;;;;;;;
FM09S;FM;Forsmark;1;Syd Biotestsjön;33;Igelgrund;60 24,44;18 10,55;09;1983;30;5;-3;;;330;12;220;3;0;0;;;;;2;2;0;999;758;758;1;1;2;0;17,30;17,80;ABBO;;1;11;;;2;7;1;1;;;;;;;;;
FM09S;FM;Forsmark;1;Syd Biotestsjön;33;Igelgrund;60 24,44;18 10,55;09;1983;30;5;-3;;;330;12;220;3;0;0;;;;;2;2;0;999;758;758;1;1;2;0;17,30;17,80;BJÖR;;1;1;;;1;;;;;;;;;;;;
FM09S;FM;Forsmark;1;Syd Biotestsjön;33;Igelgrund;60 24,44;18 10,55;09;1983;30;5;-3;;;330;12;220;3;0;0;;;;;2;2;0;999;758;758;1;1;2;0;17,30;17,80;BRAX;;1;1;;;;;;;;1;;;;;;;
FM09S;FM;Forsmark;1;Syd Biotestsjön;33;Igelgrund;60 24,44;18 10,55;09;1983;30;5;-3;;;330;12;220;3;0;0;;;;;2;2;0;999;758;758;1;1;2;0;17,30;17,80;GERS;;1;1;;;1;;;;;;;;;;;;
FM09S;FM;Forsmark;1;Syd Biotestsjön;33;Igelgrund;60 24,44;18 10,55;09;1983;30;5;-3;;;330;12;220;3;0;0;;;;;2;2;0;999;758;758;1;1;2;0;17,30;17,80;MÖRT;;1;10;;;10;;;;;;;;;;;;
FM09S;FM;Forsmark;1;Syd Biotestsjön;33;Igelgrund;60 24,44;18 10,55;09;1983;31;3;;;;200;5;0;0;;;;;;;2;2;0;42;754;765;1;1;1;0;17,70;17,10;ABBO;;1;1;;;1;;;;;;;;;;;;
FM09S;FM;Forsmark;1;Syd Biotestsjön;33;Igelgrund;60 24,44;18 10,55;09;1983;31;3;;;;200;5;0;0;;;;;;;2;2;0;42;754;765;1;1;1;0;17,70;17,10;BJÖR;;1;2;;;1;1;;;;;;;;;;;
FM09S;FM;Forsmark;1;Syd Biotestsjön;33;Igelgrund;60 24,44;18 10,55;09;1983;31;3;;;;200;5;0;0;;;;;;;2;2;0;42;754;765;1;1;1;0;17,70;17,10;GÖS;;1;3;;;;;2;1;;;;;;;;;
FM09S;FM;Forsmark;1;Syd Biotestsjön;33;Igelgrund;60 24,44;18 10,55;09;1983;31;3;;;;200;5;0;0;;;;;;;2;2;0;42;754;765;1;1;1;0;17,70;17,10;MÖRT;;1;26;;;23;3;;;;;;;;;;;
FM09S;FM;Forsmark;1;Syd Biotestsjön;33;Igelgrund;60 24,44;18 10,55;09;1983;31;3;;;;200;5;0;0;;;;;;;2;2;0;42;754;765;1;1;1;0;17,70;17,10;STRÖ;;1;1;;;;1;;;;;;;;;;;
FM09S;FM;Forsmark;1;Syd Biotestsjön;33;Igelgrund;60 24,44;18 10,55;09;1983;31;3;;;;200;5;0;0;;;;;;;2;2;0;42;754;765;1;1;2;0;17,30;16,60;ABBO;;1;12;;;2;8;2;;;;;;;;;;
FM09S;FM;Forsmark;1;Syd Biotestsjön;33;Igelgrund;60 24,44;18 10,55;09;1983;31;3;;;;200;5;0;0;;;;;;;2;2;0;42;754;765;1;1;2;0;17,30;16,60;BJÖR;;1;5;;;5;;;;;;;;;;;;
FM09S;FM;Forsmark;1;Syd Biotestsjön;33;Igelgrund;60 24,44;18 10,55;09;1983;31;3;;;;200;5;0;0;;;;;;;2;2;0;42;754;765;1;1;2;0;17,30;16,60;GÄDD;;1;1;;;;;;;;;;;1;;;;
FM09S;FM;Forsmark;1;Syd Biotestsjön;33;Igelgrund;60 24,44;18 10,55;09;1983;31;3;;;;200;5;0;0;;;;;;;2;2;0;42;754;765;1;1;2;0;17,30;16,60;MÖRT;;1;6;;;4;1;1;;;;;;;;;;
FM09S;FM;Forsmark;1;Syd Biotestsjön;33;Igelgrund;60 24,44;18 10,55;09;1983;31;3;;;;200;5;0;0;;;;;;;2;2;0;42;754;765;1;1;2;0;17,30;16,60;STRÖ;;1;1;;;;1;;;;;;;;;;;
FM09S;FM;Forsmark;1;Syd Biotestsjön;33;Igelgrund;60 24,44;18 10,55;09;1983;31;5;;;;45;4;20;7;0;0;;;;;2;2;0;999;762;763;1;1;1;0;17,80;17,20;ABBO;;1;4;;;3;1;;;;;;;;;;;
FM09S;FM;Forsmark;1;Syd Biotestsjön;33;Igelgrund;60 24,44;18 10,55;09;1983;31;5;;;;45;4;20;7;0;0;;;;;2;2;0;999;762;763;1;1;1;0;17,80;17,20;MÖRT;;1;3;;;3;;;;;;;;;;;;
FM09S;FM;Forsmark;1;Syd Biotestsjön;33;Igelgrund;60 24,44;18 10,55;09;1983;31;5;;;;45;4;20;7;0;0;;;;;2;2;0;999;762;763;1;1;2;0;17,30;17,10;ABBO;;1;15;;;5;7;1;2;;;;;;;;;
FM09S;FM;Forsmark;1;Syd Biotestsjön;33;Igelgrund;60 24,44;18 10,55;09;1983;31;5;;;;45;4;20;7;0;0;;;;;2;2;0;999;762;763;1;1;2;0;17,30;17,10;BJÖR;;1;1;;;1;;;;;;;;;;;;
FM09S;FM;Forsmark;1;Syd Biotestsjön;33;Igelgrund;60 24,44;18 10,55;09;1983;31;5;;;;45;4;20;7;0;0;;;;;2;2;0;999;762;763;1;1;2;0;17,30;17,10;MÖRT;;1;3;;;3;;;;;;;;;;;;
FM09S;FM;Forsmark;1;Syd Biotestsjön;33;Igelgrund;60 24,44;18 10,55;09;1983;31;5;;;;45;4;20;7;0;0;;;;;2;2;0;999;762;763;1;1;2;0;17,30;17,10;STRÖ;;1;1;;;;;1;;;;;;;;;;
FM09S;FM;Forsmark;1;Syd Biotestsjön;33;Igelgrund;60 24,44;18 10,55;09;1983;32;2;;;;360;3;230;3;;;;;;;2;2;0;41;770;770;1;1;1;0;18,80;18,20;ABBO;;1;10;;;9;1;;;;;;;;;;;
FM09S;FM;Forsmark;1;Syd Biotestsjön;33;Igelgrund;60 24,44;18 10,55;09;1983;32;2;;;;360;3;230;3;;;;;;;2;2;0;41;770;770;1;1;1;0;18,80;18,20;GÖS;;1;1;;;;;1;;;;;;;;;;
FM09S;FM;Forsmark;1;Syd Biotestsjön;33;Igelgrund;60 24,44;18 10,55;09;1983;32;2;;;;360;3;230;3;;;;;;;2;2;0;41;770;770;1;1;1;0;18,80;18,20;MÖRT;;1;5;;;3;2;;;;;;;;;;;
FM09S;FM;Forsmark;1;Syd Biotestsjön;33;Igelgrund;60 24,44;18 10,55;09;1983;32;2;;;;360;3;230;3;;;;;;;2;2;0;41;770;770;1;1;2;0;18,80;18,20;ABBO;;1;13;;;8;5;;;;;;;;;;;
FM09S;FM;Forsmark;1;Syd Biotestsjön;33;Igelgrund;60 24,44;18 10,55;09;1983;32;2;;;;360;3;230;3;;;;;;;2;2;0;41;770;770;1;1;2;0;18,80;18,20;BJÖR;;1;1;;;1;;;;;;;;;;;;
FM09S;FM;Forsmark;1;Syd Biotestsjön;33;Igelgrund;60 24,44;18 10,55;09;1983;32;4;;;;360;3;270;3;0;0;;;;;2;2;0;999;764;755;1;1;1;0;18,70;19,70;ABBO;;1;9;;;5;4;;;;;;;;;;;
FM09S;FM;Forsmark;1;Syd Biotestsjön;33;Igelgrund;60 24,44;18 10,55;09;1983;32;4;;;;360;3;270;3;0;0;;;;;2;2;0;999;764;755;1;1;1;0;18,70;19,70;BJÖR;;1;1;;;1;;;;;;;;;;;;
FM09S;FM;Forsmark;1;Syd Biotestsjön;33;Igelgrund;60 24,44;18 10,55;09;1983;32;4;;;;360;3;270;3;0;0;;;;;2;2;0;999;764;755;1;1;1;0;18,70;19,70;MÖRT;;1;3;;;3;;;;;;;;;;;;
FM09S;FM;Forsmark;1;Syd Biotestsjön;33;Igelgrund;60 24,44;18 10,55;09;1983;32;4;;;;360;3;270;3;0;0;;;;;2;2;0;999;764;755;1;1;2;0;16,50;17,50;ABBO;;1;17;;;6;11;;;;;;;;;;;
FM09S;FM;Forsmark;1;Syd Biotestsjön;33;Igelgrund;60 24,44;18 10,55;09;1983;32;4;;;;360;3;270;3;0;0;;;;;2;2;0;999;764;755;1;1;2;0;16,50;17,50;MÖRT;;1;1;;;1;;;;;;;;;;;;
FM09S;FM;Forsmark;1;Syd Biotestsjön;33;Igelgrund;60 24,44;18 10,55;09;1984;31;2;18;;;45;3;220;2;;;;;;;2;2;0;999;756;763;1;1;1;0;20,00;19,40;ABBO;;1;7;;;4;1;1;;1;;;;;;;;
FM09S;FM;Forsmark;1;Syd Biotestsjön;33;Igelgrund;60 24,44;18 10,55;09;1984;31;2;18;;;45;3;220;2;;;;;;;2;2;0;999;756;763;1;1;1;0;20,00;19,40;BJÖR;;1;3;;;2;1;;;;;;;;;;;
FM09S;FM;Forsmark;1;Syd Biotestsjön;33;Igelgrund;60 24,44;18 10,55;09;1984;31;2;18;;;45;3;220;2;;;;;;;2;2;0;999;756;763;1;1;1;0;20,00;19,40;MÖRT;;1;19;;;15;4;;;;;;;;;;;
FM09S;FM;Forsmark;1;Syd Biotestsjön;33;Igelgrund;60 24,44;18 10,55;09;1984;31;2;18;;;45;3;220;2;;;;;;;2;2;0;999;756;763;1;1;2;0;19,50;18,50;ABBO;;1;14;;;7;5;2;;;;;;;;;;
FM09S;FM;Forsmark;1;Syd Biotestsjön;33;Igelgrund;60 24,44;18 10,55;09;1984;31;2;18;;;45;3;220;2;;;;;;;2;2;0;999;756;763;1;1;2;0;19,50;18,50;BJÖR;;1;3;;;3;;;;;;;;;;;;
FM09S;FM;Forsmark;1;Syd Biotestsjön;33;Igelgrund;60 24,44;18 10,55;09;1984;31;2;18;;;45;3;220;2;;;;;;;2;2;0;999;756;763;1;1;2;0;19,50;18,50;BRAX;;1;3;;;3;;;;;;;;;;;;
FM09S;FM;Forsmark;1;Syd Biotestsjön;33;Igelgrund;60 24,44;18 10,55;09;1984;31;2;18;;;45;3;220;2;;;;;;;2;2;0;999;756;763;1;1;2;0;19,50;18,50;GERS;;1;2;;;2;;;;;;;;;;;;
FM09S;FM;Forsmark;1;Syd Biotestsjön;33;Igelgrund;60 24,44;18 10,55;09;1984;31;2;18;;;45;3;220;2;;;;;;;2;2;0;999;756;763;1;1;2;0;19,50;18,50;GÖS;;1;3;;;;;;2;1;;;;;;;;
FM09S;FM;Forsmark;1;Syd Biotestsjön;33;Igelgrund;60 24,44;18 10,55;09;1984;31;2;18;;;45;3;220;2;;;;;;;2;2;0;999;756;763;1;1;2;0;19,50;18,50;MÖRT;;1;3;;;2;1;;;;;;;;;;;
FM09S;FM;Forsmark;1;Syd Biotestsjön;33;Igelgrund;60 24,44;18 10,55;09;1984;31;5;;;;60;2;20;3;;;;;;;2;2;0;36;765;765;1;1;1;0;19,00;19,40;ABBO;;1;9;;;4;3;2;;;;;;;;;;
FM09S;FM;Forsmark;1;Syd Biotestsjön;33;Igelgrund;60 24,44;18 10,55;09;1984;31;5;;;;60;2;20;3;;;;;;;2;2;0;36;765;765;1;1;1;0;19,00;19,40;BJÖR;;1;1;;;1;;;;;;;;;;;;
FM09S;FM;Forsmark;1;Syd Biotestsjön;33;Igelgrund;60 24,44;18 10,55;09;1984;31;5;;;;60;2;20;3;;;;;;;2;2;0;36;765;765;1;1;1;0;19,00;19,40;MÖRT;;1;6;;;4;1;1;;;;;;;;;;
FM09S;FM;Forsmark;1;Syd Biotestsjön;33;Igelgrund;60 24,44;18 10,55;09;1984;31;5;;;;60;2;20;3;;;;;;;2;2;0;36;765;765;1;1;2;0;18,40;19,00;ABBO;;1;31;;;22;7;2;;;;;;;;;;
FM09S;FM;Forsmark;1;Syd Biotestsjön;33;Igelgrund;60 24,44;18 10,55;09;1984;31;5;;;;60;2;20;3;;;;;;;2;2;0;36;765;765;1;1;2;0;18,40;19,00;BJÖR;;1;1;;;1;;;;;;;;;;;;
FM09S;FM;Forsmark;1;Syd Biotestsjön;33;Igelgrund;60 24,44;18 10,55;09;1984;31;5;;;;60;2;20;3;;;;;;;2;2;0;36;765;765;1;1;2;0;18,40;19,00;GÖS;;1;2;;;;;1;;1;;;;;;;;
FM09S;FM;Forsmark;1;Syd Biotestsjön;33;Igelgrund;60 24,44;18 10,55;09;1984;31;5;;;;60;2;20;3;;;;;;;2;2;0;36;765;765;1;1;2;0;18,40;19,00;MÖRT;;1;4;;;4;;;;;;;;;;;;
FM09S;FM;Forsmark;1;Syd Biotestsjön;33;Igelgrund;60 24,44;18 10,55;09;1984;32;2;;;;130;6;150;3;;;;;;;2;2;0;999;764;760;1;1;1;0;17,10;17,00;ABBO;;1;2;;;2;;;;;;;;;;;;
FM09S;FM;Forsmark;1;Syd Biotestsjön;33;Igelgrund;60 24,44;18 10,55;09;1984;32;2;;;;130;6;150;3;;;;;;;2;2;0;999;764;760;1;1;1;0;17,10;17,00;BJÖR;;1;1;;;1;;;;;;;;;;;;
FM09S;FM;Forsmark;1;Syd Biotestsjön;33;Igelgrund;60 24,44;18 10,55;09;1984;32;2;;;;130;6;150;3;;;;;;;2;2;0;999;764;760;1;1;1;0;17,10;17,00;MÖRT;;1;13;;;13;;;;;;;;;;;;
FM09S;FM;Forsmark;1;Syd Biotestsjön;33;Igelgrund;60 24,44;18 10,55;09;1984;32;2;;;;130;6;150;3;;;;;;;2;2;0;999;764;760;1;1;2;0;18,30;16,60;ABBO;;1;10;;;7;3;;;;;;;;;;;
FM09S;FM;Forsmark;1;Syd Biotestsjön;33;Igelgrund;60 24,44;18 10,55;09;1984;32;2;;;;130;6;150;3;;;;;;;2;2;0;999;764;760;1;1;2;0;18,30;16,60;BJÖR;;1;3;;;2;1;;;;;;;;;;;
FM09S;FM;Forsmark;1;Syd Biotestsjön;33;Igelgrund;60 24,44;18 10,55;09;1984;32;2;;;;130;6;150;3;;;;;;;2;2;0;999;764;760;1;1;2;0;18,30;16,60;GERS;;1;3;;;3;;;;;;;;;;;;
FM09S;FM;Forsmark;1;Syd Biotestsjön;33;Igelgrund;60 24,44;18 10,55;09;1984;32;2;;;;130;6;150;3;;;;;;;2;2;0;999;764;760;1;1;2;0;18,30;16,60;GÖS;;1;3;;;;;;2;1;;;;;;;;
FM09S;FM;Forsmark;1;Syd Biotestsjön;33;Igelgrund;60 24,44;18 10,55;09;1984;32;2;;;;130;6;150;3;;;;;;;2;2;0;999;764;760;1;1;2;0;18,30;16,60;MÖRT;;1;4;;;;4;;;;;;;;;;;
FM09S;FM;Forsmark;1;Syd Biotestsjön;33;Igelgrund;60 24,44;18 10,55;09;1984;32;5;;;;190;3;320;4;;;;;;;2;2;0;999;768;765;1;1;1;0;18,40;17,90;ABBO;;1;8;;;6;2;;;;;;;;;;;
FM09S;FM;Forsmark;1;Syd Biotestsjön;33;Igelgrund;60 24,44;18 10,55;09;1984;32;5;;;;190;3;320;4;;;;;;;2;2;0;999;768;765;1;1;1;0;18,40;17,90;MÖRT;;1;7;;;6;1;;;;;;;;;;;
FM09S;FM;Forsmark;1;Syd Biotestsjön;33;Igelgrund;60 24,44;18 10,55;09;1984;32;5;;;;190;3;320;4;;;;;;;2;2;0;999;768;765;1;1;2;0;16,70;16,80;ABBO;;1;17;;;14;3;;;;;;;;;;;
FM09S;FM;Forsmark;1;Syd Biotestsjön;33;Igelgrund;60 24,44;18 10,55;09;1984;32;5;;;;190;3;320;4;;;;;;;2;2;0;999;768;765;1;1;2;0;16,70;16,80;BJÖR;;1;3;;;3;;;;;;;;;;;;
FM09S;FM;Forsmark;1;Syd Biotestsjön;33;Igelgrund;60 24,44;18 10,55;09;1984;32;5;;;;190;3;320;4;;;;;;;2;2;0;999;768;765;1;1;2;0;16,70;16,80;MÖRT;;1;2;;;2;;;;;;;;;;;;
FM09S;FM;Forsmark;1;Syd Biotestsjön;33;Igelgrund;60 24,44;18 10,55;09;1984;33;2;;;;340;8;0;0;0;0;;;;;2;2;0;999;760;759;1;1;1;0;19,30;18,90;BJÖR;;1;5;;;5;;;;;;;;;;;;
FM09S;FM;Forsmark;1;Syd Biotestsjön;33;Igelgrund;60 24,44;18 10,55;09;1984;33;2;;;;340;8;0;0;0;0;;;;;2;2;0;999;760;759;1;1;1;0;19,30;18,90;MÖRT;;1;29;;;25;4;;;;;;;;;;;
FM09S;FM;Forsmark;1;Syd Biotestsjön;33;Igelgrund;60 24,44;18 10,55;09;1984;33;2;;;;340;8;0;0;0;0;;;;;2;2;0;999;760;759;1;1;2;0;19,20;18,80;ABBO;;1;19;;;5;10;4;;;;;;;;;;
FM09S;FM;Forsmark;1;Syd Biotestsjön;33;Igelgrund;60 24,44;18 10,55;09;1984;33;2;;;;340;8;0;0;0;0;;;;;2;2;0;999;760;759;1;1;2;0;19,20;18,80;BJÖR;;1;9;;;8;1;;;;;;;;;;;
FM09S;FM;Forsmark;1;Syd Biotestsjön;33;Igelgrund;60 24,44;18 10,55;09;1984;33;2;;;;340;8;0;0;0;0;;;;;2;2;0;999;760;759;1;1;2;0;19,20;18,80;GERS;;1;1;;;1;;;;;;;;;;;;
FM09S;FM;Forsmark;1;Syd Biotestsjön;33;Igelgrund;60 24,44;18 10,55;09;1984;33;2;;;;340;8;0;0;0;0;;;;;2;2;0;999;760;759;1;1;2;0;19,20;18,80;GÖS;;1;1;;;;;;;1;;;;;;;;
FM09S;FM;Forsmark;1;Syd Biotestsjön;33;Igelgrund;60 24,44;18 10,55;09;1984;33;2;;;;340;8;0;0;0;0;;;;;2;2;0;999;760;759;1;1;2;0;19,20;18,80;MÖRT;;1;4;;;3;;1;;;;;;;;;;
FM09S;FM;Forsmark;1;Syd Biotestsjön;33;Igelgrund;60 24,44;18 10,55;09;1984;33;5;;;;260;4;320;8;;;;;;;2;2;0;999;761;763;1;1;1;0;18,80;18,60;ABBO;;1;1;;;;;1;;;;;;;;;;
FM09S;FM;Forsmark;1;Syd Biotestsjön;33;Igelgrund;60 24,44;18 10,55;09;1984;33;5;;;;260;4;320;8;;;;;;;2;2;0;999;761;763;1;1;1;0;18,80;18,60;BJÖR;;1;4;;;4;;;;;;;;;;;;
FM09S;FM;Forsmark;1;Syd Biotestsjön;33;Igelgrund;60 24,44;18 10,55;09;1984;33;5;;;;260;4;320;8;;;;;;;2;2;0;999;761;763;1;1;1;0;18,80;18,60;MÖRT;;1;25;;;19;6;;;;;;;;;;;
FM09S;FM;Forsmark;1;Syd Biotestsjön;33;Igelgrund;60 24,44;18 10,55;09;1984;33;5;;;;260;4;320;8;;;;;;;2;2;0;999;761;763;1;1;2;0;18,70;18,40;ABBO;;1;10;;;5;3;2;;;;;;;;;;
FM09S;FM;Forsmark;1;Syd Biotestsjön;33;Igelgrund;60 24,44;18 10,55;09;1984;33;5;;;;260;4;320;8;;;;;;;2;2;0;999;761;763;1;1;2;0;18,70;18,40;BJÖR;;1;3;;;3;;;;;;;;;;;;
FM09S;FM;Forsmark;1;Syd Biotestsjön;33;Igelgrund;60 24,44;18 10,55;09;1984;33;5;;;;260;4;320;8;;;;;;;2;2;0;999;761;763;1;1;2;0;18,70;18,40;MÖRT;;1;15;;;13;2;;;;;;;;;;;
FM09S;FM;Forsmark;1;Syd Biotestsjön;33;Igelgrund;60 24,44;18 10,55;09;1985;32;2;29;;;230;7;180;6;0;0;;;;;2;2;0;999;751;749;1;1;1;0;11,70;10,70;BJÖR;;1;1;;;1;;;;;;;;;;;;
FM09S;FM;Forsmark;1;Syd Biotestsjön;33;Igelgrund;60 24,44;18 10,55;09;1985;32;2;29;;;230;7;180;6;0;0;;;;;2;2;0;999;751;749;1;1;1;0;11,70;10,70;STRÖ;;1;2;;;;2;;;;;;;;;;;
FM09S;FM;Forsmark;1;Syd Biotestsjön;33;Igelgrund;60 24,44;18 10,55;09;1985;32;2;29;;;230;7;180;6;0;0;;;;;2;2;0;999;751;749;1;1;2;0;9,80;9,40;ABBO;;1;18;;;11;6;1;;;;;;;;;;
FM09S;FM;Forsmark;1;Syd Biotestsjön;33;Igelgrund;60 24,44;18 10,55;09;1985;32;2;29;;;230;7;180;6;0;0;;;;;2;2;0;999;751;749;1;1;2;0;9,80;9,40;BJÖR;;1;2;;;2;;;;;;;;;;;;
