Provfiske;Area;Areanamn;Sektion;Sektion_namn;Station;Stations_namn;Position_N;Position_E;Redskap;Årtal;Vecka;Dag;Vtn.stånd;YtTmp I;YtTmp Upp;VindRiktn.I;VindSt.I;Vind_upp_rikn;VindSt.Upp;Ström_I_rikn;Ström_upp_rikn;Salthalt_I_yta;Salthalt_I_botten;Salthalt_upp_yta;Salthalt_upp_botten;Drift_i;Drift_u;Drift_dim;Siktdjup;Lufttryck_i;Lufttryck_upp;Ansträngning;Sjuk_kontroll;Nr;Störning;TmpBtnI;TmpBtnU;Art;Vikt;Längdgr_std;Antal;<>;6;9;11;14;16;19;21;24;26;29;31;34;36;39;41;44;46;49;51;56;59;61;64;71
FM09U;FM;Forsmark;1;Syd Biotestsjön;32;Gnissan;60 24,55;18 11,13;09;1989;30;2;4;;;120;5;160;3;0;0;;;;;2;2;0;999;771;770;1;1;2;0;16,80;16,90;MÖRT;;2;1;;;;;1;;;;;;;;;;;;;;;;;;;;
FM09U;FM;Forsmark;1;Syd Biotestsjön;32;Gnissan;60 24,55;18 11,13;09;1989;30;2;4;;;120;5;160;3;0;0;;;;;2;2;0;999;771;770;1;1;2;0;16,80;16,90;STRÖ;;2;1;;;;;;;1;;;;;;;;;;;;;;;;;;
FM09U;FM;Forsmark;1;Syd Biotestsjön;32;Gnissan;60 24,55;18 11,13;09;1989;30;3;6;;;160;3;200;4;0;0;;;;;2;2;0;999;770;767;1;1;1;0;16,60;15,50;ABBO;;2;2;;;;;;;;1;;;1;;;;;;;;;;;;;;
FM09U;FM;Forsmark;1;Syd Biotestsjön;32;Gnissan;60 24,55;18 11,13;09;1989;30;3;6;;;160;3;200;4;0;0;;;;;2;2;0;999;770;767;1;1;2;0;16,60;15,50;ABBO;;2;7;;;;;1;3;3;;;;;;;;;;;;;;;;;;
FM09U;FM;Forsmark;1;Syd Biotestsjön;32;Gnissan;60 24,55;18 11,13;09;1989;30;3;6;;;160;3;200;4;0;0;;;;;2;2;0;999;770;767;1;1;2;0;16,60;15,50;MÖRT;;2;1;;;;;;;1;;;;;;;;;;;;;;;;;;
FM09U;FM;Forsmark;1;Syd Biotestsjön;32;Gnissan;60 24,55;18 11,13;09;1989;30;3;6;;;160;3;200;4;0;0;;;;;2;2;0;999;770;767;1;1;2;0;16,60;15,50;STRÖ;;2;1;;;;;;;1;;;;;;;;;;;;;;;;;;
FM09U;FM;Forsmark;1;Syd Biotestsjön;32;Gnissan;60 24,55;18 11,13;09;1989;30;4;0;;;200;4;200;6;0;0;;;;;2;2;0;999;767;763;1;1;1;0;15,70;15,00;ABBO;;2;2;;;;;1;;;;1;;;;;;;;;;;;;;;;
FM09U;FM;Forsmark;1;Syd Biotestsjön;32;Gnissan;60 24,55;18 11,13;09;1989;30;4;0;;;200;4;200;6;0;0;;;;;2;2;0;999;767;763;1;1;1;0;15,70;15,00;MÖRT;;2;4;;;;;4;;;;;;;;;;;;;;;;;;;;
FM09U;FM;Forsmark;1;Syd Biotestsjön;32;Gnissan;60 24,55;18 11,13;09;1989;30;4;0;;;200;4;200;6;0;0;;;;;2;2;0;999;767;763;1;1;2;0;15,70;15,00;ABBO;;2;5;;;;;;1;4;;;;;;;;;;;;;;;;;;
FM09U;FM;Forsmark;1;Syd Biotestsjön;32;Gnissan;60 24,55;18 11,13;09;1989;30;4;0;;;200;4;200;6;0;0;;;;;2;2;0;999;767;763;1;1;2;0;15,70;15,00;GERS;;2;2;;;;1;1;;;;;;;;;;;;;;;;;;;;
FM09U;FM;Forsmark;1;Syd Biotestsjön;32;Gnissan;60 24,55;18 11,13;09;1989;30;4;0;;;200;4;200;6;0;0;;;;;2;2;0;999;767;763;1;1;2;0;15,70;15,00;MÖRT;;2;4;;;;;3;1;;;;;;;;;;;;;;;;;;;
FM09U;FM;Forsmark;1;Syd Biotestsjön;32;Gnissan;60 24,55;18 11,13;09;1989;30;4;0;;;200;4;200;6;0;0;;;;;2;2;0;999;767;763;1;1;2;0;15,70;15,00;STRÖ;;2;1;;;;;;;1;;;;;;;;;;;;;;;;;;
FM09U;FM;Forsmark;1;Syd Biotestsjön;32;Gnissan;60 24,55;18 11,13;09;1989;31;2;12;;;120;10;170;9;0;0;;;;;2;2;0;999;750;745;1;1;1;0;15,80;15,80;ABBO;;2;4;;;;;1;1;1;;1;;;;;;;;;;;;;;;;
FM09U;FM;Forsmark;1;Syd Biotestsjön;32;Gnissan;60 24,55;18 11,13;09;1989;31;2;12;;;120;10;170;9;0;0;;;;;2;2;0;999;750;745;1;1;1;0;15,80;15,80;STRÖ;;2;3;;;;;;1;1;1;;;;;;;;;;;;;;;;;
FM09U;FM;Forsmark;1;Syd Biotestsjön;32;Gnissan;60 24,55;18 11,13;09;1989;31;2;12;;;120;10;170;9;0;0;;;;;2;2;0;999;750;745;1;1;2;0;15,80;15,80;ABBO;;2;18;;;;1;8;1;7;1;;;;;;;;;;;;;;;;;
FM09U;FM;Forsmark;1;Syd Biotestsjön;32;Gnissan;60 24,55;18 11,13;09;1989;31;2;12;;;120;10;170;9;0;0;;;;;2;2;0;999;750;745;1;1;2;0;15,80;15,80;GÄDD;;2;1;;;;;;;;;;;;;;;;;;;;;;1;;;
FM09U;FM;Forsmark;1;Syd Biotestsjön;32;Gnissan;60 24,55;18 11,13;09;1989;31;2;12;;;120;10;170;9;0;0;;;;;2;2;0;999;750;745;1;1;2;0;15,80;15,80;STRÖ;;2;6;;;;;;3;;3;;;;;;;;;;;;;;;;;
FM09U;FM;Forsmark;1;Syd Biotestsjön;32;Gnissan;60 24,55;18 11,13;09;1989;31;3;14;;;170;9;100;4;0;0;;;;;2;2;0;999;745;754;1;1;1;0;15,80;15,40;MÖRT;;2;2;;;;1;1;;;;;;;;;;;;;;;;;;;;
FM09U;FM;Forsmark;1;Syd Biotestsjön;32;Gnissan;60 24,55;18 11,13;09;1989;31;3;14;;;170;9;100;4;0;0;;;;;2;2;0;999;745;754;1;1;1;0;15,80;15,40;STRÖ;;2;3;;;;;;;3;;;;;;;;;;;;;;;;;;
FM09U;FM;Forsmark;1;Syd Biotestsjön;32;Gnissan;60 24,55;18 11,13;09;1989;31;3;14;;;170;9;100;4;0;0;;;;;2;2;0;999;745;754;1;1;2;0;15,80;15,40;ABBO;;2;1;;;;;;1;;;;;;;;;;;;;;;;;;;
FM09U;FM;Forsmark;1;Syd Biotestsjön;32;Gnissan;60 24,55;18 11,13;09;1989;31;3;14;;;170;9;100;4;0;0;;;;;2;2;0;999;745;754;1;1;2;0;15,80;15,40;MÖRT;;2;2;;;;;1;1;;;;;;;;;;;;;;;;;;;
FM09U;FM;Forsmark;1;Syd Biotestsjön;32;Gnissan;60 24,55;18 11,13;09;1989;31;3;14;;;170;9;100;4;0;0;;;;;2;2;0;999;745;754;1;1;2;0;15,80;15,40;STRÖ;;2;5;;;;;;;5;;;;;;;;;;;;;;;;;;
FM09U;FM;Forsmark;1;Syd Biotestsjön;32;Gnissan;60 24,55;18 11,13;09;1989;31;4;8;;;100;4;340;8;0;0;;;;;2;2;0;999;754;754;1;1;1;0;15,40;16,20;ABBO;;2;2;;;;;2;;;;;;;;;;;;;;;;;;;;
FM09U;FM;Forsmark;1;Syd Biotestsjön;32;Gnissan;60 24,55;18 11,13;09;1989;31;4;8;;;100;4;340;8;0;0;;;;;2;2;0;999;754;754;1;1;1;0;15,40;16,20;MÖRT;;2;9;;;;;6;3;;;;;;;;;;;;;;;;;;;
FM09U;FM;Forsmark;1;Syd Biotestsjön;32;Gnissan;60 24,55;18 11,13;09;1989;31;4;8;;;100;4;340;8;0;0;;;;;2;2;0;999;754;754;1;1;1;0;15,40;16,20;STRÖ;;2;8;;;;;;2;6;;;;;;;;;;;;;;;;;;
FM09U;FM;Forsmark;1;Syd Biotestsjön;32;Gnissan;60 24,55;18 11,13;09;1989;31;4;8;;;100;4;340;8;0;0;;;;;2;2;0;999;754;754;1;1;2;0;15,40;16,20;ABBO;;2;11;;;;;5;2;1;2;;;;;;;;1;;;;;;;;;
FM09U;FM;Forsmark;1;Syd Biotestsjön;32;Gnissan;60 24,55;18 11,13;09;1989;31;4;8;;;100;4;340;8;0;0;;;;;2;2;0;999;754;754;1;1;2;0;15,40;16,20;MÖRT;;2;2;;;;;2;;;;;;;;;;;;;;;;;;;;
FM09U;FM;Forsmark;1;Syd Biotestsjön;32;Gnissan;60 24,55;18 11,13;09;1989;31;4;8;;;100;4;340;8;0;0;;;;;2;2;0;999;754;754;1;1;2;0;15,40;16,20;STRÖ;;2;13;;;;;;;8;5;;;;;;;;;;;;;;;;;
FM09U;FM;Forsmark;1;Syd Biotestsjön;32;Gnissan;60 24,55;18 11,13;09;1990;31;2;10;;;10;5;200;4;;;;;;;2;2;0;999;763;763;1;1;1;0;20,10;19,80;ABBO;;2;1;;;;;;;;1;;;;;;;;;;;;;;;;;
FM09U;FM;Forsmark;1;Syd Biotestsjön;32;Gnissan;60 24,55;18 11,13;09;1990;31;2;10;;;10;5;200;4;;;;;;;2;2;0;999;763;763;1;1;1;0;20,10;19,80;BJÖR;;2;1;;;;1;;;;;;;;;;;;;;;;;;;;;
FM09U;FM;Forsmark;1;Syd Biotestsjön;32;Gnissan;60 24,55;18 11,13;09;1990;31;2;10;;;10;5;200;4;;;;;;;2;2;0;999;763;763;1;1;1;0;20,10;19,80;MÖRT;;2;18;;;;;13;1;4;;;;;;;;;;;;;;;;;;
FM09U;FM;Forsmark;1;Syd Biotestsjön;32;Gnissan;60 24,55;18 11,13;09;1990;31;2;10;;;10;5;200;4;;;;;;;2;2;0;999;763;763;1;1;1;0;20,10;19,80;VIMM;;2;1;;;;;1;;;;;;;;;;;;;;;;;;;;
FM09U;FM;Forsmark;1;Syd Biotestsjön;32;Gnissan;60 24,55;18 11,13;09;1990;31;2;10;;;10;5;200;4;;;;;;;2;2;0;999;763;763;1;1;2;0;19,90;19,60;ABBO;;2;18;;;;;6;4;6;1;;1;;;;;;;;;;;;;;;
FM09U;FM;Forsmark;1;Syd Biotestsjön;32;Gnissan;60 24,55;18 11,13;09;1990;31;2;10;;;10;5;200;4;;;;;;;2;2;0;999;763;763;1;1;2;0;19,90;19,60;BJÖR;;2;1;;;;;;1;;;;;;;;;;;;;;;;;;;
FM09U;FM;Forsmark;1;Syd Biotestsjön;32;Gnissan;60 24,55;18 11,13;09;1990;31;2;10;;;10;5;200;4;;;;;;;2;2;0;999;763;763;1;1;2;0;19,90;19,60;GERS;;2;3;;;;1;2;;;;;;;;;;;;;;;;;;;;
FM09U;FM;Forsmark;1;Syd Biotestsjön;32;Gnissan;60 24,55;18 11,13;09;1990;31;2;10;;;10;5;200;4;;;;;;;2;2;0;999;763;763;1;1;2;0;19,90;19,60;GÖS;;2;5;;;;;;1;1;1;1;;;;1;;;;;;;;;;;;
FM09U;FM;Forsmark;1;Syd Biotestsjön;32;Gnissan;60 24,55;18 11,13;09;1990;31;2;10;;;10;5;200;4;;;;;;;2;2;0;999;763;763;1;1;2;0;19,90;19,60;MÖRT;;2;16;;;;;11;4;1;;;;;;;;;;;;;;;;;;
FM09U;FM;Forsmark;1;Syd Biotestsjön;32;Gnissan;60 24,55;18 11,13;09;1990;31;3;12;;;200;4;350;9;;;;;;;2;2;0;999;763;768;1;1;1;0;20,00;20,20;ABBO;;2;1;;;;;;;;;;;;;1;;;;;;;;;;;;
FM09U;FM;Forsmark;1;Syd Biotestsjön;32;Gnissan;60 24,55;18 11,13;09;1990;31;3;12;;;200;4;350;9;;;;;;;2;2;0;999;763;768;1;1;1;0;20,00;20,20;GÖS;;2;1;;;;;;;;;;;;;1;;;;;;;;;;;;
FM09U;FM;Forsmark;1;Syd Biotestsjön;32;Gnissan;60 24,55;18 11,13;09;1990;31;3;12;;;200;4;350;9;;;;;;;2;2;0;999;763;768;1;1;1;0;20,00;20,20;MÖRT;;2;46;;;;;36;7;3;;;;;;;;;;;;;;;;;;
FM09U;FM;Forsmark;1;Syd Biotestsjön;32;Gnissan;60 24,55;18 11,13;09;1990;31;3;12;;;200;4;350;9;;;;;;;2;2;0;999;763;768;1;1;2;0;19,60;19,40;ABBO;;2;21;;;;;11;1;7;;1;;1;;;;;;;;;;;;;;
FM09U;FM;Forsmark;1;Syd Biotestsjön;32;Gnissan;60 24,55;18 11,13;09;1990;31;3;12;;;200;4;350;9;;;;;;;2;2;0;999;763;768;1;1;2;0;19,60;19,40;BJÖR;;2;3;;;;;2;1;;;;;;;;;;;;;;;;;;;
FM09U;FM;Forsmark;1;Syd Biotestsjön;32;Gnissan;60 24,55;18 11,13;09;1990;31;3;12;;;200;4;350;9;;;;;;;2;2;0;999;763;768;1;1;2;0;19,60;19,40;GERS;;2;11;;;;11;;;;;;;;;;;;;;;;;;;;;
FM09U;FM;Forsmark;1;Syd Biotestsjön;32;Gnissan;60 24,55;18 11,13;09;1990;31;3;12;;;200;4;350;9;;;;;;;2;2;0;999;763;768;1;1;2;0;19,60;19,40;MÖRT;;2;4;;;;;;3;;1;;;;;;;;;;;;;;;;;
FM09U;FM;Forsmark;1;Syd Biotestsjön;32;Gnissan;60 24,55;18 11,13;09;1990;31;4;10;;;350;9;13;3;;;;;;;2;2;0;999;768;772;1;1;1;0;20,20;19,40;ABBO;;2;3;;;;;;;3;;;;;;;;;;;;;;;;;;
FM09U;FM;Forsmark;1;Syd Biotestsjön;32;Gnissan;60 24,55;18 11,13;09;1990;31;4;10;;;350;9;13;3;;;;;;;2;2;0;999;768;772;1;1;1;0;20,20;19,40;BJÖR;;2;1;;;;;;;1;;;;;;;;;;;;;;;;;;
FM09U;FM;Forsmark;1;Syd Biotestsjön;32;Gnissan;60 24,55;18 11,13;09;1990;31;4;10;;;350;9;13;3;;;;;;;2;2;0;999;768;772;1;1;1;0;20,20;19,40;MÖRT;;2;21;;;;;8;7;6;;;;;;;;;;;;;;;;;;
FM09U;FM;Forsmark;1;Syd Biotestsjön;32;Gnissan;60 24,55;18 11,13;09;1990;31;4;10;;;350;9;13;3;;;;;;;2;2;0;999;768;772;1;1;2;0;19,40;19,30;ABBO;;2;14;;;;1;11;;1;;1;;;;;;;;;;;;;;;;
FM09U;FM;Forsmark;1;Syd Biotestsjön;32;Gnissan;60 24,55;18 11,13;09;1990;31;4;10;;;350;9;13;3;;;;;;;2;2;0;999;768;772;1;1;2;0;19,40;19,30;BJÖR;;2;1;;;;1;;;;;;;;;;;;;;;;;;;;;
FM09U;FM;Forsmark;1;Syd Biotestsjön;32;Gnissan;60 24,55;18 11,13;09;1990;31;4;10;;;350;9;13;3;;;;;;;2;2;0;999;768;772;1;1;2;0;19,40;19,30;GÄDD;;2;1;;;;;;;;;;;;;;;;;1;;;;;;;;
FM09U;FM;Forsmark;1;Syd Biotestsjön;32;Gnissan;60 24,55;18 11,13;09;1990;31;4;10;;;350;9;13;3;;;;;;;2;2;0;999;768;772;1;1;2;0;19,40;19,30;GERS;;2;1;;;;1;;;;;;;;;;;;;;;;;;;;;
FM09U;FM;Forsmark;1;Syd Biotestsjön;32;Gnissan;60 24,55;18 11,13;09;1990;31;4;10;;;350;9;13;3;;;;;;;2;2;0;999;768;772;1;1;2;0;19,40;19,30;MÖRT;;2;1;;;;;1;;;;;;;;;;;;;;;;;;;;
FM09U;FM;Forsmark;1;Syd Biotestsjön;32;Gnissan;60 24,55;18 11,13;09;1990;32;2;10;;;270;4;360;6;;;;;;;2;2;0;999;754;762;1;1;1;0;19,40;18,70;ABBO;;2;3;;;;2;1;;;;;;;;;;;;;;;;;;;;
FM09U;FM;Forsmark;1;Syd Biotestsjön;32;Gnissan;60 24,55;18 11,13;09;1990;32;2;10;;;270;4;360;6;;;;;;;2;2;0;999;754;762;1;1;1;0;19,40;18,70;MÖRT;;2;18;;;;;15;3;;;;;;;;;;;;;;;;;;;
FM09U;FM;Forsmark;1;Syd Biotestsjön;32;Gnissan;60 24,55;18 11,13;09;1990;32;2;10;;;270;4;360;6;;;;;;;2;2;0;999;754;762;1;1;2;0;19,30;18,60;ABBO;;2;10;;;;1;1;3;2;2;;1;;;;;;;;;;;;;;;
FM09U;FM;Forsmark;1;Syd Biotestsjön;32;Gnissan;60 24,55;18 11,13;09;1990;32;2;10;;;270;4;360;6;;;;;;;2;2;0;999;754;762;1;1;2;0;19,30;18,60;BRAX;;2;1;;;;;;;;;;;;;1;;;;;;;;;;;;
FM09U;FM;Forsmark;1;Syd Biotestsjön;32;Gnissan;60 24,55;18 11,13;09;1990;32;2;10;;;270;4;360;6;;;;;;;2;2;0;999;754;762;1;1;2;0;19,30;18,60;GERS;;2;1;;;;1;;;;;;;;;;;;;;;;;;;;;
FM09U;FM;Forsmark;1;Syd Biotestsjön;32;Gnissan;60 24,55;18 11,13;09;1990;32;2;10;;;270;4;360;6;;;;;;;2;2;0;999;754;762;1;1;2;0;19,30;18,60;MÖRT;;2;2;;;;;2;;;;;;;;;;;;;;;;;;;;
FM09U;FM;Forsmark;1;Syd Biotestsjön;32;Gnissan;60 24,55;18 11,13;09;1990;32;3;12;;;360;6;210;8;;;;;;;2;2;0;999;762;752;1;1;1;0;19,20;18,80;ABBO;;2;1;;;;;;;;;;1;;;;;;;;;;;;;;;
FM09U;FM;Forsmark;1;Syd Biotestsjön;32;Gnissan;60 24,55;18 11,13;09;1990;32;3;12;;;360;6;210;8;;;;;;;2;2;0;999;762;752;1;1;1;0;19,20;18,80;MÖRT;;2;4;;;;;4;;;;;;;;;;;;;;;;;;;;
FM09U;FM;Forsmark;1;Syd Biotestsjön;32;Gnissan;60 24,55;18 11,13;09;1990;32;3;12;;;360;6;210;8;;;;;;;2;2;0;999;762;752;1;1;2;0;19,10;18,80;ABBO;;2;16;;;;;15;;;1;;;;;;;;;;;;;;;;;
FM09U;FM;Forsmark;1;Syd Biotestsjön;32;Gnissan;60 24,55;18 11,13;09;1990;32;3;12;;;360;6;210;8;;;;;;;2;2;0;999;762;752;1;1;2;0;19,10;18,80;GERS;;2;1;;;;;1;;;;;;;;;;;;;;;;;;;;
FM09U;FM;Forsmark;1;Syd Biotestsjön;32;Gnissan;60 24,55;18 11,13;09;1990;32;3;12;;;360;6;210;8;;;;;;;2;2;0;999;762;752;1;1;2;0;19,10;18,80;MÖRT;;2;1;;;;;;1;;;;;;;;;;;;;;;;;;;
FM09U;FM;Forsmark;1;Syd Biotestsjön;32;Gnissan;60 24,55;18 11,13;09;1990;32;4;14;;;210;8;360;8;;;;;;;2;2;0;999;752;758;1;1;1;0;18,70;18,50;MÖRT;;2;6;;;;;5;1;;;;;;;;;;;;;;;;;;;
FM09U;FM;Forsmark;1;Syd Biotestsjön;32;Gnissan;60 24,55;18 11,13;09;1990;32;4;14;;;210;8;360;8;;;;;;;2;2;0;999;752;758;1;1;2;0;18,60;18,40;ABBO;;2;9;;;;;2;2;2;2;1;;;;;;;;;;;;;;;;
FM09U;FM;Forsmark;1;Syd Biotestsjön;32;Gnissan;60 24,55;18 11,13;09;1990;32;4;14;;;210;8;360;8;;;;;;;2;2;0;999;752;758;1;1;2;0;18,60;18,40;GÖS;;2;1;;;;;;;;;1;;;;;;;;;;;;;;;;
FM09U;FM;Forsmark;1;Syd Biotestsjön;32;Gnissan;60 24,55;18 11,13;09;1990;32;4;14;;;210;8;360;8;;;;;;;2;2;0;999;752;758;1;1;2;0;18,60;18,40;MÖRT;;2;1;;;;;;1;;;;;;;;;;;;;;;;;;;
FM09U;FM;Forsmark;1;Syd Biotestsjön;33;Igelgrund;60 24,44;18 10,55;09;1987;31;3;16;;;30;4;340;5;0;0;;;;;2;2;0;40;750;755;1;1;1;0;18,00;17,60;ABBO;;2;2;;;;;1;;;1;;;;;;;;;;;;;;;;;
FM09U;FM;Forsmark;1;Syd Biotestsjön;33;Igelgrund;60 24,44;18 10,55;09;1987;31;3;16;;;30;4;340;5;0;0;;;;;2;2;0;40;750;755;1;1;1;0;18,00;17,60;BJÖR;;2;3;;;;;2;1;;;;;;;;;;;;;;;;;;;
FM09U;FM;Forsmark;1;Syd Biotestsjön;33;Igelgrund;60 24,44;18 10,55;09;1987;31;3;16;;;30;4;340;5;0;0;;;;;2;2;0;40;750;755;1;1;1;0;18,00;17,60;MÖRT;;2;24;;;;;20;4;;;;;;;;;;;;;;;;;;;
FM09U;FM;Forsmark;1;Syd Biotestsjön;33;Igelgrund;60 24,44;18 10,55;09;1987;31;3;16;;;30;4;340;5;0;0;;;;;2;2;0;40;750;755;1;1;2;0;18,00;17,60;ABBO;;2;21;;;;;18;;1;;1;;1;;;;;;;;;;;;;;
FM09U;FM;Forsmark;1;Syd Biotestsjön;33;Igelgrund;60 24,44;18 10,55;09;1987;31;3;16;;;30;4;340;5;0;0;;;;;2;2;0;40;750;755;1;1;2;0;18,00;17,60;BJÖR;;2;4;;;;;2;2;;;;;;;;;;;;;;;;;;;
FM09U;FM;Forsmark;1;Syd Biotestsjön;33;Igelgrund;60 24,44;18 10,55;09;1987;31;3;16;;;30;4;340;5;0;0;;;;;2;2;0;40;750;755;1;1;2;0;18,00;17,60;GÖS;;2;4;;;;;;;;;1;2;1;;;;;;;;;;;;;;
FM09U;FM;Forsmark;1;Syd Biotestsjön;33;Igelgrund;60 24,44;18 10,55;09;1987;31;3;16;;;30;4;340;5;0;0;;;;;2;2;0;40;750;755;1;1;2;0;18,00;17,60;MÖRT;;2;21;;;;;14;6;1;;;;;;;;;;;;;;;;;;
FM09U;FM;Forsmark;1;Syd Biotestsjön;33;Igelgrund;60 24,44;18 10,55;09;1987;31;5;16;;;100;2;170;2;0;0;;;;;2;2;0;26;758;758;1;1;1;0;18,10;17,80;ABBO;;2;1;;;;;;;1;;;;;;;;;;;;;;;;;;
FM09U;FM;Forsmark;1;Syd Biotestsjön;33;Igelgrund;60 24,44;18 10,55;09;1987;31;5;16;;;100;2;170;2;0;0;;;;;2;2;0;26;758;758;1;1;1;0;18,10;17,80;BJÖR;;2;9;;;;;1;6;1;1;;;;;;;;;;;;;;;;;
FM09U;FM;Forsmark;1;Syd Biotestsjön;33;Igelgrund;60 24,44;18 10,55;09;1987;31;5;16;;;100;2;170;2;0;0;;;;;2;2;0;26;758;758;1;1;1;0;18,10;17,80;MÖRT;;2;23;;;;;15;6;2;;;;;;;;;;;;;;;;;;
FM09U;FM;Forsmark;1;Syd Biotestsjön;33;Igelgrund;60 24,44;18 10,55;09;1987;31;5;16;;;100;2;170;2;0;0;;;;;2;2;0;26;758;758;1;1;2;0;17,60;17,50;ABBO;;2;5;;;;;4;;1;;;;;;;;;;;;;;;;;;
FM09U;FM;Forsmark;1;Syd Biotestsjön;33;Igelgrund;60 24,44;18 10,55;09;1987;31;5;16;;;100;2;170;2;0;0;;;;;2;2;0;26;758;758;1;1;2;0;17,60;17,50;BJÖR;;2;15;;;;;3;10;2;;;;;;;;;;;;;;;;;;
FM09U;FM;Forsmark;1;Syd Biotestsjön;33;Igelgrund;60 24,44;18 10,55;09;1987;31;5;16;;;100;2;170;2;0;0;;;;;2;2;0;26;758;758;1;1;2;0;17,60;17,50;GÖS;;2;4;;;;;;;;2;;;;2;;;;;;;;;;;;;
FM09U;FM;Forsmark;1;Syd Biotestsjön;33;Igelgrund;60 24,44;18 10,55;09;1987;31;5;16;;;100;2;170;2;0;0;;;;;2;2;0;26;758;758;1;1;2;0;17,60;17,50;MÖRT;;2;9;;;;;5;2;2;;;;;;;;;;;;;;;;;;
FM09U;FM;Forsmark;1;Syd Biotestsjön;33;Igelgrund;60 24,44;18 10,55;09;1987;32;2;24;;;90;4;80;4;0;0;;;;;2;2;0;35;749;753;1;1;1;0;17,20;16,50;ABBO;;2;2;;;;1;1;;;;;;;;;;;;;;;;;;;;
FM09U;FM;Forsmark;1;Syd Biotestsjön;33;Igelgrund;60 24,44;18 10,55;09;1987;32;2;24;;;90;4;80;4;0;0;;;;;2;2;0;35;749;753;1;1;1;0;17,20;16,50;BJÖR;;2;10;;;;1;4;5;;;;;;;;;;;;;;;;;;;
FM09U;FM;Forsmark;1;Syd Biotestsjön;33;Igelgrund;60 24,44;18 10,55;09;1987;32;2;24;;;90;4;80;4;0;0;;;;;2;2;0;35;749;753;1;1;1;0;17,20;16,50;GÖS;;2;2;;;;;;;1;;;1;;;;;;;;;;;;;;;
FM09U;FM;Forsmark;1;Syd Biotestsjön;33;Igelgrund;60 24,44;18 10,55;09;1987;32;2;24;;;90;4;80;4;0;0;;;;;2;2;0;35;749;753;1;1;1;0;17,20;16,50;ID;;2;1;;;;;1;;;;;;;;;;;;;;;;;;;;
FM09U;FM;Forsmark;1;Syd Biotestsjön;33;Igelgrund;60 24,44;18 10,55;09;1987;32;2;24;;;90;4;80;4;0;0;;;;;2;2;0;35;749;753;1;1;1;0;17,20;16,50;MÖRT;;2;62;;;;;46;12;4;;;;;;;;;;;;;;;;;;
FM09U;FM;Forsmark;1;Syd Biotestsjön;33;Igelgrund;60 24,44;18 10,55;09;1987;32;2;24;;;90;4;80;4;0;0;;;;;2;2;0;35;749;753;1;1;1;0;17,20;16,50;STRÖ;;2;1;;;;;;1;;;;;;;;;;;;;;;;;;;
FM09U;FM;Forsmark;1;Syd Biotestsjön;33;Igelgrund;60 24,44;18 10,55;09;1987;32;2;24;;;90;4;80;4;0;0;;;;;2;2;0;35;749;753;1;1;2;0;16,80;16,30;ABBO;;2;17;;;;3;11;1;1;1;;;;;;;;;;;;;;;;;
FM09U;FM;Forsmark;1;Syd Biotestsjön;33;Igelgrund;60 24,44;18 10,55;09;1987;32;2;24;;;90;4;80;4;0;0;;;;;2;2;0;35;749;753;1;1;2;0;16,80;16,30;BJÖR;;2;15;;;;2;5;8;;;;;;;;;;;;;;;;;;;
FM09U;FM;Forsmark;1;Syd Biotestsjön;33;Igelgrund;60 24,44;18 10,55;09;1987;32;2;24;;;90;4;80;4;0;0;;;;;2;2;0;35;749;753;1;1;2;0;16,80;16,30;GERS;;2;3;;;;3;;;;;;;;;;;;;;;;;;;;;
FM09U;FM;Forsmark;1;Syd Biotestsjön;33;Igelgrund;60 24,44;18 10,55;09;1987;32;2;24;;;90;4;80;4;0;0;;;;;2;2;0;35;749;753;1;1;2;0;16,80;16,30;GÖS;;2;2;;;;;;;;1;;;;;;;;;;;1;;;;;;
FM09U;FM;Forsmark;1;Syd Biotestsjön;33;Igelgrund;60 24,44;18 10,55;09;1987;32;2;24;;;90;4;80;4;0;0;;;;;2;2;0;35;749;753;1;1;2;0;16,80;16,30;MÖRT;;2;36;;;;8;17;10;1;;;;;;;;;;;;;;;;;;
FM09U;FM;Forsmark;1;Syd Biotestsjön;33;Igelgrund;60 24,44;18 10,55;09;1987;32;2;24;;;90;4;80;4;0;0;;;;;2;2;0;35;749;753;1;1;2;0;16,80;16,30;STRÖ;;2;4;;;;;;;4;;;;;;;;;;;;;;;;;;
FM09U;FM;Forsmark;1;Syd Biotestsjön;33;Igelgrund;60 24,44;18 10,55;09;1987;32;5;-4;;;200;3;45;1;0;0;;;;;2;2;0;40;754;754;1;1;1;0;16,60;15,50;ABBO;;2;14;;;;;13;1;;;;;;;;;;;;;;;;;;;
FM09U;FM;Forsmark;1;Syd Biotestsjön;33;Igelgrund;60 24,44;18 10,55;09;1987;32;5;-4;;;200;3;45;1;0;0;;;;;2;2;0;40;754;754;1;1;1;0;16,60;15,50;BJÖR;;2;1;;;;1;;;;;;;;;;;;;;;;;;;;;
FM09U;FM;Forsmark;1;Syd Biotestsjön;33;Igelgrund;60 24,44;18 10,55;09;1987;32;5;-4;;;200;3;45;1;0;0;;;;;2;2;0;40;754;754;1;1;1;0;16,60;15,50;MÖRT;;2;13;;;;;2;6;5;;;;;;;;;;;;;;;;;;
