Provfiske;Area;Areanamn;Sektion;Sektion_namn;Station;Stations_namn;Position_N;Position_E;Redskap;Årtal;Vecka;Dag;Vtn.stånd;YtTmp I;YtTmp Upp;VindRiktn.I;VindSt.I;Vind_upp_rikn;VindSt.Upp;Ström_I_rikn;Ström_upp_rikn;Salthalt_I_yta;Salthalt_I_botten;Salthalt_upp_yta;Salthalt_upp_botten;Drift_i;Drift_u;Drift_dim;Siktdjup;Lufttryck_i;Lufttryck_upp;Ansträngning;Sjuk_kontroll;Nr;Störning;TmpBtnI;TmpBtnU;Art;Vikt;Längdgr_std;Antal;9;11;14;16;19;21;24;26;29;31;34;36;39;41;44;46;49;51;54;56;59;61;66;69;71;76;81;101
FM09V;FM;Forsmark;1;Syd Biotestsjön;32;Gnissan;60 24,55;18 11,13;09;2000;32;4;;17,00;16,80;320;3;290;3;;;;;;;2;2;0;20;762;762;1;1;;0;16,70;16,50;STRÖ;;2;2;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;
FM09V;FM;Forsmark;1;Syd Biotestsjön;32;Gnissan;60 24,55;18 11,13;09;2000;32;5;;17,80;16,90;80;3;210;3;;;;;;;2;2;0;24;762;759;1;1;;0;16,80;16,80;ABBO;;2;10;;;3;5;1;;1;;;;;;;;;;;;;;;;;;;;;
FM09V;FM;Forsmark;1;Syd Biotestsjön;32;Gnissan;60 24,55;18 11,13;09;2000;32;5;;17,80;16,90;80;3;210;3;;;;;;;2;2;0;24;762;759;1;1;;0;16,80;16,80;BJÖR;;2;2;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
FM09V;FM;Forsmark;1;Syd Biotestsjön;32;Gnissan;60 24,55;18 11,13;09;2000;32;5;;17,80;16,90;80;3;210;3;;;;;;;2;2;0;24;762;759;1;1;;0;16,80;16,80;GÄDD;;2;1;;;;;;;;;;1;;;;;;;;;;;;;;;;;;
FM09V;FM;Forsmark;1;Syd Biotestsjön;32;Gnissan;60 24,55;18 11,13;09;2000;32;5;;17,80;16,90;80;3;210;3;;;;;;;2;2;0;24;762;759;1;1;;0;16,80;16,80;GERS;;2;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;;
FM09V;FM;Forsmark;1;Syd Biotestsjön;32;Gnissan;60 24,55;18 11,13;09;2000;32;5;;17,80;16,90;80;3;210;3;;;;;;;2;2;0;24;762;759;1;1;;0;16,80;16,80;GÖS;;2;3;;;;;;1;;1;;;;;1;;;;;;;;;;;;;;;
FM09V;FM;Forsmark;1;Syd Biotestsjön;32;Gnissan;60 24,55;18 11,13;09;2000;32;5;;17,80;16,90;80;3;210;3;;;;;;;2;2;0;24;762;759;1;1;;0;16,80;16,80;MÖRT;;2;8;;;5;2;1;;;;;;;;;;;;;;;;;;;;;;;
FM09V;FM;Forsmark;1;Syd Biotestsjön;32;Gnissan;60 24,55;18 11,13;09;2000;32;5;;17,80;16,90;80;3;210;3;;;;;;;2;2;0;24;762;759;1;1;;0;16,80;16,80;STRÖ;;2;3;;;;2;1;;;;;;;;;;;;;;;;;;;;;;;
FM09V;FM;Forsmark;1;Syd Biotestsjön;32;Gnissan;60 24,55;18 11,13;09;2000;33;1;;17,20;17,00;10;3;180;2;;;;;;;2;2;0;21;768;765;1;2;;0;17,00;16,90;ABBO;;2;25;;;4;10;5;;1;4;;;1;;;;;;;;;;;;;;;;;
FM09V;FM;Forsmark;1;Syd Biotestsjön;32;Gnissan;60 24,55;18 11,13;09;2000;33;1;;17,20;17,00;10;3;180;2;;;;;;;2;2;0;21;768;765;1;2;;0;17,00;16,90;BJÖR;;2;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;
FM09V;FM;Forsmark;1;Syd Biotestsjön;32;Gnissan;60 24,55;18 11,13;09;2000;33;1;;17,20;17,00;10;3;180;2;;;;;;;2;2;0;21;768;765;1;2;;0;17,00;16,90;GÖS;;2;2;;;;;1;;;1;;;;;;;;;;;;;;;;;;;;
FM09V;FM;Forsmark;1;Syd Biotestsjön;32;Gnissan;60 24,55;18 11,13;09;2000;33;1;;17,20;17,00;10;3;180;2;;;;;;;2;2;0;21;768;765;1;2;;0;17,00;16,90;MÖRT;;2;8;;;1;4;2;1;;;;;;;;;;;;;;;;;;;;;;
FM09V;FM;Forsmark;1;Syd Biotestsjön;32;Gnissan;60 24,55;18 11,13;09;2000;33;1;;17,20;17,00;10;3;180;2;;;;;;;2;2;0;21;768;765;1;2;;0;17,00;16,90;STRÖ;;2;9;;;;1;8;;;;;;;;;;;;;;;;;;;;;;;
FM09V;FM;Forsmark;1;Syd Biotestsjön;32;Gnissan;60 24,55;18 11,13;09;2000;33;2;;16,90;17,00;110;2;180;5;;;;;;;2;2;0;24;765;762;1;1;;0;17,20;16,80;ABBO;;2;30;;;5;7;11;4;;;2;;1;;;;;;;;;;;;;;;;;
FM09V;FM;Forsmark;1;Syd Biotestsjön;32;Gnissan;60 24,55;18 11,13;09;2000;33;2;;16,90;17,00;110;2;180;5;;;;;;;2;2;0;24;765;762;1;1;;0;17,20;16,80;BJÖR;;2;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;
FM09V;FM;Forsmark;1;Syd Biotestsjön;32;Gnissan;60 24,55;18 11,13;09;2000;33;2;;16,90;17,00;110;2;180;5;;;;;;;2;2;0;24;765;762;1;1;;0;17,20;16,80;GERS;;2;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;
FM09V;FM;Forsmark;1;Syd Biotestsjön;32;Gnissan;60 24,55;18 11,13;09;2000;33;2;;16,90;17,00;110;2;180;5;;;;;;;2;2;0;24;765;762;1;1;;0;17,20;16,80;MÖRT;;2;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;
FM09V;FM;Forsmark;1;Syd Biotestsjön;32;Gnissan;60 24,55;18 11,13;09;2000;33;2;;16,90;17,00;110;2;180;5;;;;;;;2;2;0;24;765;762;1;1;;0;17,20;16,80;STRÖ;;2;9;;;;1;8;;;;;;;;;;;;;;;;;;;;;;;
FM09V;FM;Forsmark;1;Syd Biotestsjön;32;Gnissan;60 24,55;18 11,13;09;2000;33;3;;17,20;16,90;230;5;360;2;;;;;;;2;2;0;22;762;759;1;1;;0;17,20;17,00;ABBO;;2;14;;;6;2;3;2;1;;;;;;;;;;;;;;;;;;;;;
FM09V;FM;Forsmark;1;Syd Biotestsjön;32;Gnissan;60 24,55;18 11,13;09;2000;33;3;;17,20;16,90;230;5;360;2;;;;;;;2;2;0;22;762;759;1;1;;0;17,20;17,00;GERS;;2;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;
FM09V;FM;Forsmark;1;Syd Biotestsjön;32;Gnissan;60 24,55;18 11,13;09;2000;33;3;;17,20;16,90;230;5;360;2;;;;;;;2;2;0;22;762;759;1;1;;0;17,20;17,00;GÖS;;2;3;;;;;;2;;1;;;;;;;;;;;;;;;;;;;;
FM09V;FM;Forsmark;1;Syd Biotestsjön;32;Gnissan;60 24,55;18 11,13;09;2000;33;3;;17,20;16,90;230;5;360;2;;;;;;;2;2;0;22;762;759;1;1;;0;17,20;17,00;MÖRT;;2;2;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;
FM09V;FM;Forsmark;1;Syd Biotestsjön;32;Gnissan;60 24,55;18 11,13;09;2000;33;3;;17,20;16,90;230;5;360;2;;;;;;;2;2;0;22;762;759;1;1;;0;17,20;17,00;STRÖ;;2;8;;;;;7;1;;;;;;;;;;;;;;;;;;;;;;
FM09V;FM;Forsmark;1;Syd Biotestsjön;32;Gnissan;60 24,55;18 11,13;09;2000;33;4;;17,60;17,40;230;4;240;7;;;;;;;2;2;0;25;759;758;1;1;;0;17,10;17,30;ABBO;;2;21;;;6;6;3;5;;;1;;;;;;;;;;;;;;;;;;;
FM09V;FM;Forsmark;1;Syd Biotestsjön;32;Gnissan;60 24,55;18 11,13;09;2000;33;4;;17,60;17,40;230;4;240;7;;;;;;;2;2;0;25;759;758;1;1;;0;17,10;17,30;GERS;;2;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;
FM09V;FM;Forsmark;1;Syd Biotestsjön;32;Gnissan;60 24,55;18 11,13;09;2000;33;4;;17,60;17,40;230;4;240;7;;;;;;;2;2;0;25;759;758;1;1;;0;17,10;17,30;GÖS;;2;2;;;;;;1;;;1;;;;;;;;;;;;;;;;;;;
FM09V;FM;Forsmark;1;Syd Biotestsjön;32;Gnissan;60 24,55;18 11,13;09;2000;33;4;;17,60;17,40;230;4;240;7;;;;;;;2;2;0;25;759;758;1;1;;0;17,10;17,30;MÖRT;;2;1;;;;;;1;;;;;;;;;;;;;;;;;;;;;;
FM09V;FM;Forsmark;1;Syd Biotestsjön;32;Gnissan;60 24,55;18 11,13;09;2000;33;4;;17,60;17,40;230;4;240;7;;;;;;;2;2;0;25;759;758;1;1;;0;17,10;17,30;STRÖ;;2;17;;;;1;14;2;;;;;;;;;;;;;;;;;;;;;;
FM09V;FM;Forsmark;1;Syd Biotestsjön;33;Igelgrund;60 24,44;18 10,55;09;1991;31;2;3;;;200;4;170;3;;;;;;;2;2;0;35;767;768;1;1;1;0;20,00;19,10;ABBO;;2;15;;;6;5;3;;1;;;;;;;;;;;;;;;;;;;;;
FM09V;FM;Forsmark;1;Syd Biotestsjön;33;Igelgrund;60 24,44;18 10,55;09;1991;31;2;3;;;200;4;170;3;;;;;;;2;2;0;35;767;768;1;1;1;0;20,00;19,10;BJÖR;;2;15;;12;2;1;;;;;;;;;;;;;;;;;;;;;;;;
FM09V;FM;Forsmark;1;Syd Biotestsjön;33;Igelgrund;60 24,44;18 10,55;09;1991;31;2;3;;;200;4;170;3;;;;;;;2;2;0;35;767;768;1;1;1;0;20,00;19,10;GÖS;;2;8;;;;;1;3;;2;2;;;;;;;;;;;;;;;;;;;
FM09V;FM;Forsmark;1;Syd Biotestsjön;33;Igelgrund;60 24,44;18 10,55;09;1991;31;2;3;;;200;4;170;3;;;;;;;2;2;0;35;767;768;1;1;1;0;20,00;19,10;MÖRT;;2;30;;;22;3;4;1;;;;;;;;;;;;;;;;;;;;;;
FM09V;FM;Forsmark;1;Syd Biotestsjön;33;Igelgrund;60 24,44;18 10,55;09;1991;31;3;-8;;;170;3;70;4;;;;;;;2;2;0;35;768;768;1;1;1;0;19,70;18,00;ABBO;;2;11;;;1;3;5;1;;;;;1;;;;;;;;;;;;;;;;;
FM09V;FM;Forsmark;1;Syd Biotestsjön;33;Igelgrund;60 24,44;18 10,55;09;1991;31;3;-8;;;170;3;70;4;;;;;;;2;2;0;35;768;768;1;1;1;0;19,70;18,00;BJÖR;;2;7;;6;;1;;;;;;;;;;;;;;;;;;;;;;;;
FM09V;FM;Forsmark;1;Syd Biotestsjön;33;Igelgrund;60 24,44;18 10,55;09;1991;31;3;-8;;;170;3;70;4;;;;;;;2;2;0;35;768;768;1;1;1;0;19,70;18,00;GÖS;;2;2;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;
FM09V;FM;Forsmark;1;Syd Biotestsjön;33;Igelgrund;60 24,44;18 10,55;09;1991;31;3;-8;;;170;3;70;4;;;;;;;2;2;0;35;768;768;1;1;1;0;19,70;18,00;LÖJA;;2;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;
FM09V;FM;Forsmark;1;Syd Biotestsjön;33;Igelgrund;60 24,44;18 10,55;09;1991;31;3;-8;;;170;3;70;4;;;;;;;2;2;0;35;768;768;1;1;1;0;19,70;18,00;MÖRT;;2;19;;;15;2;2;;;;;;;;;;;;;;;;;;;;;;;
FM09V;FM;Forsmark;1;Syd Biotestsjön;33;Igelgrund;60 24,44;18 10,55;09;1991;31;4;-10;;;170;4;340;5;;;;;;;2;2;0;35;768;766;1;1;1;0;19,40;20,10;ABBO;;2;16;;;4;3;6;1;1;1;;;;;;;;;;;;;;;;;;;;
FM09V;FM;Forsmark;1;Syd Biotestsjön;33;Igelgrund;60 24,44;18 10,55;09;1991;31;4;-10;;;170;4;340;5;;;;;;;2;2;0;35;768;766;1;1;1;0;19,40;20,10;BJÖR;;2;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;
FM09V;FM;Forsmark;1;Syd Biotestsjön;33;Igelgrund;60 24,44;18 10,55;09;1991;31;4;-10;;;170;4;340;5;;;;;;;2;2;0;35;768;766;1;1;1;0;19,40;20,10;BRAX;;2;1;;;;;;;;;1;;;;;;;;;;;;;;;;;;;
FM09V;FM;Forsmark;1;Syd Biotestsjön;33;Igelgrund;60 24,44;18 10,55;09;1991;31;4;-10;;;170;4;340;5;;;;;;;2;2;0;35;768;766;1;1;1;0;19,40;20,10;GÖS;;2;3;;;;;;1;2;;;;;;;;;;;;;;;;;;;;;
FM09V;FM;Forsmark;1;Syd Biotestsjön;33;Igelgrund;60 24,44;18 10,55;09;1991;31;4;-10;;;170;4;340;5;;;;;;;2;2;0;35;768;766;1;1;1;0;19,40;20,10;MÖRT;;2;5;;;2;2;;1;;;;;;;;;;;;;;;;;;;;;;
FM09V;FM;Forsmark;1;Syd Biotestsjön;33;Igelgrund;60 24,44;18 10,55;09;1991;31;5;-10;;;340;5;80;1;;;;;;;2;2;0;35;766;765;1;1;1;0;20,10;21,00;ABBO;;2;12;;;2;6;2;;1;;;;;1;;;;;;;;;;;;;;;;
FM09V;FM;Forsmark;1;Syd Biotestsjön;33;Igelgrund;60 24,44;18 10,55;09;1991;31;5;-10;;;340;5;80;1;;;;;;;2;2;0;35;766;765;1;1;1;0;20,10;21,00;GÖS;;2;4;;;;;;;1;2;;1;;;;;;;;;;;;;;;;;;
FM09V;FM;Forsmark;1;Syd Biotestsjön;33;Igelgrund;60 24,44;18 10,55;09;1991;31;5;-10;;;340;5;80;1;;;;;;;2;2;0;35;766;765;1;1;1;0;20,10;21,00;MÖRT;;2;14;;;10;3;;1;;;;;;;;;;;;;;;;;;;;;;
FM09V;FM;Forsmark;1;Syd Biotestsjön;33;Igelgrund;60 24,44;18 10,55;09;1991;32;2;-8;;;230;3;200;6;;;;;;;2;2;0;35;761;759;1;1;1;0;21,50;20,50;ABBO;;2;21;;;6;4;6;2;1;2;;;;;;;;;;;;;;;;;;;;
FM09V;FM;Forsmark;1;Syd Biotestsjön;33;Igelgrund;60 24,44;18 10,55;09;1991;32;2;-8;;;230;3;200;6;;;;;;;2;2;0;35;761;759;1;1;1;0;21,50;20,50;BJÖR;;2;6;;6;;;;;;;;;;;;;;;;;;;;;;;;;;
FM09V;FM;Forsmark;1;Syd Biotestsjön;33;Igelgrund;60 24,44;18 10,55;09;1991;32;2;-8;;;230;3;200;6;;;;;;;2;2;0;35;761;759;1;1;1;0;21,50;20,50;BRAX;;2;1;;;;;;;;;;;;;;1;;;;;;;;;;;;;;
FM09V;FM;Forsmark;1;Syd Biotestsjön;33;Igelgrund;60 24,44;18 10,55;09;1991;32;2;-8;;;230;3;200;6;;;;;;;2;2;0;35;761;759;1;1;1;0;21,50;20,50;GERS;;2;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;
FM09V;FM;Forsmark;1;Syd Biotestsjön;33;Igelgrund;60 24,44;18 10,55;09;1991;32;2;-8;;;230;3;200;6;;;;;;;2;2;0;35;761;759;1;1;1;0;21,50;20,50;GÖS;;2;7;;;;;;;3;2;2;;;;;;;;;;;;;;;;;;;
FM09V;FM;Forsmark;1;Syd Biotestsjön;33;Igelgrund;60 24,44;18 10,55;09;1991;32;2;-8;;;230;3;200;6;;;;;;;2;2;0;35;761;759;1;1;1;0;21,50;20,50;MÖRT;;2;19;;1;11;5;2;;;;;;;;;;;;;;;;;;;;;;;
FM09V;FM;Forsmark;1;Syd Biotestsjön;33;Igelgrund;60 24,44;18 10,55;09;1991;32;3;-4;;;200;6;260;5;;;;;;;2;2;0;35;759;755;1;1;1;0;20,50;19,90;ABBO;;2;4;;;;1;1;;;1;;;1;;;;;;;;;;;;;;;;;
FM09V;FM;Forsmark;1;Syd Biotestsjön;33;Igelgrund;60 24,44;18 10,55;09;1991;32;3;-4;;;200;6;260;5;;;;;;;2;2;0;35;759;755;1;1;1;0;20,50;19,90;BJÖR;;2;8;;5;2;1;;;;;;;;;;;;;;;;;;;;;;;;
FM09V;FM;Forsmark;1;Syd Biotestsjön;33;Igelgrund;60 24,44;18 10,55;09;1991;32;3;-4;;;200;6;260;5;;;;;;;2;2;0;35;759;755;1;1;1;0;20,50;19,90;GERS;;2;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;
FM09V;FM;Forsmark;1;Syd Biotestsjön;33;Igelgrund;60 24,44;18 10,55;09;1991;32;3;-4;;;200;6;260;5;;;;;;;2;2;0;35;759;755;1;1;1;0;20,50;19,90;MÖRT;;2;16;;;10;5;1;;;;;;;;;;;;;;;;;;;;;;;
FM09V;FM;Forsmark;1;Syd Biotestsjön;33;Igelgrund;60 24,44;18 10,55;09;1992;31;4;12;16,10;15,90;330;7;210;8;;;;;;;0;0;0;22;760;763;1;1;0;0;16,00;16,00;ABBO;;2;18;;;8;5;3;;1;;1;;;;;;;;;;;;;;;;;;;
FM09V;FM;Forsmark;1;Syd Biotestsjön;33;Igelgrund;60 24,44;18 10,55;09;1992;31;4;12;16,10;15,90;330;7;210;8;;;;;;;0;0;0;22;760;763;1;1;0;0;16,00;16,00;BJÖR;;2;12;;3;7;2;;;;;;;;;;;;;;;;;;;;;;;;
FM09V;FM;Forsmark;1;Syd Biotestsjön;33;Igelgrund;60 24,44;18 10,55;09;1992;31;4;12;16,10;15,90;330;7;210;8;;;;;;;0;0;0;22;760;763;1;1;0;0;16,00;16,00;GÖS;;2;1;;;;;;;;;;;1;;;;;;;;;;;;;;;;;
FM09V;FM;Forsmark;1;Syd Biotestsjön;33;Igelgrund;60 24,44;18 10,55;09;1992;31;4;12;16,10;15,90;330;7;210;8;;;;;;;0;0;0;22;760;763;1;1;0;0;16,00;16,00;MÖRT;;2;43;;;23;17;3;;;;;;;;;;;;;;;;;;;;;;;
FM09V;FM;Forsmark;1;Syd Biotestsjön;33;Igelgrund;60 24,44;18 10,55;09;1992;31;4;12;16,10;15,90;330;7;210;8;;;;;;;0;0;0;22;760;763;1;1;0;0;16,00;16,00;SARV;;2;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;
FM09V;FM;Forsmark;1;Syd Biotestsjön;33;Igelgrund;60 24,44;18 10,55;09;1992;31;4;12;16,10;15,90;330;7;210;8;;;;;;;0;0;0;22;760;763;1;1;0;0;16,00;16,00;STRÖ;;2;2;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;
FM09V;FM;Forsmark;1;Syd Biotestsjön;33;Igelgrund;60 24,44;18 10,55;09;1992;31;5;14;16,30;16,00;210;8;250;6;;;;;;;0;0;0;28;763;760;1;1;0;0;16,40;16,00;ABBO;;2;17;;;6;4;3;;1;1;;;;2;;;;;;;;;;;;;;;;
FM09V;FM;Forsmark;1;Syd Biotestsjön;33;Igelgrund;60 24,44;18 10,55;09;1992;31;5;14;16,30;16,00;210;8;250;6;;;;;;;0;0;0;28;763;760;1;1;0;0;16,40;16,00;BJÖR;;2;11;;3;6;2;;;;;;;;;;;;;;;;;;;;;;;;
FM09V;FM;Forsmark;1;Syd Biotestsjön;33;Igelgrund;60 24,44;18 10,55;09;1992;31;5;14;16,30;16,00;210;8;250;6;;;;;;;0;0;0;28;763;760;1;1;0;0;16,40;16,00;GERS;;2;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;
FM09V;FM;Forsmark;1;Syd Biotestsjön;33;Igelgrund;60 24,44;18 10,55;09;1992;31;5;14;16,30;16,00;210;8;250;6;;;;;;;0;0;0;28;763;760;1;1;0;0;16,40;16,00;MÖRT;;2;17;;;11;5;1;;;;;;;;;;;;;;;;;;;;;;;
FM09V;FM;Forsmark;1;Syd Biotestsjön;33;Igelgrund;60 24,44;18 10,55;09;1992;32;2;8;17,20;17,30;220;8;230;10;;;;;;;0;0;0;29;755;755;1;1;0;0;17,40;17,30;ABBO;;2;18;;;8;5;3;1;;;;;1;;;;;;;;;;;;;;;;;
FM09V;FM;Forsmark;1;Syd Biotestsjön;33;Igelgrund;60 24,44;18 10,55;09;1992;32;2;8;17,20;17,30;220;8;230;10;;;;;;;0;0;0;29;755;755;1;1;0;0;17,40;17,30;BJÖR;;2;13;;6;6;1;;;;;;;;;;;;;;;;;;;;;;;;
FM09V;FM;Forsmark;1;Syd Biotestsjön;33;Igelgrund;60 24,44;18 10,55;09;1992;32;2;8;17,20;17,30;220;8;230;10;;;;;;;0;0;0;29;755;755;1;1;0;0;17,40;17,30;GÖS;;2;1;;;;;;;1;;;;;;;;;;;;;;;;;;;;;
FM09V;FM;Forsmark;1;Syd Biotestsjön;33;Igelgrund;60 24,44;18 10,55;09;1992;32;2;8;17,20;17,30;220;8;230;10;;;;;;;0;0;0;29;755;755;1;1;0;0;17,40;17,30;MÖRT;;2;36;;;33;2;1;;;;;;;;;;;;;;;;;;;;;;;
FM09V;FM;Forsmark;1;Syd Biotestsjön;33;Igelgrund;60 24,44;18 10,55;09;1992;32;2;8;17,20;17,30;220;8;230;10;;;;;;;0;0;0;29;755;755;1;1;0;0;17,40;17,30;STRÖ;;2;7;;;;;7;;;;;;;;;;;;;;;;;;;;;;;
FM09V;FM;Forsmark;1;Syd Biotestsjön;33;Igelgrund;60 24,44;18 10,55;09;1992;32;3;18;17,80;17,00;220;10;250;8;;;;;;;0;0;0;34;755;755;1;1;0;0;17,80;17,20;ABBO;;2;8;;;3;4;1;;;;;;;;;;;;;;;;;;;;;;;
FM09V;FM;Forsmark;1;Syd Biotestsjön;33;Igelgrund;60 24,44;18 10,55;09;1992;32;3;18;17,80;17,00;220;10;250;8;;;;;;;0;0;0;34;755;755;1;1;0;0;17,80;17,20;BJÖR;;2;11;;4;5;2;;;;;;;;;;;;;;;;;;;;;;;;
FM09V;FM;Forsmark;1;Syd Biotestsjön;33;Igelgrund;60 24,44;18 10,55;09;1992;32;3;18;17,80;17,00;220;10;250;8;;;;;;;0;0;0;34;755;755;1;1;0;0;17,80;17,20;GERS;;2;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;
FM09V;FM;Forsmark;1;Syd Biotestsjön;33;Igelgrund;60 24,44;18 10,55;09;1992;32;3;18;17,80;17,00;220;10;250;8;;;;;;;0;0;0;34;755;755;1;1;0;0;17,80;17,20;MÖRT;;2;30;;;19;7;3;1;;;;;;;;;;;;;;;;;;;;;;
FM09V;FM;Forsmark;1;Syd Biotestsjön;33;Igelgrund;60 24,44;18 10,55;09;1992;32;3;18;17,80;17,00;220;10;250;8;;;;;;;0;0;0;34;755;755;1;1;0;0;17,80;17,20;STRÖ;;2;2;;;;;2;;;;;;;;;;;;;;;;;;;;;;;
FM09V;FM;Forsmark;1;Syd Biotestsjön;33;Igelgrund;60 24,44;18 10,55;09;1992;32;4;16;17,80;17,10;240;8;250;9;;;;;;;0;0;0;31;761;760;1;1;0;0;17,70;17,10;ABBO;;2;7;;;2;3;;;;1;;;;1;;;;;;;;;;;;;;;;
FM09V;FM;Forsmark;1;Syd Biotestsjön;33;Igelgrund;60 24,44;18 10,55;09;1992;32;4;16;17,80;17,10;240;8;250;9;;;;;;;0;0;0;31;761;760;1;1;0;0;17,70;17,10;BJÖR;;2;7;;;7;;;;;;;;;;;;;;;;;;;;;;;;;
FM09V;FM;Forsmark;1;Syd Biotestsjön;33;Igelgrund;60 24,44;18 10,55;09;1992;32;4;16;17,80;17,10;240;8;250;9;;;;;;;0;0;0;31;761;760;1;1;0;0;17,70;17,10;MÖRT;;2;55;;;44;7;3;1;;;;;;;;;;;;;;;;;;;;;;
FM09V;FM;Forsmark;1;Syd Biotestsjön;33;Igelgrund;60 24,44;18 10,55;09;1992;32;4;16;17,80;17,10;240;8;250;9;;;;;;;0;0;0;31;761;760;1;1;0;0;17,70;17,10;STRÖ;;2;2;;;;2;;;;;;;;;;;;;;;;;;;;;;;;
FM09V;FM;Forsmark;1;Syd Biotestsjön;33;Igelgrund;60 24,44;18 10,55;09;1992;32;5;16;17,80;17,10;250;9;280;8;;;;;;;0;0;0;31;760;763;1;1;0;0;17,80;17,00;ABBO;;2;8;;;1;5;1;;;;;;;1;;;;;;;;;;;;;;;;
FM09V;FM;Forsmark;1;Syd Biotestsjön;33;Igelgrund;60 24,44;18 10,55;09;1992;32;5;16;17,80;17,10;250;9;280;8;;;;;;;0;0;0;31;760;763;1;1;0;0;17,80;17,00;BJÖR;;2;15;;7;5;2;1;;;;;;;;;;;;;;;;;;;;;;;
FM09V;FM;Forsmark;1;Syd Biotestsjön;33;Igelgrund;60 24,44;18 10,55;09;1992;32;5;16;17,80;17,10;250;9;280;8;;;;;;;0;0;0;31;760;763;1;1;0;0;17,80;17,00;GÖS;;2;1;;;;;;;;1;;;;;;;;;;;;;;;;;;;;
FM09V;FM;Forsmark;1;Syd Biotestsjön;33;Igelgrund;60 24,44;18 10,55;09;1992;32;5;16;17,80;17,10;250;9;280;8;;;;;;;0;0;0;31;760;763;1;1;0;0;17,80;17,00;MÖRT;;2;51;;;45;3;2;1;;;;;;;;;;;;;;;;;;;;;;
FM09V;FM;Forsmark;1;Syd Biotestsjön;33;Igelgrund;60 24,44;18 10,55;09;1992;32;5;16;17,80;17,10;250;9;280;8;;;;;;;0;0;0;31;760;763;1;1;0;0;17,80;17,00;STRÖ;;2;5;;;;;5;;;;;;;;;;;;;;;;;;;;;;;
FM09V;FM;Forsmark;1;Syd Biotestsjön;33;Igelgrund;60 24,44;18 10,55;09;1992;32;5;16;17,80;17,10;250;9;280;8;;;;;;;0;0;0;31;760;763;1;1;0;0;17,80;17,00;VIMM;;2;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;
FM09V;FM;Forsmark;1;Syd Biotestsjön;33;Igelgrund;60 24,44;18 10,55;09;1993;31;2;16;16,30;16,90;210;5;130;2;;;;;;;2;2;0;26;765;765;1;1;0;0;16,90;16,80;ABBO;;2;26;;6;11;4;2;1;;;;1;;;1;;;;;;;;;;;;;;;
FM09V;FM;Forsmark;1;Syd Biotestsjön;33;Igelgrund;60 24,44;18 10,55;09;1993;31;2;16;16,30;16,90;210;5;130;2;;;;;;;2;2;0;26;765;765;1;1;0;0;16,90;16,80;BJÖR;;2;8;;4;2;2;;;;;;;;;;;;;;;;;;;;;;;;
FM09V;FM;Forsmark;1;Syd Biotestsjön;33;Igelgrund;60 24,44;18 10,55;09;1993;31;2;16;16,30;16,90;210;5;130;2;;;;;;;2;2;0;26;765;765;1;1;0;0;16,90;16,80;MÖRT;;2;27;;;18;8;1;;;;;;;;;;;;;;;;;;;;;;;
FM09V;FM;Forsmark;1;Syd Biotestsjön;33;Igelgrund;60 24,44;18 10,55;09;1993;31;2;16;16,30;16,90;210;5;130;2;;;;;;;2;2;0;26;765;765;1;1;0;0;16,90;16,80;STRÖ;;2;5;;;;1;3;1;;;;;;;;;;;;;;;;;;;;;;
FM09V;FM;Forsmark;1;Syd Biotestsjön;33;Igelgrund;60 24,44;18 10,55;09;1993;31;3;8;17,20;16,80;160;7;210;7;;;;;;;2;2;0;18;765;762;1;1;0;0;16,90;16,70;ABBO;;2;3;;;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
FM09V;FM;Forsmark;1;Syd Biotestsjön;33;Igelgrund;60 24,44;18 10,55;09;1993;31;3;8;17,20;16,80;160;7;210;7;;;;;;;2;2;0;18;765;762;1;1;0;0;16,90;16,70;BJÖR;;2;5;;4;;1;;;;;;;;;;;;;;;;;;;;;;;;
FM09V;FM;Forsmark;1;Syd Biotestsjön;33;Igelgrund;60 24,44;18 10,55;09;1993;31;3;8;17,20;16,80;160;7;210;7;;;;;;;2;2;0;18;765;762;1;1;0;0;16,90;16,70;GÖS;;2;3;;;;;2;1;;;;;;;;;;;;;;;;;;;;;;
