"Area","Sektion","Station","year","week","day","Längdgr_std","length_group","netID"
"FM",1,34,1987,33,2,2,12.6,"FM.1987.34"
"FM",1,34,1987,33,2,2,12.6,"FM.1987.34"
"FM",1,34,1987,33,2,2,12.6,"FM.1987.34"
"FM",1,34,1987,33,4,2,12.6,"FM.1987.34"
"FM",1,34,1987,33,4,2,12.6,"FM.1987.34"
"FM",1,34,1987,33,4,2,12.6,"FM.1987.34"
"FM",1,34,1987,33,4,2,12.6,"FM.1987.34"
"FM",1,34,1987,33,4,2,12.6,"FM.1987.34"
"FM",1,34,1987,33,4,2,12.6,"FM.1987.34"
"FM",1,34,1987,33,4,2,12.6,"FM.1987.34"
"FM",1,34,1987,33,4,2,12.6,"FM.1987.34"
"FM",1,34,1987,33,4,2,12.6,"FM.1987.34"
"FM",1,34,1987,33,4,2,12.6,"FM.1987.34"
"FM",1,34,1987,33,4,2,12.6,"FM.1987.34"
"FM",1,34,1987,33,4,2,12.6,"FM.1987.34"
"FM",1,34,1987,33,4,2,12.6,"FM.1987.34"
"FM",1,34,1987,33,4,2,12.6,"FM.1987.34"
"FM",1,34,1987,33,4,2,12.6,"FM.1987.34"
"FM",1,34,1987,33,4,2,12.6,"FM.1987.34"
"FM",1,34,1987,33,4,2,12.6,"FM.1987.34"
"FM",1,34,1987,33,4,2,12.6,"FM.1987.34"
"FM",1,34,1987,33,4,2,12.6,"FM.1987.34"
"FM",1,34,1988,31,2,2,12.6,"FM.1988.34"
"FM",1,34,1988,31,2,2,12.6,"FM.1988.34"
"FM",1,34,1988,31,2,2,12.6,"FM.1988.34"
"FM",1,34,1988,31,2,2,12.6,"FM.1988.34"
"FM",1,34,1988,31,2,2,12.6,"FM.1988.34"
"FM",1,34,1988,31,2,2,12.6,"FM.1988.34"
"FM",1,34,1988,31,2,2,12.6,"FM.1988.34"
"FM",1,34,1988,31,2,2,12.6,"FM.1988.34"
"FM",1,34,1988,31,2,2,12.6,"FM.1988.34"
"FM",1,34,1988,31,2,2,12.6,"FM.1988.34"
"FM",1,34,1988,31,2,2,12.6,"FM.1988.34"
"FM",1,34,1988,31,2,2,12.6,"FM.1988.34"
"FM",1,34,1988,31,2,2,12.6,"FM.1988.34"
"FM",1,34,1988,31,2,2,12.6,"FM.1988.34"
"FM",1,34,1988,31,2,2,12.6,"FM.1988.34"
"FM",1,34,1988,31,2,2,12.6,"FM.1988.34"
"FM",1,34,1988,31,2,2,12.6,"FM.1988.34"
"FM",1,34,1988,31,2,2,12.6,"FM.1988.34"
"FM",1,34,1988,31,2,2,12.6,"FM.1988.34"
"FM",1,34,1988,31,2,2,12.6,"FM.1988.34"
"FM",1,34,1988,31,2,2,12.6,"FM.1988.34"
"FM",1,34,1988,31,2,2,12.6,"FM.1988.34"
"FM",1,34,1988,31,2,2,12.6,"FM.1988.34"
"FM",1,34,1988,31,5,2,12.6,"FM.1988.34"
"FM",1,34,1988,31,5,2,12.6,"FM.1988.34"
"FM",1,34,1988,31,5,2,12.6,"FM.1988.34"
"FM",1,34,1988,31,5,2,12.6,"FM.1988.34"
"FM",1,34,1988,31,5,2,12.6,"FM.1988.34"
"FM",1,34,1988,31,5,2,12.6,"FM.1988.34"
"FM",1,34,1988,31,5,2,12.6,"FM.1988.34"
"FM",1,34,1988,31,5,2,12.6,"FM.1988.34"
"FM",1,34,1988,31,5,2,12.6,"FM.1988.34"
"FM",1,34,1988,32,4,2,12.6,"FM.1988.34"
"FM",1,34,1988,32,4,2,12.6,"FM.1988.34"
"FM",1,34,1988,32,4,2,12.6,"FM.1988.34"
"FM",1,34,1988,32,4,2,12.6,"FM.1988.34"
"FM",1,34,1988,32,4,2,12.6,"FM.1988.34"
"FM",1,34,1988,32,4,2,12.6,"FM.1988.34"
"FM",1,34,1988,32,4,2,12.6,"FM.1988.34"
"FM",1,34,1988,32,4,2,12.6,"FM.1988.34"
"FM",1,34,1988,32,4,2,12.6,"FM.1988.34"
"FM",1,34,1988,32,4,2,12.6,"FM.1988.34"
"FM",1,34,1988,32,4,2,12.6,"FM.1988.34"
"FM",1,34,1988,32,4,2,12.6,"FM.1988.34"
"FM",1,34,1988,32,4,2,12.6,"FM.1988.34"
"FM",1,34,1988,32,4,2,12.6,"FM.1988.34"
"FM",1,34,1988,32,4,2,12.6,"FM.1988.34"
"FM",1,34,1988,32,5,2,12.6,"FM.1988.34"
"FM",1,34,1988,32,5,2,12.6,"FM.1988.34"
"FM",1,34,1988,32,5,2,12.6,"FM.1988.34"
"FM",1,34,1988,32,5,2,12.6,"FM.1988.34"
"FM",1,34,1988,32,5,2,12.6,"FM.1988.34"
"FM",1,34,1988,32,5,2,12.6,"FM.1988.34"
"FM",1,34,1988,32,5,2,12.6,"FM.1988.34"
"FM",1,34,1988,32,5,2,12.6,"FM.1988.34"
"FM",1,34,1988,32,5,2,12.6,"FM.1988.34"
"FM",1,34,1988,32,5,2,12.6,"FM.1988.34"
"FM",1,34,1988,32,5,2,12.6,"FM.1988.34"
"FM",1,34,1988,32,5,2,12.6,"FM.1988.34"
"FM",1,34,1988,33,2,2,12.6,"FM.1988.34"
"FM",1,34,1988,33,2,2,12.6,"FM.1988.34"
"FM",1,34,1988,33,2,2,12.6,"FM.1988.34"
"FM",1,34,1988,33,2,2,12.6,"FM.1988.34"
"FM",1,34,1988,33,2,2,12.6,"FM.1988.34"
"FM",1,34,1988,33,2,2,12.6,"FM.1988.34"
"FM",1,34,1988,33,2,2,12.6,"FM.1988.34"
"FM",1,34,1988,33,2,2,12.6,"FM.1988.34"
"FM",1,34,1988,33,2,2,12.6,"FM.1988.34"
"FM",1,34,1988,33,2,2,12.6,"FM.1988.34"
"FM",1,34,1988,33,2,2,12.6,"FM.1988.34"
"FM",1,34,1988,33,2,2,12.6,"FM.1988.34"
"FM",1,34,1988,33,2,2,12.6,"FM.1988.34"
"FM",1,34,1988,33,2,2,12.6,"FM.1988.34"
"FM",1,34,1988,33,2,2,12.6,"FM.1988.34"
"FM",1,34,1988,33,2,2,12.6,"FM.1988.34"
"FM",1,34,1988,33,2,2,12.6,"FM.1988.34"
"FM",1,34,1988,33,2,2,12.6,"FM.1988.34"
"FM",1,34,1988,33,2,2,12.6,"FM.1988.34"
"FM",1,34,1988,33,2,2,12.6,"FM.1988.34"
"FM",1,34,1988,33,2,2,12.6,"FM.1988.34"
"FM",1,34,1988,33,2,2,12.6,"FM.1988.34"
"FM",1,34,1988,33,2,2,12.6,"FM.1988.34"
"FM",1,34,1988,33,2,2,12.6,"FM.1988.34"
"FM",1,34,1988,33,2,2,12.6,"FM.1988.34"
"FM",1,34,1988,33,2,2,12.6,"FM.1988.34"
"FM",1,34,1988,33,2,2,12.6,"FM.1988.34"
"FM",1,34,1988,33,2,2,12.6,"FM.1988.34"
"FM",1,34,1988,33,2,2,12.6,"FM.1988.34"
"FM",1,34,1988,33,2,2,12.6,"FM.1988.34"
"FM",1,34,1988,33,2,2,12.6,"FM.1988.34"
"FM",1,34,1989,30,2,2,12.6,"FM.1989.34"
"FM",1,34,1989,30,2,2,12.6,"FM.1989.34"
"FM",1,34,1989,30,2,2,12.6,"FM.1989.34"
"FM",1,34,1989,30,2,2,12.6,"FM.1989.34"
"FM",1,34,1989,30,2,2,12.6,"FM.1989.34"
"FM",1,34,1989,30,2,2,12.6,"FM.1989.34"
"FM",1,34,1989,30,2,2,12.6,"FM.1989.34"
"FM",1,34,1989,30,2,2,12.6,"FM.1989.34"
"FM",1,34,1989,30,2,2,12.6,"FM.1989.34"
"FM",1,34,1989,30,2,2,12.6,"FM.1989.34"
"FM",1,34,1989,30,2,2,12.6,"FM.1989.34"
"FM",1,34,1989,30,2,2,12.6,"FM.1989.34"
"FM",1,34,1989,30,2,2,12.6,"FM.1989.34"
"FM",1,34,1989,30,2,2,12.6,"FM.1989.34"
"FM",1,34,1989,30,3,2,12.6,"FM.1989.34"
"FM",1,34,1989,30,3,2,12.6,"FM.1989.34"
"FM",1,34,1989,30,3,2,12.6,"FM.1989.34"
"FM",1,34,1989,30,3,2,12.6,"FM.1989.34"
"FM",1,34,1989,30,3,2,12.6,"FM.1989.34"
"FM",1,34,1989,30,3,2,12.6,"FM.1989.34"
"FM",1,34,1989,30,3,2,12.6,"FM.1989.34"
"FM",1,34,1989,30,3,2,12.6,"FM.1989.34"
"FM",1,34,1989,30,3,2,12.6,"FM.1989.34"
"FM",1,34,1989,30,3,2,12.6,"FM.1989.34"
"FM",1,34,1989,30,3,2,12.6,"FM.1989.34"
"FM",1,34,1989,30,3,2,12.6,"FM.1989.34"
"FM",1,34,1989,30,3,2,12.6,"FM.1989.34"
"FM",1,34,1989,30,3,2,12.6,"FM.1989.34"
"FM",1,34,1989,30,3,2,12.6,"FM.1989.34"
"FM",1,34,1989,30,3,2,12.6,"FM.1989.34"
"FM",1,34,1989,30,4,2,12.6,"FM.1989.34"
"FM",1,34,1989,30,4,2,12.6,"FM.1989.34"
"FM",1,34,1989,30,4,2,12.6,"FM.1989.34"
"FM",1,34,1989,30,4,2,12.6,"FM.1989.34"
"FM",1,34,1989,30,4,2,12.6,"FM.1989.34"
"FM",1,34,1989,30,4,2,12.6,"FM.1989.34"
"FM",1,34,1989,30,4,2,12.6,"FM.1989.34"
"FM",1,34,1989,30,4,2,12.6,"FM.1989.34"
"FM",1,34,1989,30,4,2,12.6,"FM.1989.34"
"FM",1,34,1989,30,4,2,12.6,"FM.1989.34"
"FM",1,34,1989,30,4,2,12.6,"FM.1989.34"
"FM",1,34,1989,31,2,2,12.6,"FM.1989.34"
"FM",1,34,1989,31,2,2,12.6,"FM.1989.34"
"FM",1,34,1989,31,2,2,12.6,"FM.1989.34"
"FM",1,34,1989,31,2,2,12.6,"FM.1989.34"
"FM",1,34,1989,31,2,2,12.6,"FM.1989.34"
"FM",1,34,1989,31,2,2,12.6,"FM.1989.34"
"FM",1,34,1989,31,2,2,12.6,"FM.1989.34"
"FM",1,34,1989,31,2,2,12.6,"FM.1989.34"
"FM",1,34,1989,31,3,2,12.6,"FM.1989.34"
"FM",1,34,1989,31,3,2,12.6,"FM.1989.34"
"FM",1,34,1989,31,3,2,12.6,"FM.1989.34"
"FM",1,34,1989,31,3,2,12.6,"FM.1989.34"
"FM",1,34,1989,31,3,2,12.6,"FM.1989.34"
"FM",1,34,1989,31,4,2,12.6,"FM.1989.34"
"FM",1,34,1989,31,4,2,12.6,"FM.1989.34"
"FM",1,34,1989,31,4,2,12.6,"FM.1989.34"
"FM",1,34,1989,31,4,2,12.6,"FM.1989.34"
"FM",1,34,1989,31,4,2,12.6,"FM.1989.34"
"FM",1,34,1989,31,4,2,12.6,"FM.1989.34"
"FM",1,34,1989,31,4,2,12.6,"FM.1989.34"
"FM",1,34,1989,31,4,2,12.6,"FM.1989.34"
"FM",1,34,1990,31,2,2,12.6,"FM.1990.34"
"FM",1,34,1990,31,2,2,12.6,"FM.1990.34"
"FM",1,34,1990,31,2,2,12.6,"FM.1990.34"
"FM",1,34,1990,31,2,2,12.6,"FM.1990.34"
"FM",1,34,1990,31,2,2,12.6,"FM.1990.34"
"FM",1,34,1990,31,2,2,12.6,"FM.1990.34"
"FM",1,34,1990,31,2,2,12.6,"FM.1990.34"
"FM",1,34,1990,31,2,2,12.6,"FM.1990.34"
"FM",1,34,1990,31,2,2,12.6,"FM.1990.34"
"FM",1,34,1990,31,2,2,12.6,"FM.1990.34"
"FM",1,34,1990,31,2,2,12.6,"FM.1990.34"
"FM",1,34,1990,31,2,2,12.6,"FM.1990.34"
"FM",1,34,1990,31,2,2,12.6,"FM.1990.34"
"FM",1,34,1990,31,2,2,12.6,"FM.1990.34"
"FM",1,34,1990,31,2,2,12.6,"FM.1990.34"
"FM",1,34,1990,31,2,2,12.6,"FM.1990.34"
"FM",1,34,1990,31,2,2,12.6,"FM.1990.34"
"FM",1,34,1990,31,2,2,12.6,"FM.1990.34"
"FM",1,34,1990,31,2,2,12.6,"FM.1990.34"
"FM",1,34,1990,31,2,2,12.6,"FM.1990.34"
"FM",1,34,1990,31,2,2,12.6,"FM.1990.34"
"FM",1,34,1990,31,2,2,12.6,"FM.1990.34"
"FM",1,34,1990,31,2,2,12.6,"FM.1990.34"
"FM",1,34,1990,31,3,2,12.6,"FM.1990.34"
"FM",1,34,1990,31,3,2,12.6,"FM.1990.34"
"FM",1,34,1990,31,3,2,12.6,"FM.1990.34"
"FM",1,34,1990,31,3,2,12.6,"FM.1990.34"
"FM",1,34,1990,31,3,2,12.6,"FM.1990.34"
"FM",1,34,1990,31,3,2,12.6,"FM.1990.34"
"FM",1,34,1990,31,3,2,12.6,"FM.1990.34"
"FM",1,34,1990,31,3,2,12.6,"FM.1990.34"
"FM",1,34,1990,31,3,2,12.6,"FM.1990.34"
"FM",1,34,1990,31,3,2,12.6,"FM.1990.34"
"FM",1,34,1990,31,3,2,12.6,"FM.1990.34"
"FM",1,34,1990,31,3,2,12.6,"FM.1990.34"
"FM",1,34,1990,31,3,2,12.6,"FM.1990.34"
"FM",1,34,1990,31,3,2,12.6,"FM.1990.34"
"FM",1,34,1990,31,3,2,12.6,"FM.1990.34"
"FM",1,34,1990,31,3,2,12.6,"FM.1990.34"
"FM",1,34,1990,31,3,2,12.6,"FM.1990.34"
"FM",1,34,1990,31,3,2,12.6,"FM.1990.34"
"FM",1,34,1990,31,3,2,12.6,"FM.1990.34"
"FM",1,34,1990,31,3,2,12.6,"FM.1990.34"
"FM",1,34,1990,31,3,2,12.6,"FM.1990.34"
"FM",1,34,1990,31,3,2,12.6,"FM.1990.34"
"FM",1,34,1990,31,3,2,12.6,"FM.1990.34"
"FM",1,34,1990,31,3,2,12.6,"FM.1990.34"
"FM",1,34,1990,31,3,2,12.6,"FM.1990.34"
"FM",1,34,1990,31,3,2,12.6,"FM.1990.34"
"FM",1,34,1990,31,3,2,12.6,"FM.1990.34"
"FM",1,34,1990,31,3,2,12.6,"FM.1990.34"
"FM",1,34,1990,31,3,2,12.6,"FM.1990.34"
"FM",1,34,1990,31,3,2,12.6,"FM.1990.34"
"FM",1,34,1990,31,3,2,12.6,"FM.1990.34"
"FM",1,34,1990,31,3,2,12.6,"FM.1990.34"
"FM",1,34,1990,31,3,2,12.6,"FM.1990.34"
"FM",1,34,1990,31,3,2,12.6,"FM.1990.34"
"FM",1,34,1990,31,3,2,12.6,"FM.1990.34"
"FM",1,34,1990,31,3,2,12.6,"FM.1990.34"
"FM",1,34,1990,31,3,2,12.6,"FM.1990.34"
"FM",1,34,1990,31,3,2,12.6,"FM.1990.34"
"FM",1,34,1990,31,3,2,12.6,"FM.1990.34"
"FM",1,34,1990,31,3,2,12.6,"FM.1990.34"
"FM",1,34,1990,31,3,2,12.6,"FM.1990.34"
"FM",1,34,1990,31,3,2,12.6,"FM.1990.34"
"FM",1,34,1990,31,3,2,12.6,"FM.1990.34"
"FM",1,34,1990,31,3,2,12.6,"FM.1990.34"
"FM",1,34,1990,31,3,2,12.6,"FM.1990.34"
"FM",1,34,1990,31,3,2,12.6,"FM.1990.34"
"FM",1,34,1990,31,3,2,12.6,"FM.1990.34"
"FM",1,34,1990,31,4,2,12.6,"FM.1990.34"
"FM",1,34,1990,31,4,2,12.6,"FM.1990.34"
"FM",1,34,1990,31,4,2,12.6,"FM.1990.34"
"FM",1,34,1990,31,4,2,12.6,"FM.1990.34"
"FM",1,34,1990,31,4,2,12.6,"FM.1990.34"
"FM",1,34,1990,31,4,2,12.6,"FM.1990.34"
"FM",1,34,1990,31,4,2,12.6,"FM.1990.34"
"FM",1,34,1990,31,4,2,12.6,"FM.1990.34"
"FM",1,34,1990,31,4,2,12.6,"FM.1990.34"
"FM",1,34,1990,31,4,2,12.6,"FM.1990.34"
"FM",1,34,1990,31,4,2,12.6,"FM.1990.34"
"FM",1,34,1990,31,4,2,12.6,"FM.1990.34"
"FM",1,34,1990,31,4,2,12.6,"FM.1990.34"
"FM",1,34,1990,31,4,2,12.6,"FM.1990.34"
"FM",1,34,1990,32,2,2,12.6,"FM.1990.34"
"FM",1,34,1990,32,2,2,12.6,"FM.1990.34"
"FM",1,34,1990,32,2,2,12.6,"FM.1990.34"
"FM",1,34,1990,32,2,2,12.6,"FM.1990.34"
"FM",1,34,1990,32,2,2,12.6,"FM.1990.34"
"FM",1,34,1990,32,2,2,12.6,"FM.1990.34"
"FM",1,34,1990,32,2,2,12.6,"FM.1990.34"
"FM",1,34,1990,32,2,2,12.6,"FM.1990.34"
"FM",1,34,1990,32,2,2,12.6,"FM.1990.34"
"FM",1,34,1990,32,2,2,12.6,"FM.1990.34"
"FM",1,34,1990,32,2,2,12.6,"FM.1990.34"
"FM",1,34,1990,32,2,2,12.6,"FM.1990.34"
"FM",1,34,1990,32,2,2,12.6,"FM.1990.34"
"FM",1,34,1990,32,2,2,12.6,"FM.1990.34"
"FM",1,34,1990,32,2,2,12.6,"FM.1990.34"
"FM",1,34,1990,32,2,2,12.6,"FM.1990.34"
"FM",1,34,1990,32,2,2,12.6,"FM.1990.34"
"FM",1,34,1990,32,2,2,12.6,"FM.1990.34"
"FM",1,34,1990,32,2,2,12.6,"FM.1990.34"
"FM",1,34,1990,32,2,2,12.6,"FM.1990.34"
"FM",1,34,1990,32,2,2,12.6,"FM.1990.34"
"FM",1,34,1990,32,2,2,12.6,"FM.1990.34"
"FM",1,34,1990,32,2,2,12.6,"FM.1990.34"
"FM",1,34,1990,32,2,2,12.6,"FM.1990.34"
"FM",1,34,1990,32,2,2,12.6,"FM.1990.34"
"FM",1,34,1990,32,3,2,12.6,"FM.1990.34"
"FM",1,34,1990,32,3,2,12.6,"FM.1990.34"
"FM",1,34,1990,32,3,2,12.6,"FM.1990.34"
"FM",1,34,1990,32,3,2,12.6,"FM.1990.34"
"FM",1,34,1990,32,3,2,12.6,"FM.1990.34"
"FM",1,34,1990,32,3,2,12.6,"FM.1990.34"
"FM",1,34,1990,32,3,2,12.6,"FM.1990.34"
"FM",1,34,1990,32,3,2,12.6,"FM.1990.34"
"FM",1,34,1990,32,3,2,12.6,"FM.1990.34"
"FM",1,34,1990,32,3,2,12.6,"FM.1990.34"
"FM",1,34,1990,32,3,2,12.6,"FM.1990.34"
"FM",1,34,1990,32,3,2,12.6,"FM.1990.34"
"FM",1,34,1990,32,3,2,12.6,"FM.1990.34"
"FM",1,34,1990,32,3,2,12.6,"FM.1990.34"
"FM",1,34,1990,32,3,2,12.6,"FM.1990.34"
"FM",1,34,1990,32,3,2,12.6,"FM.1990.34"
"FM",1,34,1990,32,3,2,12.6,"FM.1990.34"
"FM",1,34,1990,32,3,2,12.6,"FM.1990.34"
"FM",1,34,1990,32,3,2,12.6,"FM.1990.34"
"FM",1,34,1990,32,3,2,12.6,"FM.1990.34"
"FM",1,34,1990,32,3,2,12.6,"FM.1990.34"
"FM",1,34,1990,32,3,2,12.6,"FM.1990.34"
"FM",1,34,1990,32,3,2,12.6,"FM.1990.34"
"FM",1,34,1990,32,3,2,12.6,"FM.1990.34"
"FM",1,34,1990,32,3,2,12.6,"FM.1990.34"
"FM",1,34,1990,32,3,2,12.6,"FM.1990.34"
"FM",1,34,1990,32,3,2,12.6,"FM.1990.34"
"FM",1,34,1990,32,3,2,12.6,"FM.1990.34"
"FM",1,34,1990,32,3,2,12.6,"FM.1990.34"
"FM",1,34,1990,32,3,2,12.6,"FM.1990.34"
"FM",1,34,1990,32,3,2,12.6,"FM.1990.34"
"FM",1,34,1990,32,3,2,12.6,"FM.1990.34"
"FM",1,34,1990,32,3,2,12.6,"FM.1990.34"
"FM",1,34,1990,32,3,2,12.6,"FM.1990.34"
"FM",1,34,1990,32,3,2,12.6,"FM.1990.34"
"FM",1,34,1990,32,3,2,12.6,"FM.1990.34"
"FM",1,34,1990,32,4,2,12.6,"FM.1990.34"
"FM",1,34,1990,32,4,2,12.6,"FM.1990.34"
"FM",1,34,1990,32,4,2,12.6,"FM.1990.34"
"FM",1,34,1990,32,4,2,12.6,"FM.1990.34"
"FM",1,34,1990,32,4,2,12.6,"FM.1990.34"
"FM",1,34,1990,32,4,2,12.6,"FM.1990.34"
"FM",1,34,1990,32,4,2,12.6,"FM.1990.34"
"FM",1,34,1990,32,4,2,12.6,"FM.1990.34"
"FM",1,34,1990,32,4,2,12.6,"FM.1990.34"
"FM",1,34,1990,32,4,2,12.6,"FM.1990.34"
"FM",1,34,1990,32,4,2,12.6,"FM.1990.34"
"FM",2,28,1987,31,3,2,12.6,"FM.1987.28"
"FM",2,28,1987,31,3,2,12.6,"FM.1987.28"
"FM",2,28,1987,31,3,2,12.6,"FM.1987.28"
"FM",2,28,1987,31,3,2,12.6,"FM.1987.28"
"FM",2,28,1987,31,3,2,12.6,"FM.1987.28"
"FM",2,28,1987,31,3,2,12.6,"FM.1987.28"
"FM",2,28,1987,31,3,2,12.6,"FM.1987.28"
"FM",2,28,1987,31,3,2,12.6,"FM.1987.28"
"FM",2,28,1987,31,3,2,12.6,"FM.1987.28"
"FM",2,28,1987,31,3,2,12.6,"FM.1987.28"
"FM",2,28,1987,31,3,2,12.6,"FM.1987.28"
"FM",2,28,1987,31,3,2,12.6,"FM.1987.28"
"FM",2,28,1987,31,3,2,12.6,"FM.1987.28"
"FM",2,28,1987,31,3,2,12.6,"FM.1987.28"
"FM",2,28,1987,31,3,2,12.6,"FM.1987.28"
"FM",2,28,1987,31,3,2,12.6,"FM.1987.28"
"FM",2,28,1987,31,3,2,12.6,"FM.1987.28"
"FM",2,28,1987,31,5,2,12.6,"FM.1987.28"
"FM",2,28,1987,31,5,2,12.6,"FM.1987.28"
"FM",2,28,1987,31,5,2,12.6,"FM.1987.28"
"FM",2,28,1987,31,5,2,12.6,"FM.1987.28"
"FM",2,28,1987,32,2,2,12.6,"FM.1987.28"
"FM",2,28,1987,32,2,2,12.6,"FM.1987.28"
"FM",2,28,1987,32,2,2,12.6,"FM.1987.28"
"FM",2,28,1987,32,2,2,12.6,"FM.1987.28"
"FM",2,28,1987,32,2,2,12.6,"FM.1987.28"
"FM",2,28,1987,32,2,2,12.6,"FM.1987.28"
"FM",2,28,1987,32,2,2,12.6,"FM.1987.28"
"FM",2,28,1987,32,2,2,12.6,"FM.1987.28"
"FM",2,28,1987,32,2,2,12.6,"FM.1987.28"
"FM",2,28,1987,32,2,2,12.6,"FM.1987.28"
"FM",2,28,1987,32,2,2,12.6,"FM.1987.28"
"FM",2,28,1987,32,2,2,12.6,"FM.1987.28"
"FM",2,28,1987,32,2,2,12.6,"FM.1987.28"
"FM",2,28,1987,32,2,2,12.6,"FM.1987.28"
"FM",2,28,1987,32,2,2,12.6,"FM.1987.28"
"FM",2,28,1987,32,2,2,12.6,"FM.1987.28"
"FM",2,28,1987,32,2,2,12.6,"FM.1987.28"
"FM",2,28,1987,32,5,2,12.6,"FM.1987.28"
"FM",2,28,1987,32,5,2,12.6,"FM.1987.28"
"FM",2,28,1987,32,5,2,12.6,"FM.1987.28"
"FM",2,28,1987,32,5,2,12.6,"FM.1987.28"
"FM",2,28,1987,32,5,2,12.6,"FM.1987.28"
"FM",2,28,1987,32,5,2,12.6,"FM.1987.28"
"FM",2,28,1987,32,5,2,12.6,"FM.1987.28"
"FM",2,28,1987,32,5,2,12.6,"FM.1987.28"
"FM",2,28,1987,32,5,2,12.6,"FM.1987.28"
"FM",2,28,1987,32,5,2,12.6,"FM.1987.28"
"FM",2,28,1987,32,5,2,12.6,"FM.1987.28"
"FM",2,28,1987,32,5,2,12.6,"FM.1987.28"
"FM",2,28,1987,32,5,2,12.6,"FM.1987.28"
"FM",2,28,1987,32,5,2,12.6,"FM.1987.28"
"FM",2,28,1987,32,5,2,12.6,"FM.1987.28"
"FM",2,28,1987,32,5,2,12.6,"FM.1987.28"
"FM",2,28,1987,32,5,2,12.6,"FM.1987.28"
"FM",2,28,1987,32,5,2,12.6,"FM.1987.28"
"FM",2,28,1987,32,5,2,12.6,"FM.1987.28"
"FM",2,28,1987,32,5,2,12.6,"FM.1987.28"
"FM",2,28,1987,32,5,2,12.6,"FM.1987.28"
"FM",2,28,1987,32,5,2,12.6,"FM.1987.28"
"FM",2,28,1987,33,2,2,12.6,"FM.1987.28"
"FM",2,28,1987,33,2,2,12.6,"FM.1987.28"
"FM",2,28,1987,33,2,2,12.6,"FM.1987.28"
"FM",2,28,1987,33,2,2,12.6,"FM.1987.28"
"FM",2,28,1987,33,2,2,12.6,"FM.1987.28"
"FM",2,28,1987,33,2,2,12.6,"FM.1987.28"
"FM",2,28,1987,33,2,2,12.6,"FM.1987.28"
"FM",2,28,1987,33,2,2,12.6,"FM.1987.28"
"FM",2,28,1988,31,2,2,12.6,"FM.1988.28"
"FM",2,28,1988,31,2,2,12.6,"FM.1988.28"
"FM",2,28,1988,31,2,2,12.6,"FM.1988.28"
"FM",2,28,1988,31,2,2,12.6,"FM.1988.28"
"FM",2,28,1988,31,2,2,12.6,"FM.1988.28"
"FM",2,28,1988,31,2,2,12.6,"FM.1988.28"
"FM",2,28,1988,31,2,2,12.6,"FM.1988.28"
"FM",2,28,1988,31,2,2,12.6,"FM.1988.28"
"FM",2,28,1988,31,2,2,12.6,"FM.1988.28"
"FM",2,28,1988,31,2,2,12.6,"FM.1988.28"
"FM",2,28,1988,31,2,2,12.6,"FM.1988.28"
"FM",2,28,1988,31,2,2,12.6,"FM.1988.28"
"FM",2,28,1988,31,2,2,12.6,"FM.1988.28"
"FM",2,28,1988,31,2,2,12.6,"FM.1988.28"
"FM",2,28,1988,31,2,2,12.6,"FM.1988.28"
"FM",2,28,1988,31,2,2,12.6,"FM.1988.28"
"FM",2,28,1988,31,2,2,12.6,"FM.1988.28"
"FM",2,28,1988,31,2,2,12.6,"FM.1988.28"
"FM",2,28,1988,31,2,2,12.6,"FM.1988.28"
"FM",2,28,1988,31,5,2,12.6,"FM.1988.28"
"FM",2,28,1988,31,5,2,12.6,"FM.1988.28"
"FM",2,28,1988,31,5,2,12.6,"FM.1988.28"
"FM",2,28,1988,31,5,2,12.6,"FM.1988.28"
"FM",2,28,1988,31,5,2,12.6,"FM.1988.28"
"FM",2,28,1988,31,5,2,12.6,"FM.1988.28"
"FM",2,28,1988,31,5,2,12.6,"FM.1988.28"
"FM",2,28,1988,31,5,2,12.6,"FM.1988.28"
"FM",2,28,1988,31,5,2,12.6,"FM.1988.28"
"FM",2,28,1988,32,4,2,12.6,"FM.1988.28"
"FM",2,28,1988,32,4,2,12.6,"FM.1988.28"
"FM",2,28,1988,32,4,2,12.6,"FM.1988.28"
"FM",2,28,1988,33,2,2,12.6,"FM.1988.28"
"FM",2,28,1988,33,2,2,12.6,"FM.1988.28"
"FM",2,28,1988,33,2,2,12.6,"FM.1988.28"
"FM",2,28,1988,33,2,2,12.6,"FM.1988.28"
"FM",2,28,1988,33,2,2,12.6,"FM.1988.28"
"FM",2,28,1988,33,2,2,12.6,"FM.1988.28"
"FM",2,28,1988,33,2,2,12.6,"FM.1988.28"
"FM",2,28,1988,33,2,2,12.6,"FM.1988.28"
"FM",2,28,1988,33,2,2,12.6,"FM.1988.28"
"FM",2,28,1988,33,2,2,12.6,"FM.1988.28"
"FM",2,28,1988,33,2,2,12.6,"FM.1988.28"
"FM",2,28,1988,33,2,2,12.6,"FM.1988.28"
"FM",2,28,1988,33,2,2,12.6,"FM.1988.28"
"FM",2,28,1988,33,2,2,12.6,"FM.1988.28"
"FM",2,28,1988,33,4,2,12.6,"FM.1988.28"
"FM",2,28,1988,33,4,2,12.6,"FM.1988.28"
"FM",2,28,1989,30,2,2,12.6,"FM.1989.28"
"FM",2,28,1989,30,2,2,12.6,"FM.1989.28"
"FM",2,28,1989,30,2,2,12.6,"FM.1989.28"
"FM",2,28,1989,30,2,2,12.6,"FM.1989.28"
"FM",2,28,1989,30,2,2,12.6,"FM.1989.28"
