"","area","catch_year","ID2","catch_age","back_calc_age","growth","length","log_length","log_growth","log_length_ct","log_length_ct_sq","birth_year","ID","n","test","area2","areaW","areaC"
"1499","BT",1995,"257BT",9,5,22.012392144049,19.9,2.99071973173045,3.09160557405105,0.533355637037465,0.28446823555964,1986,"1995257BT",8,1,"Warm",1,0
"1500","BT",1995,"257BT",9,6,8.86900747147186,24.8,3.21084365317094,2.18256289281947,0.753479558477955,0.567731445044134,1986,"1995257BT",8,1,"Warm",1,0
"1501","BT",1995,"257BT",9,7,12.4728926707496,27.1,3.29953372788566,2.52355770317988,0.842169633192674,0.709249691071882,1986,"1995257BT",8,1,"Warm",1,0
"1502","BT",1995,"257BT",9,8,4.45933755428189,30.7,3.42426265459315,1.49500022457017,0.96689855990017,0.934892825137022,1986,"1995257BT",8,1,"Warm",1,0
"1503","BT",1995,"258BT",5,1,57.6282840420634,6.8,1.91692261218206,4.05401348957692,-0.540441482510921,0.292076996018602,1990,"1995258BT",4,1,"Warm",1,0
"1504","BT",1995,"258BT",5,2,27.9383269637086,12.1,2.4932054526027,3.32999947242639,0.0358413579097139,0.00128460293681221,1990,"1995258BT",4,1,"Warm",1,0
"1505","BT",1995,"258BT",5,3,34.0926586970593,16,2.77258872223978,3.52908207363553,0.3152246275468,0.0993665658120185,1990,"1995258BT",4,1,"Warm",1,0
"1506","BT",1995,"258BT",5,4,4.77314028211904,22.5,3.11351530921037,1.56300442835638,0.656151214517393,0.430534416312649,1990,"1995258BT",4,1,"Warm",1,0
"1507","BT",1995,"26BT",5,1,48.4245985961279,6.1,1.80828877117927,3.88000792007188,-0.649075323513716,0.421298775594435,1990,"199526BT",4,1,"Warm",1,0
"1508","BT",1995,"26BT",5,2,44.8305266784657,9.9,2.29253475714054,3.80288930644689,-0.164829337552437,0.0271687105179753,1990,"199526BT",4,1,"Warm",1,0
"1509","BT",1995,"26BT",5,3,23.4689542311271,15.5,2.7408400239252,3.15567845118496,0.283475929232219,0.0803586024540702,1990,"199526BT",4,1,"Warm",1,0
"1510","BT",1995,"26BT",5,4,14.6835358250885,19.6,2.97552956623647,2.68672685420391,0.51816547154349,0.268495455899888,1990,"199526BT",4,1,"Warm",1,0
"1511","BT",1995,"39BT",9,1,37.6477571234912,7,1.94591014905531,3.62827338071821,-0.511453945637668,0.261585138508339,1986,"199539BT",8,1,"Warm",1,0
"1512","BT",1995,"39BT",9,2,35.8633808424066,10.2,2.32238772029023,3.57971674266236,-0.134976374402756,0.0182186216469131,1986,"199539BT",8,1,"Warm",1,0
"1513","BT",1995,"39BT",9,3,23.6749203369988,14.6,2.68102152871429,3.16441627420899,0.223657434021309,0.0500226477929963,1986,"199539BT",8,1,"Warm",1,0
"1514","BT",1995,"39BT",9,4,21.7723483844871,18.5,2.91777073208428,3.08064074193608,0.460406637391297,0.211974271753962,1986,"199539BT",8,1,"Warm",1,0
"1515","BT",1995,"39BT",9,5,13.7869794223121,23,3.13549421592915,2.62372462664555,0.678130121236168,0.45986046132778,1986,"199539BT",8,1,"Warm",1,0
"1516","BT",1995,"39BT",9,6,3.35226920386438,26.4,3.27336401015227,1.20963749081043,0.815999915459289,0.665855862029567,1986,"199539BT",8,1,"Warm",1,0
"1517","BT",1995,"39BT",9,7,3.24352757531536,27.3,3.30688670219091,1.17666149535068,0.849522607497933,0.721688660650087,1986,"199539BT",8,1,"Warm",1,0
"1518","BT",1995,"39BT",9,8,2.79738520424062,28.2,3.33932197794407,1.02868512523798,0.881957883251086,0.777849707828737,1986,"199539BT",8,1,"Warm",1,0
"1519","BT",1995,"40BT",6,1,58.3146285345617,7.2,1.97408102602201,4.06585298014179,-0.483283068670972,0.233562524464031,1989,"199540BT",5,1,"Warm",1,0
"1520","BT",1995,"40BT",6,2,26.4151575041587,12.9,2.55722731136763,3.27393799327723,0.0998632166746449,0.00997266204460708,1989,"199540BT",5,1,"Warm",1,0
"1521","BT",1995,"40BT",6,3,25.5933374137201,16.8,2.82137888640921,3.24233206033615,0.364014791716232,0.132506768588212,1989,"199540BT",5,1,"Warm",1,0
"1522","BT",1995,"40BT",6,4,9.65661983910513,21.7,3.07731226054641,2.26764367385443,0.619948165853432,0.384335728345035,1989,"199540BT",5,1,"Warm",1,0
"1523","BT",1995,"40BT",6,5,3.29247846964664,23.9,3.17387845893747,1.19164061540257,0.716514364244484,0.513392834168676,1989,"199540BT",5,1,"Warm",1,0
"1524","BT",1995,"41BT",5,1,57.4285977683216,5.8,1.75785791755237,4.05054239821597,-0.699506177140608,0.489308891857868,1990,"199541BT",4,1,"Warm",1,0
"1525","BT",1995,"41BT",5,2,31.4030902148533,10.3,2.33214389523559,3.44690630255759,-0.125220199457392,0.0156800983521489,1990,"199541BT",4,1,"Warm",1,0
"1526","BT",1995,"41BT",5,3,30.8735481649613,14.1,2.64617479738412,3.42989977084532,0.188810702691141,0.0356494814507224,1990,"199541BT",4,1,"Warm",1,0
"1527","BT",1995,"41BT",5,4,8.9612158689687,19.2,2.95491027903374,2.19290591744216,0.497546184340754,0.247552205552044,1990,"199541BT",4,1,"Warm",1,0
"1528","BT",1995,"61BT",5,1,55.9615787935423,9.6,2.26176309847379,4.0246653622932,-0.195600996219191,0.0382597497219399,1990,"199561BT",4,1,"Warm",1,0
"1529","BT",1995,"61BT",5,2,15.9239749334729,16.8,2.82137888640921,2.76782583100175,0.364014791716232,0.132506768588212,1990,"199561BT",4,1,"Warm",1,0
"1530","BT",1995,"61BT",5,3,8.74342993896744,19.7,2.98061863574394,2.16830255421186,0.523254541050961,0.273795314730452,1990,"199561BT",4,1,"Warm",1,0
"1531","BT",1995,"61BT",5,4,7.17796823941308,21.5,3.06805293513362,1.97101636800304,0.610688840440635,0.372940859838728,1990,"199561BT",4,1,"Warm",1,0
"1532","BT",1995,"62BT",6,1,45.0927482184922,8.6,2.15176220325946,3.80872144019844,-0.30560189143352,0.0933925160477447,1989,"199562BT",5,1,"Warm",1,0
"1533","BT",1995,"62BT",6,2,43.7059473526381,13.5,2.60268968544438,3.7774841878675,0.145325590751402,0.021119527327244,1989,"199562BT",5,1,"Warm",1,0
"1534","BT",1995,"62BT",6,3,17.9126665897436,20.9,3.03974915897077,2.88550809330608,0.582385064277783,0.339172363093838,1989,"199562BT",5,1,"Warm",1,0
"1535","BT",1995,"62BT",6,4,24.6860077931526,25,3.2188758248682,3.20623659701287,0.761511730175219,0.579900115194456,1989,"199562BT",5,1,"Warm",1,0
"1536","BT",1995,"62BT",6,5,4.87901641694322,32,3.46573590279973,1.58494364564526,1.00837180810674,1.01681370338447,1989,"199562BT",5,1,"Warm",1,0
"1537","BT",1995,"65BT",6,1,47.9573080261886,6.5,1.87180217690159,3.87031119902162,-0.58556191779139,0.342882759567531,1989,"199565BT",5,1,"Warm",1,0
"1538","BT",1995,"65BT",6,2,39.5895657092014,10.5,2.35137525716348,3.67856559134838,-0.105988837529504,0.0112336336808556,1989,"199565BT",5,1,"Warm",1,0
"1539","BT",1995,"65BT",6,3,43.908171890715,15.6,2.74727091425549,3.78210045061004,0.28990681956251,0.0840459640288495,1989,"199565BT",5,1,"Warm",1,0
"1540","BT",1995,"65BT",6,4,5.6239718322876,24.2,3.18635263316264,1.72703814601211,0.728988538469659,0.53142428922013,1989,"199565BT",5,1,"Warm",1,0
"1541","BT",1995,"65BT",6,5,3.83188643021368,25.6,3.24259235148552,1.34335722246005,0.785228256792535,0.616583415265444,1989,"199565BT",5,1,"Warm",1,0
"1542","BT",1995,"68BT",8,1,56.1684040999482,6.9,1.93152141160321,4.02835439417611,-0.525842683089768,0.276510527359046,1987,"199568BT",7,1,"Warm",1,0
"1543","BT",1995,"68BT",8,2,29.1805789635643,12.1,2.4932054526027,3.37350338400693,0.0358413579097139,0.00128460293681221,1987,"199568BT",7,1,"Warm",1,0
"1544","BT",1995,"68BT",8,3,22.5609643809404,16.2,2.78501124223834,3.11622117309832,0.327647147545357,0.107352653294609,1987,"199568BT",7,1,"Warm",1,0
"1545","BT",1995,"68BT",8,4,20.8254938820459,20.3,3.01062088604774,3.03617790359622,0.55325679135476,0.306093077180165,1987,"199568BT",7,1,"Warm",1,0
"1546","BT",1995,"68BT",8,5,6.95260626486105,25,3.2188758248682,1.93911659141925,0.761511730175219,0.579900115194456,1987,"199568BT",7,1,"Warm",1,0
"1547","BT",1995,"68BT",8,6,4.02248013105089,26.8,3.28840188751681,1.39189866041935,0.83103779282383,0.690623813101502,1987,"199568BT",7,1,"Warm",1,0
"1548","BT",1995,"68BT",8,7,2.12773984472849,27.9,3.32862668882732,0.755060310588778,0.871262594134338,0.759098507937697,1987,"199568BT",7,1,"Warm",1,0
"1549","BT",1995,"78BT",5,1,45.6237433481588,6.4,1.85629799036563,3.82042826846928,-0.601066104327355,0.361280461771263,1990,"199578BT",4,1,"Warm",1,0
"1550","BT",1995,"78BT",5,2,50.2873295575496,10.1,2.31253542384721,3.91775314790998,-0.144828670845768,0.0209753438989517,1990,"199578BT",4,1,"Warm",1,0
"1551","BT",1995,"78BT",5,3,35.0066328718376,16.7,2.81540871942271,3.55553755415848,0.358044624729728,0.128195953297852,1990,"199578BT",4,1,"Warm",1,0
"1552","BT",1995,"78BT",5,4,7.32034040232947,23.7,3.16547504814109,1.99065682994246,0.708110953448104,0.501421122393183,1990,"199578BT",4,1,"Warm",1,0
"1553","BT",1995,"80BT",5,1,55.4996842079128,6.2,1.82454929205105,4.01637733078868,-0.632814802641936,0.400454574442752,1990,"199580BT",4,1,"Warm",1,0
"1554","BT",1995,"80BT",5,2,28.7682072451781,10.8,2.37954613413017,3.35927086228085,-0.0778179605628075,0.00605563498615467,1990,"199580BT",4,1,"Warm",1,0
"1555","BT",1995,"80BT",5,3,29.8044859487328,14.4,2.66722820658195,3.39465891737445,0.209864111888973,0.0440429454589475,1990,"199580BT",4,1,"Warm",1,0
"1556","BT",1995,"80BT",5,4,8.87281156086845,19.4,2.96527306606928,2.1829917202636,0.507908971376301,0.257971523204532,1990,"199580BT",4,1,"Warm",1,0
"1557","BT",1995,"82BT",7,1,39.3904285707089,8.7,2.16332302566054,3.67352285711425,-0.294041069032444,0.0864601502777424,1988,"199582BT",6,1,"Warm",1,0
"1558","BT",1995,"82BT",7,2,21.5361410872155,12.9,2.55722731136763,3.06973250466743,0.0998632166746449,0.00997266204460708,1988,"199582BT",6,1,"Warm",1,0
"1559","BT",1995,"82BT",7,3,15.593480162076,16,2.77258872223978,2.74685288856646,0.3152246275468,0.0993665658120185,1988,"199582BT",6,1,"Warm",1,0
"1560","BT",1995,"82BT",7,4,7.71590805466182,18.7,2.92852352386054,2.04328417878039,0.471159429167559,0.2219912076935,1988,"199582BT",6,1,"Warm",1,0
"1561","BT",1995,"82BT",7,5,12.5454306153035,20.2,3.00568260440716,2.52935650488121,0.548318509714178,0.300653188095177,1988,"199582BT",6,1,"Warm",1,0
"1562","BT",1995,"82BT",7,6,5.52157226024468,22.9,3.13113691056019,1.70866264948718,0.673772815867212,0.453969807401633,1988,"199582BT",6,1,"Warm",1,0
"1563","BT",1995,"83BT",7,1,46.0215622879573,7.7,2.04122032885964,3.82911003205267,-0.416143765833343,0.173175633841957,1988,"199583BT",6,1,"Warm",1,0
"1564","BT",1995,"83BT",7,2,30.7966743623287,12.2,2.50143595173921,3.42740670890071,0.0440718570462293,0.00194232858350327,1988,"199583BT",6,1,"Warm",1,0
"1565","BT",1995,"83BT",7,3,24.4598486315469,16.6,2.8094026953625,3.19703294183215,0.352038600669516,0.123931176361351,1988,"199583BT",6,1,"Warm",1,0
"1566","BT",1995,"83BT",7,4,15.2802061955965,21.2,3.05400118167797,2.72655827812353,0.596637086984985,0.355975813565929,1988,"199583BT",6,1,"Warm",1,0
"1567","BT",1995,"83BT",7,5,9.27304842517236,24.7,3.20680324363393,2.22711217397337,0.74943914894095,0.561659037965335,1988,"199583BT",6,1,"Warm",1,0
"1568","BT",1995,"83BT",7,6,10.4991443869175,27.1,3.29953372788566,2.35129376688299,0.842169633192674,0.709249691071882,1988,"199583BT",6,1,"Warm",1,0
"1569","BT",1995,"88BT",8,1,41.4681763213088,7.2,1.97408102602201,3.7249262974367,-0.483283068670972,0.233562524464031,1987,"199588BT",7,1,"Warm",1,0
"1570","BT",1995,"88BT",8,2,35.2077234690103,10.9,2.3887627892351,3.56126547526897,-0.0686013054578836,0.00470613911052585,1987,"199588BT",7,1,"Warm",1,0
"1571","BT",1995,"88BT",8,3,15.5071914346579,15.5,2.7408400239252,2.74130387985372,0.283475929232219,0.0803586024540702,1987,"199588BT",7,1,"Warm",1,0
"1572","BT",1995,"88BT",8,4,17.2140996861837,18.1,2.89591193827178,2.84572879720527,0.438547843578799,0.192324211107614,1987,"199588BT",7,1,"Warm",1,0
"1573","BT",1995,"88BT",8,5,8.46830872300388,21.5,3.06805293513362,2.13633081021362,0.610688840440635,0.372940859838728,1987,"199588BT",7,1,"Warm",1,0
"1574","BT",1995,"88BT",8,6,2.11424365738093,23.4,3.15273602236366,0.748697139737623,0.695371927670674,0.483542117792429,1987,"199588BT",7,1,"Warm",1,0
"1575","BT",1995,"88BT",8,7,3.69651942334714,23.9,3.17387845893747,1.30739168052499,0.716514364244484,0.513392834168676,1987,"199588BT",7,1,"Warm",1,0
"1576","BT",1995,"91BT",7,1,46.216045178471,8,2.07944154167984,3.83332703602892,-0.377922553013146,0.142825456075974,1988,"199591BT",6,1,"Warm",1,0
"1577","BT",1995,"91BT",7,2,26.7800701897952,12.7,2.54160199346455,3.28765796123775,0.0842378987715642,0.00709602358944829,1988,"199591BT",6,1,"Warm",1,0
"1578","BT",1995,"91BT",7,3,29.5183983103575,16.6,2.8094026953625,3.38501374048105,0.352038600669516,0.123931176361351,1988,"199591BT",6,1,"Warm",1,0
"1579","BT",1995,"91BT",7,4,6.08883696750127,22.3,3.10458667846607,1.8064570893462,0.647222583773091,0.418897072945916,1988,"199591BT",6,1,"Warm",1,0
"1580","BT",1995,"91BT",7,5,18.0914097026075,23.7,3.16547504814109,2.89543722354669,0.708110953448104,0.501421122393183,1988,"199591BT",6,1,"Warm",1,0
"1581","BT",1995,"91BT",7,6,3.46055291774756,28.4,3.34638914516716,1.24142837911974,0.889025050474179,0.790365540370616,1988,"199591BT",6,1,"Warm",1,0
"1582","BT",1995,"92BT",8,1,33.4202088086674,6.3,1.84054963339749,3.50916077116291,-0.616814461295495,0.380460079663251,1987,"199592BT",7,1,"Warm",1,0
"1583","BT",1995,"92BT",8,2,39.0197635977376,8.8,2.17475172148416,3.66406827668706,-0.282612373208821,0.0798697534907217,1987,"199592BT",7,1,"Warm",1,0
"1584","BT",1995,"92BT",8,3,23.8411023444998,13,2.56494935746154,3.17141108041086,0.107585262768555,0.0115745887649791,1987,"199592BT",7,1,"Warm",1,0
"1585","BT",1995,"92BT",8,4,34.509297966512,16.5,2.80336038090653,3.54122879400273,0.345996286213553,0.119713430073571,1987,"199592BT",7,1,"Warm",1,0
"1586","BT",1995,"92BT",8,5,13.6210204834549,23.3,3.14845336057165,2.6116142232784,0.691089265878673,0.477604373412723,1987,"199592BT",7,1,"Warm",1,0
"1587","BT",1995,"92BT",8,6,13.6336443552131,26.7,3.2846635654062,2.61254058746124,0.827299470713222,0.684424414242378,1987,"199592BT",7,1,"Warm",1,0
"1588","BT",1995,"92BT",8,7,8.15498669641079,30.6,3.42100000895834,2.09862960473024,0.963635914265354,0.928594175262024,1987,"199592BT",7,1,"Warm",1,0
"1589","BT",1995,"94BT",6,1,46.8478075936898,8.2,2.10413415427021,3.84690421129681,-0.353229940422774,0.124771390811077,1989,"199594BT",5,1,"Warm",1,0
"1590","BT",1995,"94BT",6,2,35.5911293653435,13.1,2.57261223020711,3.5720964316779,0.115248135514124,0.0132821327394819,1989,"199594BT",5,1,"Warm",1,0
"1591","BT",1995,"94BT",6,3,31.4068827624976,18.7,2.92852352386054,3.4470270651521,0.471159429167559,0.2219912076935,1989,"199594BT",5,1,"Warm",1,0
"1592","BT",1995,"94BT",6,4,22.0013658305282,25.6,3.24259235148552,3.09110453463706,0.785228256792535,0.616583415265444,1989,"199594BT",5,1,"Warm",1,0
"1593","BT",1995,"94BT",6,5,18.022950582173,31.9,3.4626060097908,2.89164597807566,1.00524191509782,1.01051130786953,1989,"199594BT",5,1,"Warm",1,0
"1594","BT",1995,"97BT",5,1,50.0381664604907,7.7,2.04122032885964,3.91278604345039,-0.416143765833343,0.173175633841957,1990,"199597BT",4,1,"Warm",1,0
"1595","BT",1995,"97BT",5,2,39.2254876371358,12.7,2.54160199346455,3.66932673033623,0.0842378987715642,0.00709602358944829,1990,"199597BT",4,1,"Warm",1,0
"1596","BT",1995,"97BT",5,3,26.4816247714778,18.8,2.9338568698359,3.27645108762595,0.476492775142922,0.227045364763403,1990,"199597BT",4,1,"Warm",1,0
"1597","BT",1995,"97BT",5,4,8.59904478555222,24.5,3.19867311755068,2.15165112564316,0.7413090228577,0.549539067370238,1990,"199597BT",4,1,"Warm",1,0
"1598","BT",1995,"98BT",5,1,51.082562376599,7.8,2.05412373369555,3.93344319389597,-0.403240360997435,0.162602788737342,1990,"199598BT",4,1,"Warm",1,0
"1599","BT",1995,"98BT",5,2,35.2821374622742,13,2.56494935746154,3.56337681496872,0.107585262768555,0.0115745887649791,1990,"199598BT",4,1,"Warm",1,0
"1600","BT",1995,"98BT",5,3,30.509711405346,18.5,2.91777073208428,3.41804503966535,0.460406637391297,0.211974271753962,1990,"199598BT",4,1,"Warm",1,0
"1601","BT",1995,"98BT",5,4,4.67010930459804,25.1,3.22286784613774,1.54118247710241,0.765503751444757,0.585995993475996,1990,"199598BT",4,1,"Warm",1,0
"1602","BT",1996,"103BT",5,1,49.0622916448471,9,2.19722457733622,3.89309074880438,-0.260139517356762,0.0676725684906091,1991,"1996103BT",4,1,"Warm",1,0
"1603","BT",1996,"103BT",5,2,34.7105492922582,14.7,2.68784749378469,3.54704365493598,0.230483399091709,0.053122597256868,1991,"1996103BT",4,1,"Warm",1,0
"1604","BT",1996,"103BT",5,3,11.3500373864382,20.8,3.03495298670727,2.4292210378813,0.577588892014291,0.333608928178296,1991,"1996103BT",4,1,"Warm",1,0
"1605","BT",1996,"103BT",5,4,32.0402669564316,23.3,3.14845336057165,3.46699345413897,0.691089265878673,0.477604373412723,1991,"1996103BT",4,1,"Warm",1,0
"1606","BT",1996,"104BT",5,1,64.2997396874474,9.2,2.21920348405499,4.16355558282865,-0.238160610637987,0.0567204764594588,1991,"1996104BT",4,1,"Warm",1,0
"1607","BT",1996,"104BT",5,2,22.4285755892986,17.5,2.86220088092947,3.11033584180311,0.404836786236487,0.163892823490287,1991,"1996104BT",4,1,"Warm",1,0
"1608","BT",1996,"104BT",5,3,33.1240046790911,21.9,3.08648663682246,3.50025823643129,0.629122542129473,0.395795173015451,1991,"1996104BT",4,1,"Warm",1,0
"1609","BT",1996,"104BT",5,4,10.5688330773039,30.5,3.41772668361337,2.35790939428946,0.960362588920384,0.922296302197863,1991,"1996104BT",4,1,"Warm",1,0
"1610","BT",1996,"113BT",5,1,46.2035459596559,6.3,1.84054963339749,3.83305654751588,-0.616814461295495,0.380460079663251,1991,"1996113BT",4,1,"Warm",1,0
"1611","BT",1996,"113BT",5,2,58.2215619852663,10,2.30258509299405,4.06425576697281,-0.154779001698936,0.0239565393669191,1991,"1996113BT",4,1,"Warm",1,0
"1612","BT",1996,"113BT",5,3,11.5919102218321,17.9,2.88480071284671,2.45030746014989,0.427436618153727,0.182702062538695,1991,"1996113BT",4,1,"Warm",1,0
"1613","BT",1996,"113BT",5,4,17.3158643872435,20.1,3.00071981506503,2.85162309790455,0.543355720372049,0.295235438861028,1991,"1996113BT",4,1,"Warm",1,0
"1614","BT",1996,"120BT",5,1,51.082562376599,8.1,2.09186406167839,3.93344319389597,-0.365500033014588,0.133590274133665,1991,"1996120BT",4,1,"Warm",1,0
"1615","BT",1996,"120BT",5,2,29.8731908638366,13.5,2.60268968544438,3.39696145155901,0.145325590751402,0.021119527327244,1991,"1996120BT",4,1,"Warm",1,0
"1616","BT",1996,"120BT",5,3,28.079024641386,18.2,2.90142159408275,3.33502284356096,0.444057499389768,0.197187062764294,1991,"1996120BT",4,1,"Warm",1,0
"1617","BT",1996,"120BT",5,4,9.11521696556612,24.1,3.18221184049661,2.2099452109813,0.724847745803628,0.525404254596601,1991,"1996120BT",4,1,"Warm",1,0
"1618","BT",1996,"122BT",5,1,47.5734303954721,8.7,2.16332302566054,3.86227442042507,-0.294041069032444,0.0864601502777424,1991,"1996122BT",4,1,"Warm",1,0
"1619","BT",1996,"122BT",5,2,25.6854608656522,14,2.63905732961526,3.24592510674647,0.181693234922277,0.0330124316165217,1991,"1996122BT",4,1,"Warm",1,0
"1620","BT",1996,"122BT",5,3,15.8089243406187,18.1,2.89591193827178,2.76057461226027,0.438547843578799,0.192324211107614,1991,"1996122BT",4,1,"Warm",1,0
"1621","BT",1996,"122BT",5,4,16.8866664459772,21.2,3.05400118167797,2.82652434283656,0.596637086984985,0.355975813565929,1991,"1996122BT",4,1,"Warm",1,0
"1622","BT",1996,"123BT",6,1,33.6472236621213,7,1.94591014905531,3.51593054636064,-0.511453945637668,0.261585138508339,1990,"1996123BT",5,1,"Warm",1,0
"1623","BT",1996,"123BT",6,2,50.878272213619,9.8,2.28238238567653,3.92943596038962,-0.174981709016455,0.0306185984903194,1990,"1996123BT",5,1,"Warm",1,0
"1624","BT",1996,"123BT",6,3,35.7288252758938,16.3,2.79116510781272,3.57595779368609,0.333801013119735,0.111423116359762,1990,"1996123BT",5,1,"Warm",1,0
"1625","BT",1996,"123BT",6,4,7.44144855660838,23.3,3.14845336057165,2.00706552836258,0.691089265878673,0.477604373412723,1990,"1996123BT",5,1,"Warm",1,0
"1626","BT",1996,"123BT",6,5,8.03491271642129,25.1,3.22286784613774,2.08379613620842,0.765503751444757,0.585995993475996,1990,"1996123BT",5,1,"Warm",1,0
"1627","BT",1996,"140BT",5,1,50.125617274984,6.3,1.84054963339749,3.91453220026381,-0.616814461295495,0.380460079663251,1991,"1996140BT",4,1,"Warm",1,0
"1628","BT",1996,"140BT",5,2,52.0395074782142,10.4,2.34180580614733,3.95200318930694,-0.115558288545655,0.0133537180516008,1991,"1996140BT",4,1,"Warm",1,0
"1629","BT",1996,"140BT",5,3,8.22380982369717,17.5,2.86220088092947,2.10703358389499,0.404836786236487,0.163892823490287,1991,"1996140BT",4,1,"Warm",1,0
"1630","BT",1996,"140BT",5,4,17.35109271118,19,2.94443897916644,2.85365548488115,0.487074884473459,0.237241943084833,1991,"1996140BT",4,1,"Warm",1,0
"1631","BT",1996,"143BT",5,1,61.9039208406223,6.3,1.84054963339749,4.12558351921319,-0.616814461295495,0.380460079663251,1991,"1996143BT",4,1,"Warm",1,0
"1632","BT",1996,"143BT",5,2,18.6585955580412,11.7,2.45958884180371,2.92630692774428,0.00222474711072884,4.94949970669633e-06,1991,"1996143BT",4,1,"Warm",1,0
"1633","BT",1996,"143BT",5,3,16.9233922038587,14.1,2.64617479738412,2.8286968189453,0.188810702691141,0.0356494814507224,1991,"1996143BT",4,1,"Warm",1,0
"1634","BT",1996,"143BT",5,4,10.7752861296446,16.7,2.81540871942271,2.37725519059265,0.358044624729728,0.128195953297852,1991,"1996143BT",4,1,"Warm",1,0
"1635","BT",1996,"153BT",5,1,54.9253000899876,9.7,2.27212588550934,4.00597408188775,-0.185238209183645,0.0343131941415637,1991,"1996153BT",4,1,"Warm",1,0
"1636","BT",1996,"153BT",5,2,22.7894154072807,16.8,2.82137888640921,3.12629619164648,0.364014791716232,0.132506768588212,1991,"1996153BT",4,1,"Warm",1,0
"1637","BT",1996,"153BT",5,3,20.8823497539461,21.1,3.04927304048202,3.03890429279126,0.591908945789039,0.350356200105092,1991,"1996153BT",4,1,"Warm",1,0
"1638","BT",1996,"153BT",5,4,9.88005847440934,26,3.25809653802148,2.29051843020475,0.800732443328501,0.64117244579883,1991,"1996153BT",4,1,"Warm",1,0
"1639","BT",1996,"155BT",5,1,51.5466003322493,8.6,2.15176220325946,3.9424862593503,-0.30560189143352,0.0933925160477447,1991,"1996155BT",4,1,"Warm",1,0
"1640","BT",1996,"155BT",5,2,27.1933715483642,14.4,2.66722820658195,3.30297325052912,0.209864111888973,0.0440429454589475,1991,"1996155BT",4,1,"Warm",1,0
"1641","BT",1996,"155BT",5,3,30.343042941992,18.9,2.9391619220656,3.41256726361738,0.481797827372615,0.232129146460972,1991,"1996155BT",4,1,"Warm",1,0
"1642","BT",1996,"155BT",5,4,8.9612158689687,25.6,3.24259235148552,2.19290591744216,0.785228256792535,0.616583415265444,1991,"1996155BT",4,1,"Warm",1,0
"1643","BT",1996,"15BT",6,1,57.9312037911146,7.9,2.06686275947298,4.05925616499128,-0.390501335220006,0.152491292808607,1990,"199615BT",5,1,"Warm",1,0
"1644","BT",1996,"15BT",6,2,29.8264181782318,14.1,2.64617479738412,3.39539451683614,0.188810702691141,0.0356494814507224,1990,"199615BT",5,1,"Warm",1,0
"1645","BT",1996,"15BT",6,3,29.8153372319077,19,2.94443897916644,3.39502293332471,0.487074884473459,0.237241943084833,1990,"199615BT",5,1,"Warm",1,0
"1646","BT",1996,"15BT",6,4,2.6976587698202,25.6,3.24259235148552,0.992384274553465,0.785228256792535,0.616583415265444,1990,"199615BT",5,1,"Warm",1,0
"1647","BT",1996,"15BT",6,5,5.54670815128726,26.3,3.26956893918372,1.71320462589541,0.812204844490737,0.659676709414223,1990,"199615BT",5,1,"Warm",1,0
"1648","BT",1996,"170BT",5,1,35.482137528941,10.8,2.37954613413017,3.56902940165093,-0.0778179605628075,0.00605563498615467,1991,"1996170BT",4,1,"Warm",1,0
"1649","BT",1996,"170BT",5,2,21.5320825633001,15.4,2.73436750941958,3.06954403513777,0.277003414726602,0.0767308917701979,1991,"1996170BT",4,1,"Warm",1,0
"1650","BT",1996,"170BT",5,3,10.9018737662795,19.1,2.94968833505258,2.38893467962436,0.492324240359603,0.24238315764566,1991,"1996170BT",4,1,"Warm",1,0
"1651","BT",1996,"170BT",5,4,11.5171386222086,21.3,3.05870707271538,2.44383624092662,0.601342978022398,0.361613377216846,1991,"1996170BT",4,1,"Warm",1,0
"1652","BT",1996,"187BT",7,1,56.1377902928822,8.1,2.09186406167839,4.02780920950504,-0.365500033014588,0.133590274133665,1989,"1996187BT",6,1,"Warm",1,0
"1653","BT",1996,"187BT",7,2,27.5281559253326,14.2,2.65324196460721,3.315209332724,0.195877869914233,0.0383681399221373,1989,"1996187BT",6,1,"Warm",1,0
"1654","BT",1996,"187BT",7,3,10.6429462846731,18.7,2.92852352386054,2.36489735203623,0.471159429167559,0.2219912076935,1989,"1996187BT",6,1,"Warm",1,0
"1655","BT",1996,"187BT",7,4,4.23592738391414,20.8,3.03495298670727,1.44360228498461,0.577588892014291,0.333608928178296,1989,"1996187BT",6,1,"Warm",1,0
"1656","BT",1996,"187BT",7,5,5.38246500137802,21.7,3.07731226054641,1.68314644793669,0.619948165853432,0.384335728345035,1989,"1996187BT",6,1,"Warm",1,0
"1657","BT",1996,"187BT",7,6,2.58635105899194,22.9,3.13113691056019,0.950248024806482,0.673772815867212,0.453969807401633,1989,"1996187BT",6,1,"Warm",1,0
"1658","BT",1996,"193BT",5,1,36.6104034227584,9.5,2.2512917986065,3.60033244654038,-0.206072296086486,0.0424657912143565,1991,"1996193BT",4,1,"Warm",1,0
"1659","BT",1996,"193BT",5,2,11.6971676585504,13.7,2.61739583283408,2.45934673203173,0.160031738141098,0.0256101572124608,1991,"1996193BT",4,1,"Warm",1,0
"1660","BT",1996,"193BT",5,3,12.21026968009,15.4,2.73436750941958,2.50227737470016,0.277003414726602,0.0767308917701979,1991,"1996193BT",4,1,"Warm",1,0
